galaxy,v_disp
431,56.72531972613726
442,23.85311542483185
468,30.665724450191327
492,71.26927569327646
502,37.950951177380105
515,40.685604254447526
523,21.719085730648924
556,53.360137731079966
568,73.9118032129807
569,83.81641490391917
571,24.773615787121944
613,43.51503676444923
615,40.87687292200235
618,37.540307972710366
634,30.451138680172424
