galaxy,VmaxGas
431,39.80912548669917
431,39.80912548669917
431,43.66509346870112
468,33.05459255742852
468,33.05459255742852
492,45.62282176975591
492,45.62282176975591
492,43.38364457222868
492,45.62282176975591
502,38.44308974175623
502,38.44308974175623
523,33.489633842288015
523,33.489633842288015
569,35.27179281382102
