Mgas,Mbar
7217644930.7817955,16310713825.976774
8527325609.112398,15491247404.730923
13857195911.497475,19741319992.198
11089694863.824356,15813619099.41463
12401040555.15593,15734365720.136723
5220239853.417456,7680358512.160048
10438446653.53708,16349858472.300877
9476645760.122189,16589933179.18697
11478751423.73444,18811703407.865685
13116916183.240534,18271583606.01217
15668091085.333588,19528618422.16652
8815854498.106056,17328043716.68656
6411008640.622812,8599958472.263172
0.0,12079009262.965216
11468854658.446533,16446602012.940502
13009053020.06134,17623076389.558384
11181997675.171867,16342092329.105598
18864737647.55466,24006845037.197437
7111337460.42416,14121831218.42135
9366657339.760519,15996571281.793285
5379336847.587157,10366272477.656475
3423804080.296585,12606797575.17985
0.0,15873602878.05256
5947404558.695686,16771336900.566223
16777199938.959276,19119555635.659058
3006079918.496241,13250281311.334824
13158144490.153994,17006845391.918148
12521641710.93208,15925398682.092133
10681695074.737455,13412809154.439556
0.0,13679137026.964802
9479156329.782572,14677257705.067966
8914801993.840528,14465170258.330772
15256727960.97371,18185897270.314064
5294064578.24368,6571284271.824641
9583398331.589476,12009117255.352911
11226290543.587605,14011030522.673117
10832549045.380705,13872732093.141994
6381631446.486857,18220816321.126957
10148674612.145714,13529278528.965065
4862156200.856031,10791016537.324112
8589104748.526757,12410632537.16566
10281150375.57272,14888862616.033407
13916166573.303818,16361666922.834013
2966244691.8118334,15928762453.94825
0.0,11124921964.5365
5899613534.653929,13066564760.507385
14391117246.782068,17332600426.48009
12184388698.422297,14644627596.637674
785735991.3198577,7988475603.17592
1390854247.4432786,10782903630.320387
15610468388.97979,17563033446.52811
12643792691.384491,15795494245.326365
6499091655.158128,9426226539.199629
3621960906.9491,9581603705.57724
7839649430.595456,11603490403.340837
1548994223.3859596,3996054546.08248
12709300274.254467,15679338578.313257
0.0,13675156364.021143
7785104984.084373,8657156671.731804
10862245194.402784,13233079002.972115
9211314704.188026,14550469350.580935
13985977014.802488,16072576172.476637
11629191787.841318,13804103030.090445
9984460481.23716,13776584770.585754
12051400888.373354,15042187751.090889
14633652770.959246,17189581238.324265
0.0,14141971794.842636
10510674442.808285,13043653186.415329
12289592225.798386,14950156041.12177
5065473914.873833,12740237991.738756
8261646091.970134,12742376461.375362
11328001298.923658,13813554123.811665
7214469312.822138,9603282046.87145
14493164651.192528,15878938602.262459
5813003173.754333,12565194301.661278
10556254601.82585,13928966752.802187
6842909919.502646,10060744127.64295
8653432230.1243,12377760976.353657
10338884879.582256,12327722323.072714
12557216694.16093,14514340174.749428
13709792306.619516,15763521753.562279
0.0,13125789114.411144
9999730948.805779,12260310040.194592
11561931491.15529,13465768314.058025
1107055439.631651,3792033679.982525
5465569659.945098,6374230451.810122
1251826980.877308,11078936546.124605
6014424723.132186,10336588700.345005
9019246482.419477,12481343488.043911
2676129262.8460345,11231926420.387438
9124261550.119236,12119249272.238892
5638253394.80886,10714394347.033892
3387078721.9441586,11642899970.296505
3592620740.796904,9023001039.863926
940751273.8450339,8556326549.265411
16783786542.797394,17671904372.902607
5459126317.557979,7523082838.889919
27874883.597328596,8350373770.565992
11117652752.962032,13143290887.988575
12841112929.045967,13964911115.363876
5240491662.871908,10249916307.518427
5488615472.593646,7071853010.245349
5862308507.755085,10863886126.754839
4923588842.669237,10026903127.190136
2967570909.424784,4989772534.777268
0.0,12156907072.135893
7362883424.9872465,11205975286.974785
7728963060.947932,9418851876.062414
11037749989.783937,12588280962.07403
9897063975.633055,12676971027.584099
3810259627.3283587,7485649274.561324
7352369493.59333,10283029854.093863
12609939434.906157,13539090392.507185
6822852608.72923,10117512237.811123
12215421950.214743,13383802171.927994
9406822558.036518,12245461973.629496
8844884748.11708,11100870610.987526
13411143496.41988,14868277959.831886
10600497433.192951,11305913300.930729
10822884524.624783,12953287492.308018
8870029210.726938,10752330960.93626
2219482377.382677,10231915535.075722
10926467598.392654,12325186132.828526
8178827163.669255,9259442038.832142
638808125.8382773,6042667061.93816
7635839363.220154,9947775381.951283
2473066262.0374556,4042235901.3103266
10875056126.728617,12278147355.104649
3716063814.849477,8434250876.772036
1217264572.7810626,3516047883.4454446
7877348853.104619,9990464546.282831
6981314179.590992,8602015106.114473
7935777402.82879,10302159833.292536
5737050287.249656,8006699588.192785
6621024088.53757,8067031427.373899
9624283628.330673,10915099644.928595
3724728426.9484353,5740154366.180813
6413314116.14275,8258282633.779376
621613205.3705297,6568324853.03463
4202768669.284748,7733307612.115178
7115372943.602598,9112855681.30915
8956537799.248837,10454998164.92697
7047133299.143208,8995510978.492987
7160737332.825148,9432464836.092548
3855129398.369334,9155270535.250626
635264369.4948413,3786428066.5679426
5930262578.339138,8047061635.88673
6741295897.094936,10397858541.412077
0.0,8921612959.59467
677680945.1763635,6149591801.579929
5631310988.786914,8044620374.010633
1644077471.8590121,7431014117.664804
3750322659.1015873,7224659127.045691
8031628275.8162565,9028480332.09221
8642807278.415745,9992636453.904081
8490255654.220596,8841101251.982313
2495518251.359561,3646887432.0044003
3485162101.4914203,8910565043.789501
5877944061.241804,7219693498.837271
8058083453.097581,8406846293.116525
5233938623.821972,6683876747.786543
49290299.42619505,9545826602.97571
2746678073.3119287,4430841820.19293
8124428339.620464,9168511870.74607
6051922894.772053,9094608930.24915
9559519881.383297,11410327604.423334
863409468.5380346,6700888039.481224
8968445678.67402,9983204026.885069
0.0,6889197900.320893
7859803983.704661,8815814751.147993
29881925.694147382,7150855152.092561
3462259352.2479696,4326691861.517689
6442530670.429003,8591824952.817871
7390516835.717142,8345654234.014194
1421864209.5408077,2469370319.3525276
7125267258.534398,8787982774.546028
7345963295.251544,8238135688.530171
2659662242.174993,4346192844.351681
6900855605.638622,8911242078.998724
6931050328.444673,7703789232.100292
7974560445.379051,8677769666.69701
6724925385.611966,7552920499.607496
0.0,5716427335.875221
54138056.785750166,3062074591.8663745
7213496515.630043,8403384896.310337
3857389279.33035,4719923379.152021
8230091337.4043,9038128217.130213
8713622259.428867,10079413070.010202
7310531303.159579,7944838478.898171
6118894886.961521,7290948558.44569
12886637.813547263,7604740947.92445
32007649.49236601,7419438446.060849
2013918385.9104037,5844450608.664147
6505058862.164135,7142853815.430054
5568932176.7148,5851418811.95967
6817985561.633523,7522488121.490075
21285714.37081672,8715404142.144867
5685443287.4616995,7457545106.299189
19163740.685701482,7242835114.084037
0.0,6000408618.686568
6564760986.009894,7516918985.645823
4465360154.27434,5774304748.830078
6383074713.834278,7174845124.884847
0.0,4012636922.7150455
6755802783.182838,7395839706.112915
6887602323.4137,7801237843.485471
6648662067.331091,8035795162.466955
4823196999.384363,6658442172.465536
3298527487.3151608,4159927698.7321877
7015819611.277652,7714243886.7119
3823343721.8353214,9904739879.358875
4002632783.512107,5805408467.979444
4644124907.079538,5702100421.505166
5728808190.191746,6077767037.281161
7298100334.573168,7706101207.009651
6119532225.599747,7573893966.336897
2726130826.7758594,6044813027.7736
0.0,7760773475.539095
4994726384.594193,6566909215.24981
24669408.44375147,2336458227.9787025
6983204609.579595,7650991075.244136
7105682040.661039,8213610203.387514
5218105881.358536,5907373780.362112
747660458.2036198,5394849259.170611
7106639762.22769,7715717234.102379
6122829240.256091,7497450300.151812
3171294461.1760054,8880599092.137447
1844022105.6731517,3240851294.6236386
4315939264.546174,5287083269.6788
5025115136.615981,5593425095.274107
5978239784.916161,6632319632.518231
6657506618.939271,7613669855.76968
15965720.075622467,5432824183.225926
6758012313.080999,7375231413.758761
5429663912.832661,6911851473.14362
4025405818.6351137,4928440946.510901
6338856141.978434,7992990381.990374
3160492650.515354,4348946601.64936
3878327657.850288,4395433860.234882
8604598265.33641,9098596399.836954
185719978.2151743,5816358572.414836
5646942632.250326,6628507139.030275
7021760767.751862,7422372128.661415
4628255531.943548,5927334091.226189
6619136543.163673,7254602027.878559
2904334238.5808992,3839958322.5898094
4950322816.47174,6300447705.303608
5681564814.537104,6358546872.989141
5479293697.70239,6171175085.702641
5542029994.205249,6728679514.030636
6099800794.107188,6598406781.502677
4763287606.188316,5074023867.753744
696235490.9362437,1804369738.6336918
5595115729.743101,6655832000.608255
4509561960.095999,5022137437.489089
7431811470.400482,7767304388.55974
4473637973.417791,5346149506.098121
6985926424.958159,7158822610.791984
6097638444.582425,6864788507.126671
7223955965.720612,7696306686.890949
6087335132.13205,6439486840.883877
4616603445.136147,5486275158.58211
7013382025.015163,7572297474.269584
5702725468.603758,6598097370.385816
5124936703.907237,5650788035.715649
4357579132.777754,5514978867.064978
5439948443.051173,6139024205.948961
5116752695.104055,6006987827.597369
691025651.1498857,3994379217.762868
3851114127.889771,5070211460.204959
3747824769.7985053,5002751239.050846
3749758240.127904,4910167897.242553
417625566.8646923,4735097234.430433
6348750281.840387,6483409616.783228
0.0,4201280140.320591
1094134320.166971,2329146568.532873
4777884497.000932,5012051374.779406
4833770558.301272,5447567708.735844
0.0,5333364380.344056
3962425976.939516,5231435849.98179
3081051019.5338354,4238066978.6426272
5688741859.264254,6605525579.51212
2578123794.768086,3269123178.3224993
5714085104.319384,6125004584.884629
6074056488.329018,6582749725.2071295
4571130485.799639,5227595364.526359
3971436774.932683,4795311279.721433
2724422862.9585285,4239361818.1756234
302734868.1639331,2102673396.6615155
3742929423.7810946,5347744662.459124
2440291838.0551147,3544622723.5251603
5077438668.228187,5631504402.539889
4787069768.539252,5495808115.5790825
3639130615.317837,4205085277.427953
192375458.01060948,4486764645.787704
0.0,3800104528.7442513
1288742683.5993009,4065007045.7094026
4253855712.6033964,5176000297.703658
5084865238.503724,5492490550.646397
2340154672.997271,6656158827.986652
5334068676.303824,5825927785.376443
6061750480.250118,6351159782.666494
2979915312.276369,3715305791.1196356
4907010520.2475395,5676324855.466706
1712599719.5155177,2723771815.597769
2221785920.3471937,2653006868.842444
3491141755.405244,4135651935.5984325
3111113628.070793,3572468741.408448
4765980255.302341,4927063494.05809
3368856891.0331454,4124666819.787986
2594370322.440269,3675749445.493249
1787303027.6307354,2466738256.5111966
2320667196.8954306,3188799024.00299
2227435640.3375425,4561411905.329668
4203899587.0318937,4501873329.66354
2277282275.630109,3576713908.1401844
5019879562.41899,5462138588.050405
3090679928.6772065,3376716183.2159805
3282870376.933305,3924881332.244902
2864804783.065831,3725014279.513856
2113501347.7376137,2388766242.1702213
4081868154.6945868,4594897110.641379
0.0,4790449547.259345
19111666.404481035,5941042334.46501
3177353973.427973,3927817944.756036
2921068349.338971,3048814478.8917837
4243130468.33848,4579616790.525551
3644556293.6028805,5243818550.679689
4711599568.932995,5098631554.523318
330758732.8559444,2430958036.09761
2864337611.7194796,3401615330.764907
4082620504.6603355,4629233648.07641
2904456332.876657,3746809996.4281855
3191799935.7624283,3655567847.4399123
5523941344.886313,5795189817.425096
3263400042.7860537,4269216662.6792803
1344085254.8651857,1753957993.2584534
3115032439.5421124,3689494127.375729
2991756946.503184,3499218794.0185637
4072434196.196097,4468112555.659764
2114872630.7623816,2483454008.5747657
3735651047.0173554,4330314692.122202
3259823705.977607,3881626500.087846
4194035133.2626696,4949472519.870354
24500404.96257411,4799660616.772406
2235337991.1812296,3021096798.0159826
4110730189.1043606,4333165365.97019
3696412856.377217,4240830739.265322
3484199108.4524307,3698644386.582233
3571480824.95643,5922550998.949641
3327635594.6781,3638235598.3531175
4379172677.680324,4838715324.343346
3129338642.6376123,3882434618.641513
1340866719.1543832,1754579323.4542282
3008469904.4470515,4187394421.040073
3372755368.5802717,4371562334.482152
2970378995.63498,3134210967.8753457
1757243216.674395,5808146083.78974
3010452639.8957644,3751028561.890015
2179257624.0060267,2679555621.7365685
1400350376.695691,1786849598.0652275
1970299782.171607,2307107024.889621
1727873719.8710613,1950884771.0694313
4993970659.064505,5172187593.638655
2398303106.1820602,3092186466.165092
3325694118.1759615,3682049583.3375998
3532299490.1948156,4013626595.533541
28716030.68372863,4163690622.4158835
3040424224.4233656,3648390832.2652555
0.0,4513224502.928528
3890918345.7034917,4591756956.600895
1847181545.3118873,3860517376.2374487
1658474829.0003588,4442322755.157317
3080146507.8571253,3497542561.298066
3475771161.245343,3714222070.6394396
2772401544.9288473,3192897120.373042
1081045582.492436,1521557025.326356
3575089309.639575,4047521477.8224487
2190321991.931327,2422330684.5096784
24484567.47969896,4977923876.493776
2186405065.1877813,2627957987.8951874
2346168087.8903847,2881898339.499059
3014479724.8163023,3282424576.19708
2470726547.18231,3453905064.018549
3093586601.50235,4509525971.430128
4873413744.998727,5120216868.048379
1975205096.4696712,3421240845.902688
2434442928.6061096,3151994104.350193
791872150.8224313,1620227793.92905
2789949075.420845,3218421797.510926
2331596958.360583,2861024317.498332
2713100970.662229,3464262435.2883844
1928813899.0770307,2473847258.318662
2900263788.425221,3172470002.7435102
4258012947.6817904,4595204017.036046
3859322716.4701867,4096653395.3737164
2518325364.146027,2951738174.909021
5051618477.378066,5497358542.523796
3359652688.5748305,3592223833.8085165
2946397684.686301,3266501139.8169165
1348751421.4959502,2617827607.4731417
2551791833.316159,2988254551.2240667
959506240.9596708,3832305237.6912766
4386307089.238948,4790659579.698527
2991764349.3885393,3186791101.780052
2342214433.77575,2489287951.655507
0.0,4212944636.276595
1490561588.9243984,3593606473.18646
3248758536.9780684,3529792845.506684
2204501839.010313,2583382890.192507
2885475086.2602515,3163317650.549825
2040326696.4836981,2332742425.39072
2854710099.252564,3546473243.965185
2511195190.758733,2673896427.706467
2948289515.2405744,3105103496.112035
1886407447.755871,2231349244.422188
23342924.35754448,2451745334.346102
3300951173.102412,3495344624.307721
965212427.4340525,1272983502.779589
998274647.9078295,2226834293.85719
3273105755.708762,3670668848.0582094
1331673681.2999947,2256051021.5450006
0.0,3913624907.7119637
2374168171.889891,2649646371.116409
2957483872.3947334,3206852412.5605893
210393536.2694924,2745553837.2567406
2499235840.792187,2880930012.9813833
2778916069.9012117,2993460781.482351
1631112089.5799718,2189951991.6991224
2993225009.8970923,3231709077.6738954
2627625974.3411794,2879727016.651709
3449971193.7289906,3515391994.0007954
1943022811.1283202,2218006358.4448767
3515384322.759749,3639319453.853936
1543048240.1705654,1834003624.424242
757827285.289531,971616711.5819227
2296126085.9315004,2469151368.3506002
1505041384.468357,2439481345.2578564
0.0,1999946990.3469985
2248997519.171887,2931239836.5378184
2682433012.6155396,2847175543.536803
1502879716.9927206,1815799060.350928
2201310670.019019,2472488706.7048893
2131026460.8133059,2259556497.1256447
2695843805.476433,3048969059.0161896
2207163575.561755,2370553638.976386
2067127849.0890927,2407487570.7570577
386136197.3387284,2537633738.1870427
656644912.4509151,2095730811.4387317
2047466070.7125354,2775086860.6901507
0.0,1440464025.6422486
0.0,2435479723.342372
1808109072.2066767,1895897868.9217145
2482064334.5605206,2987799401.0168843
2773908233.02184,2952234240.478795
0.0,4266975063.0360827
2616895808.2566013,2793947306.042839
2184752058.004005,2518578580.726714
2844593009.251971,3014148126.292431
2579641107.251259,2866967238.9222283
3670702513.9452066,3862232272.4628086
1665427005.5886366,3047986635.4280534
1397719782.8819199,1621153667.007502
2086120357.0423698,2470588024.3158493
606418070.6401687,980903317.6195407
2356715582.1693277,2466685411.682259
1942477426.0973253,2095140465.7490711
1826375226.54989,3175203455.8594584
474075776.9662169,2375017098.517756
1278629522.9955459,1407978925.738154
618351723.4233788,996621770.8814331
1346177479.995292,1772302595.146823
3769372250.310728,4106157965.105824
1929255165.9892104,2093749394.8960319
1066259382.2588222,1243199711.1700876
1714690881.9717336,2351989481.7625027
2004621320.0384502,2172890612.1887984
2057167866.2963467,2237509317.9834194
1733106117.9488914,1811148380.88374
4611103437.260531,5042508624.061079
1726373865.8919415,1922371179.6616864
1597729377.2521744,1740891614.9625285
3366616247.818554,4661045295.164669
2763313190.130809,3056914334.515584
1859599439.0138493,2873537076.0042787
747268096.3200678,1198495883.587243
11424108.237692576,2171842678.501527
1764517955.9256892,1932508087.5196958
53646125.90522885,713911061.581019
1509739803.3401227,1714149338.9615383
1646524380.0951014,1839090575.085449
1933702208.0990524,3487080186.578107
2374621190.4008255,2573363394.922862
3009022260.6745853,3206797074.8394346
1543608797.8086362,1779203865.5993564
0.0,3243121130.2772408
2245646137.633115,2416833509.369572
2244411132.1658783,2383701497.8094482
2726527596.315455,2964486810.7515864
3858139206.1368475,4112555477.1254473
1620007833.5140338,2196017004.3308926
1674815070.1278908,3280768449.7540216
1783728778.4902976,2074102475.4957242
1646457271.146065,1802411483.0757592
1686135110.0708323,1924401335.6685982
917225915.8080678,1221700617.5645819
1340845290.8001516,1416737724.4086485
0.0,803505282.4972436
1955970772.282581,2129956180.2163925
1900141771.1549695,2106562780.4068043
1357327395.7523785,1537856767.582478
1452375611.5149684,1602764300.1852798
1574565506.502632,1994206138.8205721
2191081049.359386,2443719846.2689676
1429235678.767267,1641114573.352906
1627388187.678472,1796621563.0563269
0.0,3809485335.1210814
1494766035.6453223,1700044737.071904
1584121837.648469,1960468068.2249568
2381840368.0249014,2475664383.510479
778366188.9423532,1011464658.9664469
1598205184.7546778,2184796754.6590295
2173712363.9362082,2366783617.7623587
2042489920.4941845,2243161000.0920434
2750725363.9715166,2889806791.495416
0.0,2749453926.551034
1650967435.3472295,3309715763.408474
893203942.0262237,1477945097.0208545
1657529407.2733212,1837373110.6394129
1440070926.4316275,1565729013.4783077
1104724705.9016972,1248964586.2575848
3073259252.1591353,3236784927.7339435
1955475897.5925639,2812917881.5916014
2515262060.061511,2615841719.534137
3698790250.3242455,5090884907.544787
2345469287.1777635,2701518925.4638224
1933808506.7192466,2034832097.5913823
1612114008.8128915,1751128663.7735853
2347800651.796078,2423003571.797344
2271428323.695675,2339218079.1859956
2079563747.4704707,2262677169.6358256
1412978819.749843,1585938494.0657868
1510434100.1922178,1719079286.5912309
1598615271.7157052,1737645821.1987607
2346790312.4738765,2412236846.272088
1637975634.9919543,1801529564.1822445
1697947924.8016863,1796475888.3279886
1831849043.7887833,2112265994.8489914
2201386751.437503,2400975228.9283886
1503409072.8986657,1794121531.7260604
854765393.1411648,1161767160.9689374
1215258463.031508,1822458028.8566942
1578272669.017618,2036439885.7290697
118924404.85775404,1123114999.1855545
1695301095.0783195,1803807874.5862079
1426912021.6985297,1502084179.7630434
894056508.6568737,1067070043.4976842
1994699918.058164,2162528182.026997
2817764500.2614594,2920315931.9199014
1416528335.8310823,1590850048.18803
1712095347.4435618,1897959039.2497373
939425908.3323816,1025411387.1797
1396250594.1929574,1548867257.5988889
1203135253.4857936,1295344049.7394454
1526214951.5542884,1707022161.4114616
663425845.5924358,790588212.6875957
1612422371.2480476,1779593033.907192
1165994984.0527453,2347394909.016791
1711783833.6268504,2010522723.2303052
1647939518.4718246,1802460549.7692277
1836301422.7000675,1922274765.5451827
2109033120.3182611,2334764657.7238708
1207200683.20643,1351930564.9165823
4034182225.5512667,4193899935.4211035
1787303763.1340885,1873804191.2272546
1212979626.122756,1391508967.865133
0.0,1778399412.7117534
798793513.5084074,1035227484.4340227
1571684797.7727396,1720347579.0338883
2709805822.872983,2768823784.3058047
825981235.1563388,1085827305.1477716
1364817749.6032026,1452810172.3015387
1485860999.975449,1534819779.035064
379039192.92067504,607579173.5703709
1078460187.0387006,1414394683.1193726
747050258.7624931,879942086.6669796
1929136132.6490808,2051349101.711764
924412526.2201617,1050381398.1704478
549563762.3368685,1222304325.3981686
1111656486.5041683,1247444635.482278
1565042815.8671958,1773712584.2471013
236589635.50488576,1321426149.688904
1474320498.3649554,1561698329.4884326
705300287.4246234,859160570.0685172
1825709241.6825566,1857955848.978861
2441051187.8027716,3692849395.934116
1006902683.2926161,1157862537.0665398
1285132387.6516767,1509941012.0187132
1777046771.1265764,1835288613.1681182
2171539867.890168,2342928551.4073524
1045904510.482515,1134515403.7758427
1428550342.4544764,1478680408.7213314
2044504071.0912645,2127391856.1624413
1383407328.660727,1531565096.160876
624718120.7518756,825215880.602109
1481501009.986921,1651318796.9686754
723695137.1562772,832040851.3117721
220294642.3473056,388725936.6495272
164903295.5780897,902134596.3007522
1634061896.325345,1781142864.707411
129798665.99742118,1822549748.2131078
684012257.645786,768129617.7618725
1043639983.8946718,1124953222.03107
56173554.08431487,228439250.9955395
750170668.1532595,878668150.1094333
1144413428.4537544,1212412167.6842818
2132500668.534983,2206153074.3640184
1466860970.9475737,1619582912.7841065
1296977293.5147865,1393741906.9496143
