galaxy,VmaxGas
431,54.37657519029494
442,40.889929223137216
468,33.31863505996482
492,51.22654244109084
502,39.24779166933967
523,36.69431381900486
556,32.83344811553212
568,46.53140526641542
569,41.105626197912905
571,43.018557735376376
597,36.246295489501485
613,41.414843937125625
615,59.02713597689
618,29.234104095185927
634,36.700059866756824
