galaxy,sigmaCentral,fWings,sigmaWings,a
431,6.702094715319114,0.1162041528247919,65.03066642680409,2.3025092433909915
468,10.297430306211046,0.08732419794568042,129.13003397456623,3.763858613127538
492,6.915572949599921,0.14655284709349348,73.94677713143976,1.6345739797350465
502,8.341747754489415,0.07876446935299038,117.52088450792745,3.7234696767792483
523,7.1075670257292005,0.09395132689357653,68.4585896879276,3.2373928343496226
569,6.805188731243079,0.14115803213064249,61.410419776259594,1.9068315210965479
597,7.80794962483791,0.07157866019057117,91.97193629515087,4.952910940839254
615,8.130968554597883,0.11940614267753978,103.01584811557002,1.3932923790938994
