galaxyID,timestep,t,z,M_star,R_halflight,R_halfmass,sigma_gas,sigma_star,SFR_10,SFR_100,sSFR_10,sSFR_100
492,001104,3.7324007831138584,1.749737076329896,185468781.42338723,1.9475541113343628,2.05,5.130758993466894,33.56143594757457,296832.26961074764,4608716.4522402445,0.0016004433055131816,0.02484901457199683
492,001056,3.570875333795351,1.8348024148936637,180701117.63029775,2.2784700522825427,2.05,5.082096115823235,33.27720269943041,889312.8930035672,9264059.908733226,0.004921457623870602,0.05126730830567892
492,000972,3.288205797488625,1.9998184905561078,166534643.4652173,1.9301801075974798,1.9500000000000002,5.00812174948908,32.97424732385297,323944.2728736954,3669171.774390957,0.0019452065115890134,0.022032483440343788
492,000960,3.2478244351585666,2.0252918418952635,166066948.79715678,1.7530808919606145,1.85,5.016478635442597,32.627147312479934,547011.3415540642,4032200.048447691,0.0032939205875469756,0.024280569238210307
492,000864,2.924773536518539,2.2494992472392865,159776324.2587818,1.6983430205649184,1.9000000000000001,5.128363328085594,32.361687587556816,198385.81236862103,1919090.5205427795,0.0012416471169239404,0.012011106961219884
492,000775,2.6252784325736487,2.496966179543969,145165392.70935538,1.7893306396724116,2.0999999999999996,4.74842224383173,30.20296453438784,748881.5710293147,6204004.010496961,0.005158816141039186,0.042737486495272196
492,000768,2.6017226378807656,2.5184004086525635,144349836.77695727,1.8677717373715308,2.0,4.777459497671928,30.27700613926664,994978.200770906,5407340.164283506,0.006892825256936733,0.03745996729209108
492,000672,2.2786717392376183,2.8485597433059917,125448018.76531208,2.161226207097059,2.549999999999998,4.404243839826039,27.879698796397804,462750.5316174718,6635925.883697268,0.003688783100538117,0.05289781336532501
492,000635,2.154162538719276,2.9972897389742523,120067888.91010712,62.206014688771056,2.6499999999999977,4.4752469765478695,28.275121670711968,641510.8126386557,11479387.872148981,0.005342900741087772,0.09560747653973839
492,000576,1.955620840594752,3.266336524173332,107365256.72550125,15.5139036605644,3.449999999999995,4.001705424322172,23.838837827214476,197298.24080171812,6745025.268024997,0.0018376358127298745,0.06282316527468357
492,000480,1.6325699419557276,3.816678440068753,78873378.12624778,61.22923650007378,18.80000000000014,3.6261002552322967,15.809688926631038,2884395.6782575403,8388714.180842955,0.036569952330945746,0.10635672491947352
492,000454,1.5450769902401524,3.997992030070715,72955334.9033318,84.13770819336997,27.450000000000262,3.5564377705711068,14.230229981530353,867681.611597455,12563626.860618813,0.011893326413307011,0.17220984424601748
492,000384,1.309519043313758,4.583801636509082,52464520.64388043,8.424307269855667,77.69999999999774,3.3927861085084907,10.84916637736509,2420505.734084216,11610739.871270988,0.04613604974138935,0.22130650826074572
492,000345,1.178279615739082,4.992709930022365,41356796.638772935,71.28117833618018,74.54999999999828,3.436977630306915,9.736290328205628,409348.7453069419,4106631.1035250165,0.00989797998337154,0.09929761096813182
492,000288,0.9864681446677545,5.748642531718282,34763814.65926703,21.875586728303283,6.449999999999992,3.4221696044215437,8.67235363170642,252347.23744145336,2846029.7221444556,0.007258905270172497,0.08186758990747829
492,000273,0.9359914417542037,5.98970517952802,34029602.416461535,22.233835152220834,7.9499999999999895,3.1836931042452745,7.262799861347717,330022.5573124061,4798077.906409898,0.009698102060480156,0.14099717791850744
492,000223,0.7677357653761726,6.978763446199712,28475573.799068745,10.513262703636927,10.55000000000002,3.927954871533405,7.935834802073207,734098.33615432,5757511.816805821,0.02577993129600527,0.20219124845147501
492,000192,0.6634172460217758,7.7957474922575,23345476.962758444,55.88433751649288,-1,3.9879514206002007,8.581513119453042,82304.61398976223,528418.3184650991,0.0035255057808867025,0.022634719320922474
492,000186,0.6432265648564957,7.979058217345093,23300824.38880813,55.42069291563543,-1,4.763433857319706,9.095202976643911,71072.9019284079,394136.78925538866,0.003050231216821053,0.016915143545079923
492,000136,0.4749708884788437,9.992503306181066,23323045.00000534,18.56916487682396,-1,2.8232989168280236,5.031766088389409,1636443.5969833373,21001555.661561314,0.0701642344292078,0.90046371138745
492,000105,0.37065236912508054,11.96965882433652,2254270.5120190713,17.327623840559014,-1,2.951606213103471,4.913007008130977,0,1935880.5969969116,0.0,0.8587614426376057
492,000096,0.34036634737703647,12.72828943923305,2299369.6255630776,17.20276208206252,-1,3.3176333524112347,4.739684791940907,87988.64382543584,2014090.9198647595,0.03826641999930258,0.8759317760281982
492,000069,0.24950828213316534,15.886650578256127,334117.2669629375,39.24279472127623,-1,3.1414415682563064,4.557215374932198,24924.638014205444,334117.2669629375,0.0745984732868363,1.0
