galaxyID,timestep,t,z,M_star,R_halflight_s,R_halflight_c,R_halfmass,sigma_allstars_global,sigma_allstars_los,sigma_youngstar_global,sigma_youngstar_los,sigma_allgas_global,sigma_allgas_los,sigma_coldgas_global,sigma_coldgas_los,sigma_hotgas_global,sigma_hotgas_lossigma_gasNearYS_los,alpha,SFR_10,SFR_100,sSFR_10,sSFR_100
568,002688,9.062740614685353,0.4401803358853519,830413543.3646038,3687.0830603722975,3230.4614620225875,1.9073486328125,25.17348097159952,17.854682986005557,19.108068428833754,15.89047908640405,24.62603692646866,17.854682986005557,26.18984350073946,19.40758589347784,17.61334931463649,19.586663460729515,14.812859054112995,-0.22765299105766026,1808837.8912211384,13096179.000517117,-9.661894776591595,-9.802149821103512
568,002592,8.739689716317365,0.4822523231625672,790078874.9988884,3509.3538478931637,3079.40476912981,1.983642578125,25.678766563170452,17.08366773974178,19.359148086618465,14.308826071150602,24.00738841617527,17.08366773974178,27.77109664892718,20.093431943670033,18.935984426451352,20.97061887782551,17.48308124284688,-0.2044768399895033,977356.2262410803,16351823.22608322,-9.907617565877725,-9.68410426638382
568,002496,8.416638817965207,0.5267076099673188,751737219.0851926,3334.8950118787307,2930.77640676203,1.8310546875,25.858241427368238,15.773787569749622,14.187094585283392,15.885791996237664,28.600869283529256,15.773787569749622,30.782160963052657,23.427584754252404,19.192262702725,23.075609017085604,16.53356648398038,-0.23605845978710496,2570545.373930757,20194631.605291847,-9.466040778819515,-9.570830117943492
568,002400,8.093587919596368,0.5737963612976613,713124859.9618238,3162.2309616466546,2783.7422963101308,1.8310546875,24.451262189766855,13.989968410528864,15.440398063040886,14.974204573938206,22.41313745500986,13.989968410528864,25.058534767071777,19.11908958569932,17.107170579423872,18.718610558891065,14.169479224884373,-0.22542034619417095,937126.8210398158,7344903.936413096,-9.8813672086958,-9.987179456428533
568,002304,7.770537021226095,0.6238070016428844,680005472.0473785,2992.698579885324,2638.5312237879116,1.7547607421875,25.106409253136878,14.057717252864819,13.925039286728953,13.316615949044227,24.593597342636546,14.057717252864819,30.095757040789504,22.31904202139305,18.760829433568144,21.880133889361893,15.829664410052585,-0.2286774626893143,808383.2577156443,14911028.653333385,-9.924895097176375,-9.659004802757735
568,002208,7.44748612286208,0.6770739239370236,645569512.4450924,2826.051414204232,2495.1675858678173,1.678466796875,25.603706313837545,18.7131666796691,21.199805577011425,18.921874596473963,27.610297810917466,18.7131666796691,30.062028378324808,22.918910404996822,18.11664141798978,22.428127936352407,20.726629021113794,-0.2467371997349815,3191495.439458415,14426263.135165194,-9.305948784107898,-9.650789162820269
568,002112,7.12443522449419,0.7339871656688641,608462426.8070749,2661.743921790948,2353.955337619397,1.6021728515625,25.65248431055187,14.01971694808159,17.070785187226335,15.538386758295655,25.806842656002505,14.01971694808159,30.401313050856935,21.87486369549672,18.244049812996177,22.294185342035817,15.582314367880151,-0.21961929008660525,1645663.72451904,14357067.919205392,-9.567892669193423,-9.627168010343219
568,002016,6.801384326130444,0.7950046705426543,575375650.3362862,2500.69049218097,2214.5530784059392,1.4495849609375,25.815465523738496,18.699459093298444,21.912976373083026,19.169405647090358,25.13757117791959,18.699459093298444,30.046953648220207,22.21406071316691,18.097363678316004,22.013803980182942,16.11438355355232,-0.22546645247171154,1244557.6397784331,14129886.541754182,-9.664936463683912,-9.609812804153547
568,001920,6.478333427764867,0.8606679887450892,544826624.9915661,2342.227343071261,2077.254852893764,1.41143798828125,26.078908037122616,14.703447056231926,14.887899370203817,14.17272540453628,24.809509391697997,14.703447056231926,28.191011156702253,20.618674648358848,17.950345907532405,20.865391411618944,15.271068795061579,-0.2231152913557851,1423879.7601427434,11458349.219652353,-9.58278500609738,-9.677136268605635
568,001824,6.155282529396713,0.9316226093307045,519185854.5236404,2186.517866731201,1942.078935091167,1.33514404296875,25.645694672276374,14.202079609525434,15.95758704849025,15.979776441388445,24.166482522677352,14.202079609525434,29.90462701908665,22.225640359113022,19.415249558949235,22.173196670807556,15.350276922970057,-0.26385037627793145,790369.5195161417,13317957.023243966,-9.81749266798481,-9.590885242284742
568,001728,5.832231631028266,1.0086446208660926,487367989.5425063,2033.6820369095094,1808.852367403649,1.220703125,26.36269185950928,19.042210019036027,26.924906988834366,19.01194490916167,25.482644743192907,19.042210019036027,31.57361287351126,22.49688056153593,18.844083861142447,22.28309058828925,19.490029798874023,-0.26785668684368125,1789742.600495276,7952338.459802173,-9.43506642566164,-9.787362145402026
568,001632,5.509180732663515,1.0926761522035684,463547723.67945176,1884.2330120812571,1678.472203739706,1.220703125,25.900821610373637,15.643513737261104,18.959999068222928,15.225506243613584,25.441526462685772,15.643513737261104,38.05555955061583,26.837740098005654,20.204194585665995,26.62088625044897,15.752243337272345,-0.291627785870132,1109506.2149573206,14955949.423496556,-9.620964713451361,-9.491280464917638
568,001536,5.186129834297814,1.18487320517999,433230856.38583434,1738.4722530323256,1550.9183803500482,1.18255615234375,25.2361905727007,11.914637674482286,11.86384133863027,10.803628014663138,23.92638623621045,11.914637674482286,35.05150435030551,24.554255111516696,19.334204654266323,24.09948635331215,15.665411270610495,-0.2870038973132879,2161828.480221618,13684921.165816672,-9.301898147197956,-9.50047708126594
568,001440,4.863078935928232,1.2866713120791293,402615636.51962477,1595.7059688594381,1425.9651748119763,1.10626220703125,25.783523830953126,14.560521428937019,28.752238188049304,13.904045653281141,24.23307425773783,14.560521428937019,35.28810754082123,24.239302201543918,20.126863724559602,24.573138789620078,15.538160648501043,-0.29841119123857085,1615531.7683713573,10572936.584127095,-9.3965751351684,-9.580695010380778
568,001344,4.540028037558193,1.3998773828493871,372232069.08797795,1457.119093859189,1303.9948963184804,1.068115234375,26.48246628894107,15.37603972877373,21.67102336703948,14.966818139825314,24.391953573815698,15.37603972877373,38.941700266794584,25.882078451857662,21.018395160088875,25.67957737691969,16.388573822181396,-0.3081223140088459,1700323.064649803,11369365.974603802,-9.340282340382807,-9.515077539941394
568,001248,4.216977139185581,1.5268009638063014,337961048.8511482,1320.445324122536,1183.2711210812345,0.9918212890625,27.7074419188205,12.442277532377336,15.602897508014317,11.870868356534542,22.436917961131485,12.442277532377336,38.353672567677904,23.956359596537666,19.728791340045102,23.874917619882357,13.013046413355488,-0.338123453991964,2359296.681581173,15298598.645668412,-9.156084092405425,-9.344214998072076
568,001152,3.8939262408169646,1.6704464355624933,300437851.95469844,1187.6917977837206,1066.1428990170893,0.9918212890625,26.136781577818283,15.78228363720334,20.402747039963668,15.916756303484842,23.11164149032859,15.78228363720334,32.72304604959167,24.44131260856177,21.704359797626992,24.16951013016196,16.12449456242441,-0.35576864274241826,1377147.5348282398,8915409.43448665,-9.338774179200536,-9.5276133555709
568,001056,3.5708753424440114,1.834802410171941,273431327.81882966,1058.4571112382505,951.2304942301012,1.2969970703125,25.499537691488435,11.967048362321076,19.025248330189996,11.623848436086263,24.219405187508638,11.967048362321076,42.45192856456423,28.560604878882774,21.98746489999936,28.460455617432217,14.512334947143074,-0.3832619111858643,1437758.3437162058,11461871.466132937,-9.279162374848454,-9.377592737504575
568,000960,3.2478244440713206,2.025291836215887,240943819.5279244,931.5146557206588,838.4337630464927,1.4495849609375,26.18054734757285,11.100964683549822,15.287413330051507,12.764342447875148,27.062880685696133,11.100964683549822,49.96299177477786,33.35140890199024,23.910156757097756,33.718532873205646,15.99085987715275,-0.4219442136820752,5275349.619426453,24246045.218382977,-8.659664543221801,-8.997274879874949
568,000864,2.924773545708787,2.2494992402877894,198586830.49153695,809.8165911852977,729.9981452475329,1.25885009765625,30.493768344532977,18.581915620641933,37.91784449320589,18.20372515605975,29.703327480072712,18.581915620641933,45.585746509578854,27.458996669274807,28.145528741917527,27.500053482655744,17.517473722204745,-0.3833001859372645,2144423.7761198212,13335022.031334497,-8.966639830604663,-9.172956706846346
568,000768,2.6017226473426986,2.5184003999787516,167476583.6680695,695.6994266717909,630.8806583136768,1.79290771484375,24.867354252826463,12.814332332259506,18.16399382926683,12.301222083839356,24.633648268313838,12.814332332259506,38.6825664107024,26.292856975100324,23.261706769840867,26.09881522974286,16.55468866115533,-0.41261332882149115,1323821.9356750275,7610472.057168192,-9.102124520142286,-9.342542497467932
568,000672,2.2786717489690673,2.848559732207365,142541185.99607208,581.0664810606477,528.0033708113288,2.0599365234375,22.854632885906373,13.777937660206419,20.466379623049747,14.60996668916502,20.18659287716298,13.777937660206419,33.40986494728648,22.119886828917913,19.117219179487847,22.1741628505547,17.43105281608111,-0.39573132816349477,1756805.88565435,6594395.587022351,-8.909216590222153,-9.33476537176343
568,000576,1.9556208505950088,3.2663365094908308,127056694.84259698,472.77237867895707,429.5464167769184,2.040863037109375,21.28048182664269,11.156734857485265,17.777917068219832,11.093253724869921,17.58196120022468,11.156734857485265,34.98021399582734,22.959317795097277,16.582575770868416,22.949058537207932,14.321639946979944,-0.47074998607350366,1704958.6321644483,5423077.321073305,-8.872283707674544,-9.369751757178637
568,000480,1.632569952221335,3.8166784197433525,111271036.63143103,370.40921799800776,336.7895754389471,2.880096435546875,16.28093003606469,11.213469968034653,13.84294297264191,11.427059928574472,20.465517024119997,11.213469968034653,58.2811472561234,36.706589982749485,18.89961349253441,36.52547041445648,12.153478806617597,-0.38316721727981634,618327.8566034604,13485064.67093264,-9.25516332151167,-8.916529100513843
568,000384,1.3095190538466888,4.583801606439624,93507569.489447,280.9779018452578,256.6081763058069,2.86102294921875,15.994214537888318,10.826871705438915,13.248598173491185,10.304642926052576,20.47698409044769,10.826871705438915,50.47234580240266,33.12209895141342,21.436187696815846,33.505516401020984,11.906845896142334,-0.5487837914620799,608628.2841659365,4845409.11827493,-9.186494637655171,-9.285516316428987
568,000288,0.9864681554749841,5.7486424823091316,61663194.32763792,192.60193776391083,175.93378290655835,19.53125,15.530004550515514,10.366341386824985,16.94218787593758,10.286516164183482,20.312472666365128,10.366341386824985,52.80876152010676,34.63856393010384,22.539210233896767,34.76857606028244,12.167889800819985,-0.6024492386327344,161868.68317915266,15302670.673280131,-9.58086318495982,-8.605258786695872
568,000192,0.6634172571036112,7.7957473941996955,31414852.088091463,96.55061807136164,90.75978152829748,7.32421875,17.982141058489038,9.987937382747319,11.967908998262892,10.494771636921598,14.014055005434717,9.987937382747319,32.25093608511052,21.584527120149822,14.99205203448479,21.72639057597594,16.242298234154077,-0.5251324294418562,212162.45580970353,1446810.83081591,-9.170466485476922,-9.336723268022006
568,000096,0.34036635873050186,12.728289133858894,571273.464907286,20.169423920526988,13.527835773599204,11.978745460510254,15.549909975751914,0.5630440429660718,0.7513676841686427,0.5591202291282793,10.50651091463854,0.5630440429660718,65.46284160206217,38.956282198720686,10.358558221320253,38.84961786277239,3.8245333983174894,-0.8002845718545633,13918.215453919376,353824.2723125326,-8.613260496887998,-8.208056429818726
