galaxyID,timestep,t,z,M_star,R_halflight_s,R_halflight_c,R_halfmass,sigma_allstars_global,sigma_allstars_los,sigma_youngstar_global,sigma_youngstar_los,sigma_allgas_global,sigma_allgas_los,sigma_coldgas_global,sigma_coldgas_los,sigma_hotgas_global,sigma_hotgas_lossigma_gasNearYS_los,alpha,SFR_10,SFR_100,sSFR_10,sSFR_100
634,004096,13.800820457575139,-1.7114978012148225e-13,446934822.90387106,3176.6741649005853,1657.8073445288655,1.8310546875,22.703032899256907,15.644746801995762,17.734426213970305,15.170471685000932,24.55476026433708,15.644746801995762,24.133610142238666,18.380052127200784,16.098486976100173,17.66135663818007,15.267997999073346,-0.19893936496871384,583457.8923014032,6444087.001659462,-9.884234675190925,-9.841082798811705
634,004032,13.5854531917821,0.015091542075529837,437893811.61474776,3101.6529241341896,1609.9346274363388,1.678466796875,21.674857404172492,11.223035722900583,12.516698525701615,11.682297012112276,23.24889508122821,11.223035722900583,21.57710265991577,15.908348934594205,17.236371738595818,16.42029119348058,12.206239701628778,-0.19401286167529902,638943.2369989263,5023783.739883849,-9.835906530079477,-9.940337871771755
634,003936,13.262402293139631,0.038368621193355164,423048101.9068203,2992.2961752116244,1540.8389914578106,1.678466796875,21.510340635207466,13.231053869852612,14.825127905560615,11.759686753945942,22.3130506628102,13.231053869852612,19.795346126585045,15.725495832555541,15.188676600338312,15.640990326920011,12.04224449927181,-0.1898417137642456,470105.2397153013,3380418.2507057684,-9.954194659048667,-10.097419313064918
634,003840,12.939351394490968,0.06245558196204101,410573927.69033223,2883.975312160069,1473.3317376137,1.52587890625,21.80414191045646,15.233255958122378,17.455357352635108,13.902481447565647,23.933045921664444,15.233255958122378,20.962152664979293,16.29695289221872,16.364885444767253,15.648776907491431,12.723606302115545,-0.20902250011936357,692279.8663644997,4543858.987683982,-9.773109666124384,-9.955966522105793
634,003744,12.616300495852817,0.08740401184261687,399372326.7035161,2777.8121018450825,1407.6590404024823,1.52587890625,22.006632159460015,13.528767807296566,15.705682156251259,13.346934249995126,25.017255878312383,13.528767807296566,21.07650120921919,15.995820891676848,16.831747376813585,15.699474581429431,12.572633485949286,-0.20159568647994877,635273.3621184264,4699014.052323175,-9.79841732330072,-9.929371224680422
634,003648,12.293249597195336,0.11327055522136481,390117766.61986494,2672.697767764411,1343.7986876965651,1.4495849609375,21.503470811581153,16.35876872581479,21.478285820998757,15.704531787831595,26.214424700884653,16.35876872581479,24.186733388954217,17.365521460854808,17.62999979633353,17.35664685235671,13.960533431254277,-0.1987680610338698,796405.4001251125,5530800.969516008,-9.690061533111336,-9.848407698962678
634,003552,11.97019869852311,0.140117556347149,379845120.3644897,2569.461158514181,1281.5292595134642,1.4495849609375,21.436570524320377,11.355981609715105,12.75479910703025,11.64901868131748,24.023503092776306,11.355981609715105,22.538740797823912,16.667440741898517,17.43883206560639,17.17451795422138,13.199012341042783,-0.1947260422663163,472917.1605098182,5345338.2092923345,-9.904821478334092,-9.851631362645657
634,003456,11.647147799852378,0.16801380303487704,368391381.46584827,2468.13296721649,1221.8250587544076,1.48773193359375,21.065564766063922,15.408552403782618,17.42601655697113,14.022539021851824,22.63101930172591,15.408552403782618,22.63088413446645,17.067580162685708,16.67645769452718,16.4840826555368,14.345686311615603,-0.21233868766419858,444864.9409973031,3999431.574932183,-9.918081280170579,-9.964311190328441
634,003360,11.324096901198761,0.1970353901971908,355755105.0005261,2367.989467092136,1163.812247777233,1.4495849609375,20.83508060022887,14.277744384198474,15.992997502709342,14.583096528568294,23.68083240890962,14.277744384198474,22.975946691806488,16.74873627250421,17.352574143643512,16.351177849987995,13.621465162711768,-0.2105250066545168,702382.3826095914,4110231.954644738,-9.70457753090795,-9.937284809511274
634,003264,11.001046002549757,0.22726672654630586,345282400.1560753,2268.921528408373,1106.6175960841308,1.373291015625,21.15254203566016,13.289320086910404,16.291272734878817,14.327609405134258,24.75016303121815,13.289320086910404,27.357639814503603,19.365201835244974,17.94434018137059,19.159075309590072,14.586960614848717,-0.22075781192794577,705888.880649112,5343167.289492693,-9.6894381010912,-9.810375670174167
