galaxyID,timestep,t,z,M_star,R_halflight_s,R_halflight_c,R_halfmass,sigma_allstars_global,sigma_allstars_los,sigma_youngstar_global,sigma_youngstar_los,sigma_allgas_global,sigma_allgas_los,sigma_coldgas_global,sigma_coldgas_los,sigma_gasNearYS_los,alpha,SFR_10,SFR_100,sSFR_10,sSFR_100
442,001728,5.832231630994347,1.0086446208745303,309687956.16403127,259.58813900588194,226.1838906574161,1.7547607421875,22.687258415207033,9.685656689260334,13.827839605382342,10.720123042822415,22.900121655536566,9.685656689260334,28.774071530318015,20.709573188593364,12.901176656262034,-0.18437544312209322,594666.1215343964,4457729.936169235,-9.716651118671207,-9.841810561908916
442,001632,5.509180732636265,1.0926761522109816,303905664.91656715,240.55961583619802,211.75342924126102,4.46319580078125,22.215264814527576,15.06757413780683,22.650820573931817,14.940538813995694,21.122298413448682,15.06757413780683,30.88691957125846,21.393321856655973,15.075382389503915,-0.18543136658053297,620845.8258894813,3108431.3802819555,-9.689755029979127,-9.990197510962567
442,001536,5.186129834279282,1.18487320518554,292463977.8603117,221.41387870205654,196.9693660908481,4.8065185546875,24.228638876180142,13.079345409282487,19.87789280286933,13.289845531725415,21.019231496919364,13.079345409282487,40.90071777857792,26.202715129615797,14.868476464101317,-0.23069138969791556,235213.30856300463,4730183.454017842,-10.094610491784424,-9.791194398012209
442,001440,4.863078935907113,1.2866713120861322,283632473.67997134,203.15361130292067,182.59190942820467,5.5694580078125,26.574302031364617,18.55867107213927,28.631419948569622,20.029667708754264,26.272922155794035,18.55867107213927,66.38443668334817,38.15857719781043,22.56417735413111,-0.17349228443038384,1353293.215179651,19358460.252919286,-9.321364048188455,-9.165885141528266
442,001344,4.5400280375358895,1.3998773828576465,240407088.5533685,186.5579800172962,169.348101723941,2.17437744140625,20.720451880412902,10.453908196274071,11.167943780810694,11.04054520884101,24.81434458845571,10.453908196274071,34.378994878792284,25.196561791844957,13.776314729872249,-0.17878913895455295,696937.7035411987,3615938.3632486626,-9.537753308968398,-9.822726250017105
442,001248,4.21697713916903,1.5268009638132038,227635841.5609208,174.68774894179637,156.9936530340431,10.223388671875,19.81018628598084,12.001467059398202,24.89066121440283,12.455920572855431,23.491630794529744,12.001467059398202,54.86033655895308,37.01918296420101,15.053705760437786,-0.4038733078632751,3643997.7160970825,15527111.200143905,-8.795662547237237,-9.16614998004878
442,001152,3.893926240801391,1.6704464355698807,200595041.77499938,154.82838482675237,141.25954949550362,5.18798828125,22.815050976187088,15.230965103890068,16.355697946513846,14.423788641122414,27.619784980627497,15.230965103890068,44.874548012110374,29.511282204571305,20.27253532970714,0.0478131992385356,602672.9587390446,9586214.047884287,-9.522238488508423,-9.320673072102593
442,001056,3.5708753424367297,1.8348024101759168,179608579.24570677,130.24691655495528,123.60502799462526,14.133453369140625,22.063280461019648,13.2833277886317,19.45237917253933,13.756822138922061,24.198824978971054,13.2833277886317,40.47657096055317,26.59553777788281,12.84591510098619,-0.381912824323388,211384.998133699,5495759.220886081,-9.92925291504101,-9.514299380243129
442,000960,3.247824444072669,2.0252918362150276,173917478.09780675,141.36041114187088,125.97270975208741,27.50396728515625,20.763936552683376,9.769738446680563,16.751332719377054,9.354094792437538,20.845205877921025,9.769738446680563,33.71966145073026,22.62890735913729,10.287354819254183,-0.43056535402006785,601042.6307370178,3074545.993672154,-9.461437952547668,-9.752562235013515
442,000864,2.924773545700325,2.249499240294192,165753180.40986767,131.31304686202543,117.54457452914137,35.09521484375,19.6121021558748,7.2854314964455416,15.155018673715082,6.934236288538331,20.59657724558585,7.2854314964455416,50.20857292325641,32.14006338856658,9.88808744859137,-0.7755025461330823,684899.1662094968,4644233.225613317,-9.383835232732656,-9.55254784908082
442,000768,2.6017226473295954,2.5184003999907625,152098407.8167028,116.43039243816958,106.44522868480263,37.65106201171875,28.17030543220436,10.021380680299119,22.15928771410386,9.24484622594045,20.32186541329424,10.021380680299119,45.74699336068593,28.91507372371076,13.935220650168752,-0.23281433532539295,3537169.1018647216,9306650.666574266,-8.633468845154042,-9.213331255244718
442,000672,2.2786717489602752,2.848559732217392,124037828.00186513,103.59979120290319,95.7091083094665,42.1142578125,18.57041195994126,11.384059985723,16.313312921343474,10.923577551338838,19.29450225703754,11.384059985723,50.15642459010729,30.007800021486847,11.460216792931401,-0.34385646511999607,2056036.4630375027,10795069.715566715,-8.780523340358483,-9.060328701406624
442,000576,1.9556208505899848,3.266336509498206,101167319.11792564,90.02943791225573,85.53118830738445,46.38671875,18.81942661327494,11.219984082448445,15.030648723458654,10.459130686790692,19.092016595476032,11.219984082448445,51.949292321998755,31.745145918169698,15.688499676386629,-0.7384157477409649,764527.609903122,10864383.776759844,-9.121647067563263,-8.969035143209153
442,000480,1.6325699522190786,3.8166784197478196,78861105.17877851,35.01671399836759,34.96426750718642,21.7437744140625,18.95884963513772,13.796301983112983,18.336398561000248,12.902361242342048,15.862263437228574,13.796301983112983,44.31517109717938,28.252838246465735,15.102862562192792,-0.4735079653315964,1476440.0803439093,9834815.900759371,-8.727647032781912,-8.904096624374066
442,000384,1.3095190538456514,4.583801606442585,59335677.602368146,28.692284086148526,28.52604663693867,21.70562744140625,17.607109606454983,14.604195607184772,23.90426715434631,14.668385738953257,13.018891362328487,14.604195607184772,39.11288622537194,26.84723740031625,12.609568103063527,0.004960206103824393,587846.8461876005,3954039.5486185867,-9.004051713751629,-9.176274897443987
442,000288,0.9864681554740483,5.748642482313413,53126199.32318048,23.742001227956855,23.402187416012403,39.0625,18.811046461629953,6.509253006135355,12.04902522605798,6.386094280258311,12.090110313261894,6.509253006135355,33.7241524616311,21.120223595104427,13.177605417559972,-0.09015255623309001,688894.8051986853,3058838.7940865806,-8.887155837513523,-9.239752157817467
442,000192,0.6634172571026313,7.795747394208369,46015879.467699006,50.75294403048724,44.81772260224841,53.7109375,12.991653145470405,5.044283685420229,7.718408981633599,4.855881588313328,11.373233036784926,5.044283685420229,25.927815200676985,16.13837057327394,6.8996614723742855,-0.7380572607887778,58105.23204265686,741132.0611380338,-9.898692486916708,-9.79301212567851
