galaxyID,timestep,t,z,M_star,R_halflight_s,R_halflight_c,R_halfmass,sigma_allstars_global,sigma_allstars_los,sigma_youngstar_global,sigma_youngstar_los,sigma_allgas_global,sigma_allgas_los,sigma_coldgas_global,sigma_coldgas_los,alpha,SFR_10,SFR_100,sSFR_10,sSFR_100
492,004096,13.800820457354284,1.5135689468237843e-11,1187082552.6618295,6546.552142318356,3837.912861515053,3.662109375,27.42702038256144,14.693860887597527,19.833661494665524,15.371579591596932,26.491900902863637,14.693860887597527,25.658417748399927,19.58869968623144,-0.11457104678239653,3659308.7706579445,29255243.69644113,-9.511081865333475,-9.608277201780362
492,004032,13.585453191591755,0.015091542089015938,1151059696.41273,6397.68097459009,3749.5335754425546,3.814697265625,27.560031420095328,15.557962148041778,20.443507168598348,15.098117551522375,25.76522274346879,15.557962148041778,24.204805101385027,18.384867159765385,-0.10372384207403779,1871653.37900427,25564313.926695164,-9.78887242500493,-9.6534637056595
492,003936,13.262402292949819,0.03836862120726475,1084880016.0907981,6178.290635794581,3621.030279191595,3.814697265625,26.563864873527997,13.57573934103841,17.472085950901185,13.686659574111912,24.271431897878088,13.57573934103841,23.119817093525594,16.59908250187889,-0.08906527908561748,1530913.0538649638,17988846.55891864,-9.850431183168846,-9.780378392033269
492,003840,12.939351394306831,0.06245558197601068,1026213047.985358,5961.498778706597,3495.263630256776,3.509521484375,27.12318560287367,13.922338837598346,13.79855408548845,12.62465991828503,26.231880302125116,13.922338837598346,23.388797534294188,17.94738305750433,-0.11056834819884895,1815314.5206717562,16316279.248782024,-9.75228565069553,-9.798616402732842
492,003744,12.616300495667959,0.08740401185715045,977505832.8707179,5748.374210831209,3370.870359784818,3.509521484375,26.114536562033457,14.613822292726628,15.665866797264634,14.471551414492499,24.060130308440005,14.613822292726628,21.780660622870865,15.963484778460309,-0.1011368643094089,1233679.3443972492,9160311.232979244,-9.898917064188364,-10.028209127938041
492,003648,12.293249597023559,0.11327055523537392,926824019.2689749,5539.123929176069,3249.107376625342,3.35693359375,25.708506965845004,14.711278317161247,16.78330636441851,15.165893351802058,24.90767274578225,14.711278317161247,22.15765343843367,17.610559282805376,-0.11484919736589434,2303455.571747953,12063787.066554064,-9.604617440149758,-9.885513617275924
492,003606,12.151914828870549,0.12489157771237892,915875461.1047405,5448.639976731992,3195.9246311976867,3.35693359375,27.28917820598073,16.452199900651884,16.500847759043253,15.873049108549772,27.904942227190556,16.452199900651884,25.41872830206294,19.249373769360666,-0.11841580922462276,1340076.8075045538,17729865.242748775,-9.834706732204856,-9.713130988472404
492,003552,11.97019869838154,0.14011755635913845,885907027.4900029,5332.842777950616,3128.8066639147,3.204345703125,26.526703918029668,16.171607145506663,17.065890423611222,16.66949959524664,26.923389182406698,16.171607145506663,22.47247277901526,18.419279836195933,-0.12133874256604622,2161508.373993758,12280859.165568216,-9.612631224363216,-9.858159395763447
492,003456,11.647147799742083,0.16801380304458907,854064935.8747455,5129.660890751002,3011.678655771989,3.0517578125,27.775076314624975,21.313036051165902,23.476497422712555,20.604314369655334,29.284323605620976,21.313036051165902,27.048386679583857,21.12796834053762,-0.11525684386427747,2873250.8313649804,19364661.00293136,-9.473117350987481,-9.644480993378998
492,003360,11.324096901091846,0.19703539020699007,821759398.181614,4929.347128715087,2895.9082802705907,2.899169921875,27.401516482174,19.389709867970254,25.233159517161763,18.659670164249526,28.51298573634101,19.389709867970254,28.87077350047096,20.938672753383116,-0.12641323666673068,1776592.0323634476,17189860.64271383,-9.66515696960061,-9.679472323760693
492,003264,11.001046002446284,0.2272667265561929,781986851.3153367,4732.926556551258,2780.549451660979,2.899169921875,26.76076282395478,14.446809521895474,16.379068231349084,13.027179094694187,25.78434827957925,14.446809521895474,24.54112410267862,18.178393935734448,-0.10565568207892354,1327441.259260804,11062726.10791821,-9.77018413852606,-9.849337290476926
492,003195,10.768853169041812,0.24979488251810383,760214127.0421506,4593.766211176164,2699.933973979214,2.74658203125,27.79892555427106,15.000996486194754,20.142461143118922,17.04673261703988,29.678176846091112,15.000996486194754,28.301491859844926,20.701288325656698,-0.11375728390915524,1819992.279001002,15838309.855363809,-9.62086639025615,-9.681227100723024
492,003168,10.677995103798443,0.25880171319915307,748938449.3915884,4539.753153272641,2668.8067879875916,2.6702880859375,27.342999104516924,15.412653743815572,21.503376428527915,16.34868574031855,28.55335799505761,15.412653743815572,27.05934856000559,19.924082781971293,-0.12314504383231317,1685966.8112107604,14370064.598224325,-9.647597106045994,-9.716987406757912
492,003072,10.35494420515527,0.2917451297031838,719434797.0175661,4349.322196066283,2559.0254133516937,2.6702880859375,26.883722522670542,14.372817845362837,14.108134486508233,14.257165657580025,27.321243970945165,14.372817845362837,26.346833851497642,19.557313785656522,-0.1307655444708047,1826979.4409357936,12065260.405686732,-9.595257779332085,-9.775454739815041
492,002976,10.031893306522171,0.3262142719391268,686733539.240943,4161.98612536832,2450.670190234955,2.593994140625,26.075881370735548,15.150403322102498,18.080631188205253,16.63986319226276,27.94482340011487,15.150403322102498,27.413143591773775,18.90414697457811,-0.12049967159401227,2036958.0517244802,11791975.49690806,-9.527806172922368,-9.765201690257559
492,002880,9.708842407884338,0.3623408972557429,658410101.4873425,3978.51608005218,2343.9736732281044,2.44140625,26.41334860340908,15.244987624936694,18.127423154857915,15.592845152916603,28.81026076030163,15.244987624936694,28.71810996847043,20.834132180486407,-0.12068482390977359,2598386.372278347,14684177.695616335,-9.403792755477825,-9.651646853974796
492,002784,9.38579150925087,0.4002735471141707,628328918.6761364,3797.6163284120307,2239.8082439606087,2.3651123046875,27.388638757672616,14.932988186980102,20.01306862367752,17.095700352426217,29.08764586218178,14.932988186980102,29.645630697610347,20.767413306240975,-0.12145567233469468,1497703.2275421347,15897113.781235266,-9.622761282773723,-9.59686876582376
492,002688,9.062740610617897,0.4401803364010117,598363023.83806,3619.798857367278,2136.6407573534034,2.288818359375,26.03077547049919,16.21522984510969,15.491915975419783,15.460863980051712,27.15055829963429,16.21522984510969,27.923761734278397,19.758694091922926,-0.12720738058874537,1428872.2930068742,11961211.008784374,-9.621971333236116,-9.69918959634952
492,002592,8.739689711984722,0.482252323742283,569582603.2622536,3445.1183852401027,2034.8479202821404,2.13623046875,26.28710855585208,16.71889737784991,22.36197976133927,17.465410332338976,26.612648472667516,16.71889737784991,27.757454440004334,20.054100949808642,-0.12966213203451982,1516901.5956864632,9687888.775920697,-9.574599308007887,-9.769327572049123
492,002554,8.611815397942495,0.4995510834126124,561071026.0386058,3376.7250547692847,1995.3335657423816,2.0599365234375,26.242508973110187,15.684149701612693,21.531954054074387,15.55985638308912,25.461510806868493,15.684149701612693,27.41299517190985,19.733777019650454,-0.13475452583706263,1285355.2824407269,10681454.474457206,-9.639994655403543,-9.72038744830095
492,002496,8.4166388133517,0.5267076106203546,545107147.3934726,3273.813798709123,1935.5128721819299,2.13623046875,26.93057021179758,17.010995127958672,19.781356603157562,17.094951732630594,28.504341864091042,17.010995127958672,31.579079933425717,21.554648644772065,-0.12196733608293601,1173994.8006970629,12338569.788108269,-9.666815702949306,-9.64521705465102
492,002400,8.09358791471572,0.5737963620303684,519871894.6620523,3105.7430593276595,1837.522271859924,1.983642578125,26.194222750678694,16.093079052452765,22.99555267430486,16.494358086493044,26.500609553754,16.093079052452765,28.931754012531467,20.242296292456842,-0.13358776249369397,1066518.51766937,10449111.580798388,-9.687927938832999,-9.696816972405598
492,002304,7.770537016073771,0.6238070024655121,494933731.3958447,2940.5675076098023,1740.9199969048045,1.983642578125,25.5636044464641,15.786801030108338,22.07564404701416,15.396872421487046,26.328279959548162,15.786801030108338,29.51986994248812,20.936691782586472,-0.1417696082957799,1093686.5533598135,8037627.603990745,-9.655654180856772,-9.789419172675819
492,002208,7.4474861174401275,0.6770739248604539,475003688.60205567,2778.5720840728445,1646.476032641946,1.8310546875,25.720064842444113,16.93509133907169,24.043124773384786,16.794934657987127,25.726225650315627,16.93509133907169,31.05914209757888,21.871125009362295,-0.13232366442567567,751095.5335421809,9249771.170894736,-9.801001802699723,-9.710565993209094
492,002112,7.124435218805291,0.733987166705782,452265904.4811652,2619.671518983234,1553.9603181418886,1.8310546875,25.014914405527623,12.94000828945495,17.775764197858482,12.965616524250327,23.81925188856833,12.94000828945495,29.418181252830127,21.441744434713186,-0.1224978317141357,582355.156668322,7356101.822619471,-9.890205922857254,-9.788746116214739
492,002087,7.0403073806192324,0.7494616046410308,449484283.97951114,2578.7016205895243,1530.0675379009867,1.7547607421875,25.60250461004935,17.44462357268818,23.48884655907795,16.974847942207468,26.811123239254616,17.44462357268818,36.64304023779704,25.543048704542496,-0.16885109807959175,1331605.2340748936,14323506.954120558,-9.528339017871131,-9.49666514817085
492,002016,6.801384320168934,0.7950046717097139,424430124.5143084,2463.887702693958,1462.5823647721986,1.678466796875,25.616689603988853,12.599446408229067,17.505821623206803,13.718759472319249,24.52864206137574,12.599446408229067,29.627925936304496,21.295379444549702,-0.1454382348985402,698965.5909842099,7534732.955910128,-9.783350404360624,-9.750738336205176
492,001920,6.478333421535726,0.8606679900599732,404660173.9292552,2311.010500695338,1373.2425268764293,1.7547607421875,25.21846280503896,15.089620301081688,21.114360197375152,15.505560813140281,24.568176892850133,15.089620301081688,29.804110169875106,21.1714401340181,-0.13059965254844516,650422.3422691121,7661108.809438638,-9.793895012825761,-9.722798833263274
492,001824,6.15528252290192,0.9316226108153548,384326310.75840914,2160.5832675592505,1285.6066983238888,1.6021728515625,25.73251104140017,15.509240857215973,23.134661167847696,14.963091587898264,24.233290099530922,15.509240857215973,34.25177409708916,23.12063530308859,-0.14861320502809625,1439290.6220400473,10586143.723079735,-9.426551621355596,-9.559962331126199
492,001739,5.869247873060723,0.9994830609047568,363427445.704306,2030.1619906682313,1209.345784421695,1.6021728515625,26.19932702605982,15.442981349685834,21.042437061763177,14.952519786503967,24.55395188308481,15.442981349685834,37.114800141254555,24.169040632667382,-0.15165839667974623,1503315.1211781078,11576622.764822857,-9.383367695868658,-9.496835840101669
492,001728,5.832231624257092,1.0086446225503147,359172506.1752457,2013.3115683826272,1199.4354570062574,1.52587890625,26.35568935654593,15.255248336333366,20.39547821665844,16.5536078696192,23.728226017233986,15.255248336333366,34.35004817955944,23.27472342852542,-0.16196785639017336,1143679.5126094306,9418610.929236786,-9.496998743618718,-9.581316227910587
