galaxyID,timestep,t,z,M_star,R_halflight_s,R_halflight_c,R_halfmass,sigma_allstars,sigma_allstars_wtd,sigma_youngstar,sigma_youngstar_wtd,sigma_allgas,sigma_allgas_wtd,sigma_coldgas,sigma_coldgas_wtd,log_sigma_pred_10,log_sigma_pred_100,alpha,SFR_10,SFR_100,sSFR_10,sSFR_100
618,004096,13.800820457390632,1.2616142609562016e-11,439808399.094765,5825.783598770027,3358.8871241064967,1.1444091796875,21.479593084299896,21.427840959273297,19.15081549253246,19.149803410442427,21.385610776918583,21.427840959273297,27.492638989392848,27.236409354755732,1.3115437257452316,1.301035191114625,1.0,702708.707778692,6260607.704130549,-9.796488183666698,-9.846647027582524
618,004032,13.58545319163436,0.015091542085997271,431937810.8665348,5693.258247920686,3282.2476256102445,1.1444091796875,20.812318173188178,20.780907135428066,22.675267796929752,22.674831664057724,22.453918835071068,20.780907135428066,32.09663145805203,31.92982682861569,1.2608501783356356,1.2669690086815018,1.0,404393.0758279801,4325373.408627584,-10.028617512048433,-9.999397616900108
618,003936,13.262402292999626,0.03836862120361559,418235213.26840055,5496.766066354735,3168.3824211007322,1.1444091796875,21.459738402892683,21.53194220040298,20.521115514605814,20.539466835353632,24.43736786287448,21.53194220040298,37.11348388077971,36.85555438328937,1.2580603562328578,1.2886538613911356,1.0,395418.72378413146,5537028.977642203,-10.024363365312432,-9.878143799031069
618,003840,12.93935139435832,0.06245558197210458,401227984.511811,5303.204204056249,3055.660664330133,1.10626220703125,21.509438194435784,21.438545666131247,20.41626239411756,20.41223828553905,23.630777434671327,21.438545666131247,34.49519084438724,34.255507051748474,1.3583016266218222,1.3025888196109343,1.0,1205932.6508816793,6527668.338133876,-9.522068162276668,-9.78863313581083
618,003744,12.616300495719596,0.08740401185309091,386776195.0299285,5112.857317932374,2945.14219407531,1.068115234375,21.31606115101092,21.247848819521348,22.676845616019847,22.687473938002597,23.513570396694362,21.247848819521348,32.22204089651274,31.94540614726069,1.349150491234231,1.3013044862244274,1.0,1101808.719456926,6500710.98580857,-9.54535353169257,-9.774498878416935
618,003648,12.293249597073334,0.1132705552313145,369742018.90767527,4925.606559327927,2836.289514897665,1.068115234375,21.767301895257983,21.897321992821592,21.828111310910913,21.837397242871663,22.478878421908473,21.897321992821592,32.05699504992554,31.67705681653702,1.2956965989984084,1.2874665724504613,1.0,618676.1993999701,5649387.550668152,-9.77643539933231,-9.815897439710131
618,003552,11.97019869843417,0.14011755635468043,357745367.69498074,4741.564965005205,2729.6536503007183,1.068115234375,21.485556727171385,21.430429898796017,20.70151476712748,20.670053629768418,23.3322765047331,21.430429898796017,35.17702345795113,34.87977231044245,1.3246393176821223,1.290695628489148,1.0,859653.1556493442,5907805.0886629755,-9.619250757216635,-9.782147860401736
618,003456,11.64714779980055,0.16801380303944088,343436499.73869205,4560.873479783191,2625.2936088821616,1.1444091796875,20.206033872334086,20.1140996417441,19.77245342898703,19.79511409459707,23.371036050310664,20.1140996417441,34.19139483234975,33.902965661141835,1.2693790120024098,1.2744312816314394,1.0,471996.908965678,4991271.732122608,-9.861907294703176,-9.83763523508398
618,003360,11.324096901155736,0.19703539020113417,331070862.1755342,4383.263683409585,2522.925000130727,1.068115234375,20.57324291627463,20.745943093012084,16.425664350832722,16.409849869897727,20.52017447967062,20.745943093012084,31.563138173567605,31.305980722405607,1.268765190826209,1.2677783293549552,1.0,473534.6635111223,4683884.005370847,-9.844569184243454,-9.849314828418414
618,003264,11.001046002519331,0.22726672654921345,318725207.5893261,4208.261492913825,2421.76708279461,1.10626220703125,20.958700279128642,20.891722384917628,22.347299168414825,22.332073714677033,21.433060674072355,20.891722384917628,32.02490211815885,31.67331554478159,1.2512322028106952,1.2630354946989064,1.0,394017.7431488127,4490891.508706271,-9.907900633524408,-9.851083849184059
618,003168,10.677995103878665,0.2588017131911519,308586438.12278074,4035.8640119368765,2321.7301008885133,1.1444091796875,19.85382665103749,19.73082360143568,16.516465445279895,16.5054625116226,19.848386891442022,19.73082360143568,24.985167840675434,24.780503977980583,1.2363968996699681,1.214202604499283,1.0,337197.7278598898,2636078.066271617,-9.961492196047933,-10.068418568054096
618,003072,10.35494420523316,0.2917451296950607,300565401.50022095,3866.0727035602586,2223.2402854417332,1.02996826171875,20.90368218129045,21.015765817652646,16.5469120024116,16.559542398441977,21.351218018363056,21.015765817652646,36.73382505859255,36.380613987573746,1.267961724164026,1.2608440941668124,1.0,482129.7934959672,4455015.758887479,-9.794775017091677,-9.829089742267408
