galaxyID,timestep,t,z,M_star,R_halflight_s,R_halflight_c,R_halfmass,sigma_allstars,sigma_allstars_wtd,sigma_youngstar,sigma_youngstar_wtd,sigma_allgas,sigma_allgas_wtd,sigma_coldgas,sigma_coldgas_wtd,log_sigma_pred_10,log_sigma_pred_100,SFR_10,SFR_100,sSFR_10,sSFR_100
571,1440,4.8630789283824600,1.286671314582260,272961101.03230400,3.678008514414570,3.6410880666866500,3.677978515625,24.575519978494200,24.5451316874676,22.357592592427400,22.379852613784900,21.462191615738200,24.5451316874676,23.088633303170000,22.900455811911700,1.054468646320570,1.1232793608707900,46044.87369215150,990305.3159388720,-10.77291947531330,-10.440331650947100
571,1344,4.54002802973844,1.3998773857451400,272639633.83194600,3.523456829675330,3.490218281217920,3.5233306884765600,23.91637107589360,23.906941686508300,12.754439729642100,12.703094058194300,22.146231182736200,23.906941686508300,30.70649804320530,30.560410097246100,1.2158037219448000,1.1937251953751400,277404.39321850300,2169682.8819108700,-9.992475655149920,-10.099192727250700
571,1248,4.216977131097380,1.5268009671791200,269835973.85074700,3.417842702985580,3.3877469747586800,3.41796875,23.284642424124500,23.250312015438100,21.268882319188000,21.300353559438900,24.89025542696130,23.250312015438100,60.08007296810370,59.73305762981150,1.0921304962924100,1.2207299454414100,70209.83170114270,2938707.4320734200,-10.584701916243900,-9.962943496927280
571,1152,3.8939262324560800,1.67044643952837,256397263.2400720,3.303531234570510,3.2772481246621000,3.3032989501953100,21.987230024640100,21.91894595926660,15.060018154095200,15.027704686166900,24.691766286679200,21.91894595926660,57.135817275713500,56.937402583495100,1.1973500919899100,1.324000247448630,229667.88018542500,9424599.099418390,-10.047813123335200,-9.434650499862660
571,1056,3.5708753338115200,1.8348024148848400,241396173.26822100,3.1781884712598600,3.1543061103283,3.1781005859375,23.582560635643200,23.472642594497500,22.600188774259500,22.685168576447900,24.355446614264700,23.472642594497500,53.99421323272890,53.45714578467320,1.2335174633797800,1.3007584487590200,349653.87498660300,7407964.164511230,-9.83909203555817,-9.513031508353590
571,960,3.2478244351602300,2.0252918418942000,229517634.84753000,2.9941090320824900,2.9715207522513600,2.9941558837890600,22.723162022595700,22.78116054493790,19.546085852687500,19.548927115235500,24.02864667467580,22.78116054493790,40.337291285774800,40.312206823998100,1.260996426414000,1.192585556495130,482363.18016302300,2244894.4572898400,-9.677441910157790,-10.009620132248800
571,864,2.924773536516860,2.2494992472405600,217919592.82655100,1.6947963048030300,1.6172807822764100,1.6947555541992200,24.438917774254600,24.424277600612900,13.24254268620980,13.27063103927330,24.425679571607400,24.424277600612900,50.4048744926685,50.34699955322530,1.1548690043709700,1.2364351670551000,149311.22066373500,3721297.5830411400,-10.164203832807700,-9.76760187789794
571,768,2.6017226378726700,2.5184004086599900,206734997.93499900,2.5765214386809000,2.5585365012623300,2.5762176513671900,24.799324316611300,24.725348205870300,19.11733195366680,19.092570317683600,29.175854757102100,24.725348205870300,67.23287521893170,66.94037292200350,1.2177715954458600,1.424363643818990,306610.86046667400,31082600.955168000,-9.828826470134500,-8.822896651178540
571,672,2.27867173922717,2.8485597433179100,160154375.49248900,1.983328829131760,1.8505980089449900,1.9833755493164100,21.759341287330600,21.792079050014600,14.884490152068700,14.877795981945300,25.940976451909000,21.792079050014600,45.35658428228910,45.03601859943000,1.4174524057277400,1.3313940788844400,3154193.994498320,11939514.867208500,-8.70565040777273,-9.1275521276256
571,576,1.9556208405884500,3.2663365241825800,124218022.60716800,1.7620154987861100,1.6361267907319700,1.7620468139648400,28.329329844506900,27.977523144263600,19.19749465773990,19.161222743290400,25.251388537198800,27.977523144263600,48.7155914024903,48.649892853829400,1.3500336976198300,1.3195308160274800,1614360.2967934900,11413883.578985300,-8.886184143463720,-9.036751173094560
571,480,1.63256994195132,3.816678440077480,78268178.11158760,1.9721075877852800,1.967935155349060,1.9719696044921900,21.985381907667900,22.116092759973400,18.409507172832200,18.382689664523400,22.269259980211900,22.116092759973400,46.337977984899300,46.30358118680050,1.2483894037182000,1.2810411615618100,598842.5071386080,8720133.227394070,-9.116272604714340,-8.95306210444872
571,384,1.3095190433075600,4.5838016365267800,42235369.72775790,1.722422247743590,1.7202063410079300,1.722402572631840,18.2652347466856,18.24502354124160,14.836275233360500,14.83365314837450,17.763452542951200,18.24502354124160,38.92810786370790,38.89470189901740,1.278856376486980,1.2133196886990700,1091409.3596733100,5067325.8834807200,-8.587688626470570,-8.920897465353730
571,288,0.9864681446648210,5.748642531731700,25465682.72077680,1.4479246217980900,1.4470834122793600,1.4479446411132800,17.420732549426300,18.57649373037470,18.509547755080600,18.572267784070600,14.30856500120730,18.57649373037470,30.794344409642000,30.579609109829500,1.2496736168750100,1.1646360360195500,968643.0136019860,3528853.663246780,-8.419791573423990,-8.858321674728610
571,192,0.6634172460196830,7.795747492276010,17244652.130435500,1.134907777739700,1.1347352616092200,1.1348724365234400,17.167786030652600,17.579499447329000,18.49872880676520,18.54387341488440,11.219399021815500,17.579499447329000,30.629859217324700,30.626405486473200,0.9762521964832330,1.0685313705217600,43761.987530760100,1325148.1903062800,-9.595557399888450,-9.114389990132910
571,96,0.34036634737693500,12.728289439235800,2092239.6130853000,748.4389953457980,747.9460511949780,748.445987701416,7.73100496790679,7.975682287820100,4.525124913326120,4.4964077464251800,8.924532633153390,7.975682287820100,50.46793652879430,51.69720219977120,1.093063644910270,1.0004910769249400,545406.2791881700,1671521.8388260400,-7.583891286875240,-8.097499365357600
