galaxyID,timestep,t,z,M_star,R_halflight_s,R_halflight_c,R_halfmass,sigma_allstars_global,sigma_allstars_los,sigma_youngstar_global,sigma_youngstar_los,sigma_allgas_global,sigma_allgas_los,sigma_coldgas_global,sigma_coldgas_los,alpha,SFR_10,SFR_100,sSFR_10,sSFR_100
523,004096,13.800820457547767,1.726293936811317e-12,533643965.90179706,3625.3320722879325,516.900421512084,3.35693359375,22.587707006748236,12.182950586071263,16.765852781898538,11.914430335843026,18.610165537029587,12.182950586071263,20.850940706352848,14.481790208419632,-0.05732155043105882,761174.2343487423,7148460.162876414,-9.8457675240204,-9.873039101799645
523,004032,13.585453191715807,0.01509154208022682,519617032.246379,3553.578990667938,505.87128099871387,3.204345703125,22.633936347667916,11.283609142904933,14.571172768823377,11.211136822738247,19.068654497904294,11.283609142904933,22.011165100441172,15.160267384216294,-0.06784039901254751,684805.7810610551,8325965.301714228,-9.880115960184227,-9.79524878149745
523,003936,13.262402292968435,0.03836862120590048,500866271.07801443,3446.5508005125685,491.2303965594899,3.2806396484375,23.20391719412918,11.028030487868818,15.21671179830922,12.263253982475916,21.08385175154079,11.028030487868818,24.236304863623324,17.69106823801031,-0.04438580424422717,733726.4322745826,10028281.872612571,-9.834187622089553,-9.69849525426861
523,003840,12.939351394333185,0.06245558197401122,481373280.2096181,3341.2487437474347,477.62608322122855,3.204345703125,21.340374159334544,12.130598868187985,14.306864477754939,11.712185624431278,19.528500487254146,12.130598868187985,23.356012816970185,15.86620787835789,-0.09145684709212829,859713.3775725588,7332242.8275393555,-9.748128295409026,-9.817245140646857
523,003744,12.616300495692661,0.08740401185520807,464056922.26333344,3237.142036916468,462.00391409224414,3.0517578125,22.110596337651938,11.150375462827936,16.858796486148368,11.307065584469195,19.907891051818755,11.150375462827936,23.77706033910032,16.82382122321497,-0.05269518601772428,825348.7164946345,7220002.940647544,-9.74993377510943,-9.80803388090374
523,003648,12.293249597044126,0.11327055523369696,447101934.20471275,3133.306282836177,447.313174406297,3.0517578125,21.630740095837183,11.479957431569737,16.635829934525287,11.397940603816405,20.035864791439245,11.479957431569737,24.747703937897004,17.046323727807117,-0.06485928093038607,716386.598650975,6027617.147235295,-9.795259095706827,-9.870260888990064
523,003606,12.151914828889591,0.12489157771080055,440986586.72095925,3088.916632422127,441.7870138885344,3.0517578125,22.449144530191788,12.861613033904153,19.278775946003066,12.951047101973064,21.08729821155108,12.861613033904153,25.016203676072426,17.498188153184266,-0.05614781559538354,802565.9296732448,8112877.558632702,-9.739944660711103,-9.735250458382648
523,003552,11.970198698398802,0.14011755635767661,430881263.2390045,3030.5061527659195,432.81246918199673,3.204345703125,22.300942018462308,10.861881228276479,13.97495513495769,11.527618359630896,19.130622155289128,10.861881228276479,21.460415050121973,15.534820759078963,-0.05726890357464489,564082.8852209665,4930201.00427127,-9.883014686272588,-9.94149298349291
523,003456,11.647147799761665,0.16801380304286484,418306635.82556134,2929.7049118304494,419.6524184675552,2.9754638671875,22.152794403231887,10.740892368857516,13.390554100295871,10.352275717602996,20.087239664770244,10.740892368857516,26.015774954011516,18.155840479241775,-0.07596325000877317,584029.290881271,6464740.485914674,-9.855060125210166,-9.810943658402328
523,003360,11.324096901122948,0.1970353902041398,404468708.305392,2829.2773122936214,405.3977949897051,2.8228759765625,21.23651715479685,14.623021535382911,19.475130984575998,14.11704958384541,20.326643693342252,14.623021535382911,23.826635426241936,17.071196867721188,-0.10258561453728199,777210.1741025801,4890950.356381087,-9.716346450969136,-9.917491673371652
523,003264,11.001046002483596,0.22726672655262725,390239037.6418003,2730.097035274661,391.4744677162656,3.0517578125,22.133599708625432,13.71529361606963,19.217598598831852,13.43885341968376,20.810211515129595,13.71529361606963,22.323789425241262,16.207612465003145,-0.05196030540364129,555071.4683801093,4060072.7747722785,-9.846981807540091,-9.982796893810637
