galaxyID,timestep,t,z,M_star,R_halflight_s,R_halflight_c,R_halfmass,sigma_star,sigma_youngstar,log_sigma_pred_10,log_sigma_pred_100,sigma_star_m,sigma_youngstar_m,SFR_10,SFR_100,sSFR_10,sSFR_100
431,1248,4.216977131086990,1.526800967183450,379963732.99088100,5.112525767446270,3.873404461545800,9.765625,37.067671970953500,24.719031507262000,1.3091759311152300,1.3105316504966400,72.30414493259300,49.113767993945400,712519.5331634680,7232570.02014643,-9.726945371105640,-9.720449498948060
431,1104,3.732400783128230,1.749737076322600,362391418.3885430,3.5135704149866200,3.1198063732616800,19.53125,36.57933650229510,29.253255439423800,1.2419135611400900,1.215149741518050,63.82669377153110,51.254133130424100,343441.34373027500,2555379.7961386600,-10.023325330142200,-10.15172244805030
431,1056,3.5708753338084800,1.8348024148865000,359647389.02283100,3.213008481186840,3.152012429723710,39.0625,35.854767605098200,24.702153475491900,1.3139804982336400,1.3068923289837200,62.27227221315980,52.449326133148,762991.6300701170,7055180.125615610,-9.673357137925430,-9.70736880555349
431,972,3.288205797501110,1.9998184905483100,349565388.11705600,3.2777128119866700,2.4415703264200300,39.0625,33.682154507766500,25.19002776080620,1.2341480079034000,1.216763017056950,60.021421292673000,40.990829387992600,318177.9990079790,2625355.8623652200,-10.040858278564900,-10.124340245253400
431,960,3.2478244351644100,2.025291841891540,349676155.1376050,3.7954906210187900,3.132953808570170,39.0625,33.26794442892170,24.475982008318700,1.291799414315280,1.269475370410030,58.4184682558635,48.89410846768510,601826.6444438560,4701898.176346770,-9.76419460703971,-9.871392798355240
431,864,2.9247735365263200,2.2494992472334000,328973423.28915600,2.636433741561630,2.4744135583503900,39.0625,27.929345381358600,15.833203977060800,1.3900348611038000,1.3815525970815600,56.241557121540600,49.16994413362480,1817079.1971687500,16541592.19209400,-9.257786957713710,-9.298583504356140
431,775,2.6252784325695900,2.4969661795476400,288909067.0706930,1.7092384451609700,1.6957626996314100,78.125,24.989911968128200,14.870864296704500,1.6644581901855,1.5316728862111900,64.63614414145020,55.0187395983747,39954137.14426430,91353109.22313080,-7.85919941586582,-8.500037838630580
431,768,2.601722637877180,2.5184004086558500,214672744.67240100,2.5780915927538600,2.496605327984120,78.125,29.793928137522000,27.493745875740800,1.4552185874670900,1.3977242712309900,89.29378725104760,86.54168085119160,4333489.008655780,22759850.63235790,-8.694939209577460,-8.974607501387950
431,672,2.2786717392364500,2.848559743307330,177871407.5003750,28.69612986733020,25.823231114064900,92.7734375,24.181193720416900,20.327967808037100,1.24650658938907,1.1956485282317600,51.2452730946962,44.6956379573557,443077.06177039400,2499464.701024190,-9.603626874599330,-9.852259133901570
431,635,2.1541625387164300,2.9972897389778200,176809130.17492100,33.09925751312710,30.59815370291770,92.7734375,22.15462005921170,20.248816694580700,1.1985913646883000,1.326782487506240,48.66468838262170,39.00179844479510,258824.98669223200,10959753.16137870,-9.83449848725915,-9.207703914655720
431,576,1.9556208405943600,3.2663365241739100,161095277.53510100,94.55251736860890,92.97998083801780,95.21484375,21.480210933102500,12.744500232791700,1.2255172351013000,1.3427466699005400,48.0637587166236,27.268247193686800,360687.314580909,13544373.572437000,-9.649951940985090,-9.075323885674720
431,480,1.6325699419522200,3.8166784400756900,140716707.6426330,94.43842508145470,92.79987216523600,97.65625,19.609971942319200,19.651962916101000,1.2221252909891300,1.2575593838226200,41.78551482418680,40.79390529885770,362273.1683452970,5411992.928818030,-9.589309496020130,-9.414988444866810
431,454,1.5450769902362000,3.997992030079290,138472376.8797580,94.25120815530590,93.43840381805670,97.65625,18.998620586178200,19.742235538947000,1.3103124405656700,1.309189229405780,43.98476357063980,26.920202650916000,989256.0033382620,9767435.86817532,-9.146054452458170,-9.151582578556910
