galaxyID,timestep,t,z,M_star,R_halflight_s,R_halflight_c,R_halfmass,sigma_allstars,sigma_allstars_wtd,sigma_youngstar,sigma_youngstar_wtd,sigma_allgas,sigma_allgas_wtd,sigma_coldgas,sigma_coldgas_wtd,alpha,SFR_10,SFR_100,sSFR_10,sSFR_100
502,004096,13.800820457575837,-2.1950554355893675e-13,1425418203.3180857,3879.6346863326553,2929.3978645337584,1.6021728515625,27.45568517619782,27.391486269450297,20.13449852512612,20.149752329175364,33.33818411862536,27.391486269450297,39.977378654751,39.52922860340137,1.0,3968163.913728459,39108320.275437355,-9.555352697318195,-9.561673137500476
502,004032,13.585453191781417,0.015091542075578912,1369270745.3443341,3795.6136091153858,2867.3495429490454,1.6021728515625,26.67038087948738,26.624217950563633,20.01555993933726,20.008961561878525,27.861684322240027,26.624217950563633,33.38445983830311,33.09601970224161,1.0,3422666.9640261913,23057539.232187238,-9.602124686484135,-9.77367637323672
502,003936,13.262402293083799,0.03836862119744733,1309689934.042705,3670.296153949246,2774.7635658663967,1.678466796875,26.759141113328155,26.748559558252744,28.344554967955805,28.36088586139057,33.4145600545838,26.748559558252744,44.08419509972686,43.9291085055605,1.0,3788284.5608040877,32047782.811922297,-9.53872589562242,-9.611370500903332
502,003840,12.939351394386449,0.062455581969970524,1229447159.6097589,3546.5324171327607,2682.9301029016806,1.678466796875,26.521931229126505,26.496379762350184,25.01191080355528,25.01532787462674,29.293600028233072,26.496379762350184,37.406832929038565,37.0336141641637,1.0,3121196.9651775546,28751356.59180662,-9.595388691972413,-9.631051526864487
502,003744,12.616300495752997,0.08740401185046488,1141946264.7865307,3424.9128063724784,2592.749116873644,1.7547607421875,25.891380466440747,25.889107872161617,20.99014780514765,20.96858929107729,32.221007706302586,25.889107872161617,42.08602163974692,41.996578040856384,1.0,3678952.2516749725,37217865.11710063,-9.491921517055724,-9.486894210703586
502,003648,12.29324959711985,0.11327055522752139,1047662233.8797138,3306.1714099976116,2505.107204123783,1.7547607421875,25.42726078373862,25.40822907539768,20.5042477058167,20.50466947073368,23.46589301309905,25.40822907539768,29.06768138671889,28.8857259107668,1.0,2335371.803566889,22893460.76395622,-9.651865256359212,-9.660509839583126
502,003606,12.15191482896705,0.12489157770437971,1018986758.4625739,3254.555659033221,2466.775074390167,1.6021728515625,26.88993687459262,26.88224828584234,23.78001865273121,23.79120353798453,26.602938907246518,26.88224828584234,32.03842025497558,31.74146289422186,1.0,4991670.007136726,36031224.04573352,-9.309922673494103,-9.451489524328796
502,003552,11.970198698484245,0.14011755635043976,972880267.9907699,3189.1470440483236,2418.2278307928864,1.7547607421875,25.031048894960175,24.99378008646818,19.500231541075554,19.498494156082955,26.145720499268993,24.99378008646818,32.84652775903312,32.64092881723369,1.0,2978122.546921853,30609862.837743882,-9.514116830507822,-9.502198011562456
502,003456,11.647147799851234,0.1680138030349777,900108329.796212,3075.8744261477377,2334.3495561712766,1.678466796875,25.55601141452948,25.527829805992354,20.972795431758772,20.97317800042472,27.18671279267275,25.527829805992354,31.275874839352316,31.004108440607492,1.0,4088178.489635614,27244053.32241037,-9.342764931961861,-9.519023059156202
502,003360,11.324096901217434,0.19703539019547905,830097792.2903638,2962.9853970949703,2250.886347489566,1.64031982421875,26.087511792688804,26.0504018096686,19.749844540945055,19.744870148927358,24.528420380825704,26.0504018096686,28.184924157422884,27.913587658560175,1.0,2793272.2530003064,21739955.230162024,-9.473015991501663,-9.581870613428576
502,003264,11.001046002581406,0.22726672654328212,781908951.1773016,2849.6001794440313,2166.7799641612382,1.8310546875,24.311609192192318,24.286125900256156,18.36963104244751,18.367387237761235,24.667801851756085,24.286125900256156,31.671824595450918,31.475907820098662,1.0,1683602.0705666554,19515207.665720996,-9.666916733706463,-9.602783007829645
502,003195,10.768853169188853,0.249794882503617,744102660.8029383,2768.846677525379,2106.5046241837376,1.8310546875,23.911087014765034,23.86852076130994,19.0583773314427,19.054254678010214,26.603008605415013,23.86852076130994,37.942895902601414,37.737314476192346,1.0,1796219.3823000235,20228791.931795385,-9.61727347913411,-9.565662910137476
502,003168,10.677995103948328,0.25880171318420375,731006169.3598821,2737.642467882146,2083.387967831456,1.7547607421875,24.340142781654386,24.32254848389508,18.0966342870011,18.086757103240753,24.307968277592078,24.32254848389508,31.727459071042986,31.525990445458138,1.0,3342014.0381091204,20158208.72566945,-9.339912772408933,-9.559469104483652
502,003072,10.354944205302193,0.291745129687863,683533801.4286258,2627.0308460665874,2000.7245883621752,1.7547607421875,23.56825186234346,23.54256091965064,19.12188478667029,19.108035644264874,24.627383282491916,23.54256091965064,32.62369924777681,32.47038887191262,1.0,1475883.4597368983,21202755.00531757,-9.665707930107484,-9.508367700562491
