galaxyID,timestep,t,z,M_star,R_halflight_s,R_halflight_c,R_halfmass,sigma_youngstar,sigma_younstar_wtd,sigma_coldgas,sigma_coldgas_wtd,log_sigma_pred_10,log_sigma_pred_100,SFR_10,SFR_100,sSFR_10,sSFR_100
569,4032,13.585453179563500,0.015091542941216600,464630531.1341550,1.5370733294383200,1.4620007483663800,1.5373992919921900,15.977469416836300,15.959650132857800,45.495729803808100,46.31818825870930,1.3297776815119900,1.3193038583932500,845910.6799021620,7540548.484306460,-9.73978323603136,-9.789704807412680
569,3936,13.262402262363800,0.03836862344867110,447717371.9816560,1.5996172899825400,1.5200398470838400,1.59942626953125,13.794703232126000,13.785278241775400,46.35996124501260,47.31090419645520,1.3070613162830800,1.2956313061901500,665757.5031607070,5871975.950033360,-9.827687876182070,-9.882219677704220
569,3840,12.939351345169900,0.06245558570385430,431746784.4897590,1.6570834144201300,1.5737953226997300,1.65679931640625,16.675377827008800,16.664789404047400,43.860766166638500,44.74111057265500,1.295191311564350,1.2910145617166700,589993.8171915850,5635099.078518510,-9.864381651266500,-9.884327555381980
569,3744,12.61630042797700,0.08740401717887450,417295751.19613400,1.6936272027177300,1.6074488675689500,1.69403076171875,13.40998616927470,13.407068870174800,43.932022543684300,44.928049815278600,1.2726838027735300,1.262106211980510,464733.16033129600,4136621.801326970,-9.95324030084346,-10.003798146358400
569,3648,12.293249510771900,0.11327056226948200,401001118.4910940,1.7224268041566900,1.6305032395332900,1.7223358154296900,13.515061142531500,13.491771479429600,41.56649925962350,42.54166260933720,1.2863575283325000,1.261927340308720,545962.8525184480,4171305.882472480,-9.865982489797440,-9.982873546084730
569,3552,11.970198593571500,0.1401175652356270,387454021.90899200,1.7493857359024800,1.6516212763339500,1.749114990234380,16.423561073721600,16.424712862342800,39.90117718797060,40.80785628949950,1.2965160364094200,1.2593040741420900,616340.2426228710,4088953.70323181,-9.798399648392570,-9.976607980055370
569,3456,11.647147676366000,0.16801381390821500,374471552.3181540,1.7748470215130000,1.6738452904329700,1.7749786376953100,13.193815496938300,13.195356694182600,37.90309531159960,38.65754426344330,1.3031667946364900,1.270497390536580,669501.6803356180,4668289.935715940,-9.74766715965122,-9.904261009859980
569,3360,11.32409675919060,0.19703540321400700,363461143.1667070,1.79879942944315,1.697681272604690,1.7989349365234400,17.33616032090390,17.323313634975700,35.936065375178800,36.51039869697290,1.3382006393225200,1.297917653618580,994057.4203318060,6370481.692206150,-9.563046516673470,-9.756285716254630
569,3264,11.001045841985600,0.2272667418877860,353253194.6942,1.8354715094923600,1.7344942886903200,1.83502197265625,18.46432256896280,18.461425106545700,39.914821877012000,40.24733391040440,1.3593263871365400,1.321514095940400,1265947.623759990,8334754.726713960,-9.445670360218070,-9.627193274108850
569,3168,10.677994924782500,0.2588017310540100,340231826.1523640,1.866193423914350,1.764141800446470,1.866455078125,13.60962653179650,13.595527013532100,33.009016710024,33.31956248908530,1.322165218996700,1.3079152594390400,848611.0369966530,7248235.512532480,-9.603066260308070,-9.67154264002379
569,3072,10.354944007583000,0.2917451503047000,329956579.3108430,9.253971887075530,9.110032029683690,9.253997802734380,12.83868943182690,12.876764235130800,33.310215882211500,33.73258671819640,1.2074134942642600,1.2414486139006200,240269.6868205310,3502534.6457460500,-10.137757810283700,-9.974074352730140
569,2976,10.031893090379100,0.3262142955402490,318005995.3911240,9.035961333134640,8.886291415174080,9.035873413085940,11.489155443047000,11.456824405777800,33.23207543597740,33.48416189161870,1.3248462993579600,1.2389470289655300,891571.1390280700,3440672.4525976000,-9.552279306321610,-9.965791977511770
569,2880,9.708842173174930,0.36234092414016000,311199881.0133130,8.82273983607301,8.667324160032300,8.8226318359375,20.470765960563000,20.43843579483810,35.485150945693400,35.593435676292700,1.261858128189520,1.2628091703033500,446204.32571585200,4509357.139132480,-9.84350564604159,-9.838924789662410
569,2784,9.385791255969290,0.4002735776050270,302320087.84508000,1.9336969064026900,1.8241699628753800,1.933746337890630,15.099865963848800,15.093594452270000,32.28294956031800,32.395620216298900,1.2800357771592400,1.2700092221140200,550369.4042511500,4924053.855819650,-9.739812722196730,-9.788144210810590
569,2688,9.06274033876618,0.4401803708655730,295790249.51131700,8.37968101054286,8.216014168025930,8.3795166015625,14.979981060545900,14.961033228612200,37.18788217064650,37.25554005738260,1.178133466785140,1.2640970767930600,178595.99383324100,4639648.386303490,-10.219112140919400,-9.80449878473991
569,2592,8.739689421562460,0.48225236260131300,283238566.57263000,1.945727311793850,1.827125551207170,1.94580078125,18.241764864715700,18.23035115118990,29.201145004032500,29.207269306590800,1.30563422856945,1.267557497587150,745382.1612076900,4881122.391345560,-9.579773392993700,-9.763632690343610
