galaxyID,timestep,t,z,M_star,R_halflight_s,R_halflight_c,R_halfmass,sigma_allstars_global,sigma_allstars_los,sigma_youngstar_global,sigma_youngstar_los,sigma_allgas_global,sigma_allgas_los,sigma_coldgas_global,sigma_coldgas_los,alpha,SFR_10,SFR_100,sSFR_10,sSFR_100
568,004096,13.800820457430683,9.840336780509803e-12,1931099458.6653714,6628.291610926033,5693.464813175729,2.593994140625,27.5644938649341,18.238891961637897,21.37493427493341,17.409672847458303,25.95423359161183,18.238891961637897,25.33639268474093,20.338449416972786,-0.2245724107600462,4431425.108758512,35261941.407240406,-9.63926122799502,-9.738498422648997
568,004032,13.585453191853114,0.015091542070498455,1866663654.916426,6479.720087939312,5570.652363662492,2.593994140625,27.426998107310283,20.534113143567893,23.880655443062093,18.61103398226122,26.57198737503502,20.534113143567893,26.344701950122204,19.57566345374583,-0.23765910744214636,5324648.751922195,39798813.689352654,-9.544775107380493,-9.671195944626996
568,003936,13.262402293483465,0.0383686211681584,1761908680.6405983,6261.291228518812,5389.090043148395,2.44140625,27.28115857875628,15.947052884757085,20.08239152037644,15.801191987097258,24.515709528608845,15.947052884757085,22.79659902744329,18.390672965561023,-0.23337470028675253,4273587.872268643,31056040.469212886,-9.615190757043367,-9.753837311291925
568,003840,12.939351395107774,0.06245558191524595,1681146056.6305242,6045.078896214601,5209.586004920309,2.6702880859375,26.998452192839736,17.304941322837088,21.886389103148435,17.278812252577044,26.208946721415426,17.304941322837088,27.631278460812243,19.12244190645639,-0.20729330335674945,2721714.326166305,35309253.15129073,-9.790762906957221,-9.677716914618799
568,003744,12.6163004967492,0.08740401177214493,1608720978.713698,5832.190941488795,5032.595882964929,2.593994140625,27.485426845443193,19.202949293215823,27.148323603381225,19.30635220673026,30.096540065118614,19.202949293215823,33.42864598957257,23.05493186798938,-0.17840913062684102,5250191.410009732,48817551.876746,-9.486305588240178,-9.517904728877747
568,003648,12.293249598378663,0.11327055512486077,1507362413.191774,5622.915579153076,4858.013987132561,2.44140625,26.056816139666736,17.213589069954615,20.16071366058381,18.024042081633908,24.53489305610428,17.213589069954615,24.79212700633825,19.01041285489668,-0.22607660782791053,4461169.3009236995,29405921.39198493,-9.528768976742562,-9.709782889788327
568,003552,11.970198700013217,0.14011755622094982,1424143147.898521,5416.110334566556,4685.312768676602,2.44140625,27.498683695401226,14.771590234776689,18.724052190751813,16.60437966566482,25.149265075178235,14.771590234776689,27.181563733351517,19.497344303090635,-0.19220509891280407,2766550.69381409,41129160.68630418,-9.711615012087652,-9.539403797602425
568,003456,11.647147801608716,0.16801380288022663,1335775530.6932616,5211.863278703005,4514.795728724572,2.288818359375,27.036723640118165,16.287009531209954,20.807866903010467,17.055044183116074,26.923677931231744,16.287009531209954,27.72057941298109,20.587712646728775,-0.20812869048403954,5003434.807217414,36311444.52911149,-9.426465238137908,-9.565689957402913
568,003360,11.324096903239797,0.1970353900101034,1255323420.2746065,5010.805285879662,4346.577384059625,2.288818359375,26.525035042968813,16.25851545259477,20.50041170598711,16.54446180684209,24.80926250355517,16.25851545259477,26.01211382432833,19.526915735784183,-0.18154515851048897,3744254.719978783,26719513.04896891,-9.525390245499686,-9.67192709237541
568,003264,11.001046004880793,0.22726672632358227,1184424923.146312,4813.292227673353,4180.737476780363,2.44140625,26.06726191729292,14.912494323774744,18.388155586109455,14.307894315274268,23.81803686226932,14.912494323774744,25.28141534636407,18.907754375438493,-0.17776892079334183,2198252.0718005616,22829988.008096676,-9.73143004627023,-9.715001854044313
