      -194.39999       0.0000000
      -183.19999       0.0000000
      -171.99999       0.0000000
      -160.79999       0.0000000
      -149.59999       0.0000000
      -138.39999       0.0000000
      -127.20000       0.0000000
      -116.00000       0.0000000
      -104.80000       1.7723402
      -93.599996       6550.2326
      -82.399996       24265.824
      -71.199996       29056.412
      -59.999996       64655.406
      -48.799996       198306.35
      -37.599997       430955.74
      -26.399997       875669.81
      -15.199997       1682250.5
      -3.9999971       3326000.3
       7.2000027       6762943.0
       18.400002       17287800.
       29.600002       43667501.
       40.800002   1.1594397e+08
       52.000002   2.7574927e+08
       63.200002   4.4325953e+08
       74.400002   4.6143199e+08
       85.600001   4.0433270e+08
       96.800001   3.4406944e+08
       108.00000   3.0005874e+08
       119.20000   2.1248158e+08
       130.40000       85170663.
       141.60000       21033912.
       152.80000       5854595.5
       164.00000       2081628.0
       175.20000       948283.01
       186.40000       391934.32
       197.60000       157598.16
