      -194.39999       2092861.2
      -183.19999       11552301.
      -171.99999       21450294.
      -160.79999       39425939.
      -149.59999       70905458.
      -138.39999   1.1268786e+08
      -127.20000   1.6220486e+08
      -116.00000   2.3537691e+08
      -104.80000   3.3809471e+08
      -93.599996   4.1729065e+08
      -82.399996   4.3341153e+08
      -71.199996   3.9622040e+08
      -59.999996   3.2394842e+08
      -48.799996   2.3690781e+08
      -37.599997   1.6707625e+08
      -26.399997   1.1230739e+08
      -15.199997       72562609.
      -3.9999971       46116087.
       7.2000027       27793736.
       18.400002       15906709.
       29.600002       8891156.8
       40.800002       4981472.5
       52.000002       3223409.8
       63.200002       2160406.4
       74.400002       1642377.3
       85.600001       1070035.7
       96.800001       793778.38
       108.00000       551934.01
       119.20000       409620.59
       130.40000       259234.06
       141.60000       200408.81
       152.80000       104154.74
       164.00000       80028.459
       175.20000       40636.892
       186.40000       29127.031
       197.60000       0.0000000
