      -194.39999       10393580.
      -183.19999       59480579.
      -171.99999   1.2113624e+08
      -160.79999   2.0474131e+08
      -149.59999   2.6948686e+08
      -138.39999   3.2345751e+08
      -127.20000   3.8983595e+08
      -116.00000   4.8287235e+08
      -104.80000   5.8611828e+08
      -93.599996   6.6657507e+08
      -82.399996   6.4843325e+08
      -71.199996   5.6302558e+08
      -59.999996   4.0674055e+08
      -48.799996   2.3907832e+08
      -37.599997   1.0689576e+08
      -26.399997       44390080.
      -15.199997       18395108.
      -3.9999971       8833525.8
       7.2000027       4765622.7
       18.400002       2765287.0
       29.600002       1482599.7
       40.800002       802973.41
       52.000002       444526.13
       63.200002       225007.82
       74.400002       154052.87
       85.600001       57604.835
       96.800001       32030.904
       108.00000       26555.860
       119.20000       9282.4689
       130.40000       2451.6001
       141.60000       0.0000000
       152.80000       885.16473
       164.00000       1609.1707
       175.20000       0.0000000
       186.40000       0.0000000
       197.60000       0.0000000
