      -194.39999       579862.31
      -183.19999       1816663.2
      -171.99999       2802973.7
      -160.79999       4329507.2
      -149.59999       7379913.8
      -138.39999       12518146.
      -127.20000       19892119.
      -116.00000       31449524.
      -104.80000       52497982.
      -93.599996       90639929.
      -82.399996   1.5438558e+08
      -71.199996   2.3914163e+08
      -59.999996   3.2416836e+08
      -48.799996   3.9113195e+08
      -37.599997   4.3697939e+08
      -26.399997   4.4812319e+08
      -15.199997   4.0620945e+08
      -3.9999971   3.3615784e+08
       7.2000027   2.6410398e+08
       18.400002   1.9686061e+08
       29.600002   1.4000006e+08
       40.800002       91628250.
       52.000002       60555626.
       63.200002       40010745.
       74.400002       21326588.
       85.600001       12560513.
       96.800001       7694301.8
       108.00000       3777066.3
       119.20000       1649882.8
       130.40000       845430.53
       141.60000       712700.80
       152.80000       443516.81
       164.00000       340474.97
       175.20000       214309.04
       186.40000       134436.85
       197.60000       40106.310
