      -194.39999   1.2941544e+08
      -183.19999   3.2363594e+08
      -171.99999   3.0209561e+08
      -160.79999   3.0150664e+08
      -149.59999   2.9989039e+08
      -138.39999   3.0478267e+08
      -127.20000   2.9919600e+08
      -116.00000   2.8743074e+08
      -104.80000   2.7562997e+08
      -93.599996   2.6805546e+08
      -82.399996   2.6783307e+08
      -71.199996   2.6165579e+08
      -59.999996   2.6464817e+08
      -48.799996   1.7944527e+08
      -37.599997       66478806.
      -26.399997       20940887.
      -15.199997       6739724.0
      -3.9999971       1856133.0
       7.2000027       499021.92
       18.400002       188251.32
       29.600002       81764.980
       40.800002       62775.622
       52.000002       19253.589
       63.200002       11937.632
       74.400002       0.0000000
       85.600001       1006.9986
       96.800001       2538.6343
       108.00000       0.0000000
       119.20000       0.0000000
       130.40000       0.0000000
       141.60000       0.0000000
       152.80000       0.0000000
       164.00000       0.0000000
       175.20000       0.0000000
       186.40000       0.0000000
       197.60000       0.0000000
