      -194.39999       0.0000000
      -183.19999       0.0000000
      -171.99999       0.0000000
      -160.79999       0.0000000
      -149.59999       0.0000000
      -138.39999       1690.8295
      -127.20000       6763.1748
      -116.00000       10566.161
      -104.80000       45309.404
      -93.599996       86028.339
      -82.399996       160109.27
      -71.199996       232180.76
      -59.999996       400836.44
      -48.799996       906340.18
      -37.599997       1610979.8
      -26.399997       3150122.1
      -15.199997       8117991.2
      -3.9999971       31612227.
       7.2000027       86212017.
       18.400002   1.2741775e+08
       29.600002   1.5819839e+08
       40.800002   1.8332826e+08
       52.000002   2.0404336e+08
       63.200002   2.2189788e+08
       74.400002   2.2475342e+08
       85.600001   2.1015499e+08
       96.800001   1.7097242e+08
       108.00000   1.1455106e+08
       119.20000       68172258.
       130.40000       31047251.
       141.60000       12289263.
       152.80000       5139088.3
       164.00000       2241369.7
       175.20000       1155703.4
       186.40000       633256.88
       197.60000       269303.60
