      -194.39999       1028269.4
      -183.19999       3765562.3
      -171.99999       8880147.7
      -160.79999       34742962.
      -149.59999   1.3054057e+08
      -138.39999   3.3543205e+08
      -127.20000   5.3440431e+08
      -116.00000   5.9090082e+08
      -104.80000   6.2197562e+08
      -93.599996   6.5400125e+08
      -82.399996   7.0762618e+08
      -71.199996   7.4487081e+08
      -59.999996   6.8161148e+08
      -48.799996   5.3637852e+08
      -37.599997   3.7947503e+08
      -26.399997   2.8188562e+08
      -15.199997   1.9439846e+08
      -3.9999971   1.1273662e+08
       7.2000027       57497522.
       18.400002       26164350.
       29.600002       10636518.
       40.800002       4222058.6
       52.000002       2432077.6
       63.200002       1657991.9
       74.400002       1272633.4
       85.600001       866791.00
       96.800001       628724.99
       108.00000       457994.14
       119.20000       321156.77
       130.40000       233662.91
       141.60000       109080.86
       152.80000       55339.851
       164.00000       43713.927
       175.20000       17788.453
       186.40000       20951.615
       197.60000       4508.2084
