      -194.39999       8790419.1
      -183.19999       67255792.
      -171.99999   1.9126326e+08
      -160.79999   3.7386778e+08
      -149.59999   5.3356021e+08
      -138.39999   5.8398484e+08
      -127.20000   5.5319073e+08
      -116.00000   5.2412095e+08
      -104.80000   4.7365508e+08
      -93.599996   3.9139953e+08
      -82.399996   2.8556728e+08
      -71.199996   2.1808779e+08
      -59.999996   1.6991285e+08
      -48.799996   1.1008442e+08
      -37.599997       45358078.
      -26.399997       15125155.
      -15.199997       5685079.9
      -3.9999971       2280975.1
       7.2000027       1010568.5
       18.400002       509803.46
       29.600002       263152.32
       40.800002       121466.20
       52.000002       60482.961
       63.200002       30380.517
       74.400002       14728.476
       85.600001       19787.418
       96.800001       10205.688
       108.00000       1607.8990
       119.20000       3617.7202
       130.40000       0.0000000
       141.60000       0.0000000
       152.80000       2899.0039
       164.00000       0.0000000
       175.20000       0.0000000
       186.40000       0.0000000
       197.60000       0.0000000
