galaxyID,timestep,t,z,M_star,R_halflight_s,R_halflight_c,R_halfmass,sigma_star,sigma_youngstar,log_sigma_pred_10,log_sigma_pred_100,sigma_star_m,sigma_youngstar_m,SFR_10,SFR_100,sSFR_10,sSFR_100
492,004096,13.80082045735428,1.513554349738855e-11,1187082552.6619174,3.8705784222044546,3.777900012494334,3.662109375,48.3687672326056,39.18750720245694,1.4874906893927422,1.4665996734949718,73.88593915538382,67.59430728562612,3659308.7706579445,29255243.69644113,-9.511081865333507,-9.608277201780394
492,004032,13.585453191591753,0.015091542089015801,1151059696.4127598,4.160023904005368,4.058525363762834,3.662109375,48.142900218737125,38.282740405704345,1.424224787500326,1.4533064955246964,72.94187868498048,72.71834322113452,1871653.37900427,25564313.926695164,-9.788872425004941,-9.65346370565951
492,003936,13.262402292949817,0.03836862120726507,1084880016.0908716,4.266477992221001,4.169042853115442,3.662109375,46.44948717750074,38.45039922978142,1.4041868719211834,1.4192093994266803,69.96502948238903,66.9601512141902,1530913.0538649638,17988846.55891864,-9.850431183168876,-9.780378392033297
492,003840,12.93935139430683,0.062455581976010636,1026213047.9854046,4.306260361079458,4.2953325229636885,3.662109375,48.54895736461328,35.221684415820576,1.4188036638409753,1.4088823227991414,70.31699789330641,70.10026439110008,1815314.5206717562,16316279.248782024,-9.75228565069555,-9.798616402732861
492,003744,12.616300495667957,0.08740401185715023,977505832.8707539,4.301839949263433,4.172170681248254,3.662109375,46.99061749187421,40.66796226569312,1.3818185787406965,1.354166173455296,68.38959273216197,65.48988682856228,1233679.3443972492,9160311.232979244,-9.89891706418838,-10.028209127938057
492,003648,12.293249597023555,0.11327055523537416,926824019.2690525,4.652597225275027,4.582068344595964,3.662109375,47.164833274253596,31.663429923151924,1.4385611383649128,1.3785661627161816,68.00471466118671,63.622821595198054,2303455.571747953,12063787.066554064,-9.604617440149795,-9.885513617275961
492,003606,12.151914828870547,0.1248915777123795,915875461.1047416,4.471686824911908,4.433148559041838,3.662109375,48.48855550901354,36.78020955489909,1.3880486227961355,1.4140073709129395,69.26099336176806,80.28406050271334,1340076.8075045538,17729865.242748775,-9.834706732204856,-9.713130988472404
492,003552,11.970198698381537,0.14011755635913872,885907027.4900596,4.516749509408056,4.452222847252392,3.662109375,47.6959972387753,36.773978396900986,1.431592687828663,1.37921242206974,67.33005932805706,71.38480339491953,2161508.373993758,12280859.165568216,-9.612631224363245,-9.858159395763476
492,003456,11.647147799742081,0.16801380304458888,854064935.8748301,4.13209034381889,4.13172557901993,2.44140625,50.28699118039569,35.79915578567614,1.4570664767896808,1.4205425809434213,70.24120917457905,80.98125633819748,2873250.8313649804,19364661.00293136,-9.473117350987524,-9.644480993379043
492,003360,11.324096901091844,0.19703539020698996,821759398.1816747,3.8100249634951955,3.8022979027840353,2.44140625,50.29896527753293,39.435396006254265,1.4116575141041794,1.4086094061112402,69.22532744838918,69.55600809624828,1776592.0323634476,17189860.64271383,-9.665156969600641,-9.679472323760727
492,003264,11.001046002446282,0.22726672655619293,781986851.315351,3.890010830166923,3.8615140145897646,2.44140625,48.90862530349477,35.149372331903805,1.3835614295793048,1.3667291704231752,66.4852178376313,69.58048182954569,1327441.259260804,11062726.10791821,-9.77018413852607,-9.849337290476933
492,003195,10.76885316904181,0.24979488251810375,760214127.0422142,4.048147600865992,4.030059971801492,2.44140625,49.55033877495186,35.6474876280676,1.4120281518204285,1.3992015133534745,68.06068089389305,77.07324632187573,1819992.279001002,15838309.855363809,-9.620866390256186,-9.681227100723062
492,003168,10.67799510379844,0.2588017131991528,748938449.391646,3.7510223072557736,3.6691313946101625,2.44140625,49.867309653732164,36.346219109338705,1.404610946077473,1.3898711957095902,68.03511580564796,72.31456591551701,1685966.8112107604,14370064.598224325,-9.647597106046028,-9.716987406757946
