galaxyID,timestep,t,z,M_star,R_halflight_s,R_halflight_c,R_halfmass,sigma_star,sigma_youngstar,log_sigma_pred_10,log_sigma_pred_100,sigma_star_m,sigma_youngstar_m,SFR_10,SFR_100,sSFR_10,sSFR_100
615,004096,13.800820457190074,2.6516640990914228e-11,2990540369.735473,2.1156784844990946,1.8311252007955638,2.44140625,77.64003400335031,75.25742015587116,1.708577451470006,1.626239202324257,116.92765456137728,102.6097575466983,30082994.5167563,127071116.75290053,-8.997428604846435,-9.371702822695344
615,004032,13.585453191604856,0.015091542088087278,2802948341.5367827,16354.28719610006,15841.957930387685,16354.3701171875,65.22575180701645,65.16226117558278,1.5961909793258364,1.5908771981367653,86.23500434564335,82.31260753130401,9415295.71647507,89051414.00456282,-9.473781128839343,-9.497974273960168
615,003936,13.262402293227824,0.038368621186892445,2592141883.810696,15999.836879845134,15492.916889467364,15999.755859375,60.86149220220607,60.54824101979889,1.5973849275890797,1.6259408287637551,82.74019256548688,76.76861408523021,9707812.106108831,131035039.12648255,-9.426537407439762,-9.296271326734416
615,003840,12.939351394859447,0.06245558193408571,2341830411.584311,15635.930508151338,15135.958701484258,15635.986328125,57.94408295100916,57.912836347913185,1.6399657504736234,1.5794896967025707,85.5674302589988,82.0773114525945,15570473.217338864,82360979.92073418,-9.177253629723097,-9.453833936397544
615,003744,12.616300496477503,0.08740401179350518,2123336261.6617534,15271.402909658267,14780.783678834567,15270.99609375,53.563822717659846,49.85668767891538,1.596548101378595,1.5599540659064997,108.75254681057042,87.28393629823238,10093948.028088298,68594801.33578582,-9.322957712259127,-9.490727573924039
615,003648,12.293249598130712,0.11327055514508234,1926291138.0787065,14907.527296744942,14423.263915154166,14907.2265625,51.56213678204951,48.285299995771524,1.5594118580412542,1.5318876644193202,93.35230060386623,83.80712389140706,6980929.980138333,52169437.344643205,-9.440808644680686,-9.56730577384947
615,003552,11.970198699779989,0.1401175562407011,1769429960.9888566,14561.907570942643,14083.66499230876,14561.767578125,52.270780298777765,47.48004413556984,1.5307503737125336,1.508452623879943,87.49926353515701,77.43182011282227,5259359.0545967985,41517986.38985776,-9.52690055576007,-9.629597094521115
615,003456,11.647147801405483,0.16801380289812184,1646324820.205176,14230.192937347783,13757.12608495199,14230.95703125,51.75104938410258,46.11308421007096,1.4798338805484068,1.4852455486451825,82.94620384795117,79.51859347500914,3115852.9037343087,33002496.764377452,-9.722938578834526,-9.697968728565717
615,003360,11.324096903066122,0.1970353900260233,1546984327.4345486,13893.745518989756,13425.275261740553,13894.04296875,49.931881967523964,44.35692905234187,1.446958257292451,1.441606320939055,78.30263843595226,79.03126045920543,2228081.7228136784,21047378.264339127,-9.84155479777836,-9.866287907576925
615,003264,11.00104600471332,0.22726672633958356,1429069301.45547,13563.788941447616,13103.105032342117,13564.453125,49.94586893744048,45.174050972781004,1.46220390714527,1.4604964367552822,76.10757748806213,77.18522321889307,2669189.782417204,26210348.914714944,-9.728673836314586,-9.73658048767406
615,003168,10.677995106373702,0.2588017129422996,1327281171.939796,13225.73359761708,12771.481751871395,13225.09765625,49.92198600486938,41.872352289304445,1.451964178914241,1.4536180938860372,72.47062219837487,74.14028026451123,2434878.2394400463,24782794.24946906,-9.736485685381334,-9.728812662463376
615,003072,10.354944208015308,0.2917451294049577,1237089935.5958571,9458.379024302028,8389.746621491688,9458.0078125,50.4960792379158,41.64388326248776,1.4428356002582319,1.4441117764900753,72.51762238227367,83.30714224606086,2245668.7773774774,22765483.21221187,-9.741055572862027,-9.735124400764578
