galaxyID,tstep,t,tlookback,z,M_star,R_halfmass,sigma_star,sigma_youngstar,SFR_10,SFR_100,sSFR_10,sSFR_100
m11e_r7100,527,12.231467383,1.504748639,0.113475204,1513777400.0,22.16000000000054,69.088,35.648884,513009.3,10871688.0,-10.469936770630703,-10.143765039079454
m11e_r7100,526,12.20734499,1.528871032,0.115453005,1512954000.0,22.250000000000554,68.91182,42.8659,843888.25,13198406.0,-10.253540779334617,-10.05930423560933
m11e_r7100,525,12.183206235,1.553009787,0.11743772,1511646300.0,22.260000000000556,69.25301,56.479977,681365.94,14983230.0,-10.346069776990223,-10.003844749530613
m11e_r7100,524,12.159047539,1.577168484,0.119429588,1510858500.0,22.240000000000553,69.875755,44.455303,2175945.0,18726986.0,-9.841575877311742,-9.906755905270435
m11e_r7100,523,12.134870743,1.601345279,0.121428609,1506786800.0,22.10000000000053,70.60535,48.685715,2642939.8,18398224.0,-9.755964548768407,-9.913275909454324
m11e_r7100,522,12.110677698,1.625538325,0.123434663,1503065300.0,22.050000000000523,70.99394,52.09099,1337399.8,18180812.0,-10.05071662375844,-9.91736458545562
m11e_r7100,521,12.086464816,1.649751206,0.125447989,1500219000.0,22.09000000000053,71.096146,79.45037,2368052.8,17148482.0,-9.80176329137144,-9.941928981819634
m11e_r7100,520,12.062234854,1.673981169,0.127468586,1495432200.0,22.110000000000532,71.380135,62.331776,1505227.8,14453666.0,-9.997164509154175,-10.014788710739332
m11e_r7100,519,12.037986035,1.698229988,0.129496455,1491530500.0,22.10000000000053,71.94486,56.43136,1748493.9,13782278.0,-9.93096802211469,-10.034311131674993
m11e_r7100,518,12.013721122,1.722494901,0.131531477,1488243200.0,22.04000000000052,72.36435,44.54734,1920953.8,12335848.0,-9.889156998212595,-10.081504897428676
m11e_r7100,517,11.98943652,1.746779502,0.133574009,1485893000.0,22.000000000000515,72.62972,41.80025,795462.2,11967540.0,-10.271367994246484,-10.093982646688465
m11e_r7100,516,11.965134086,1.771081937,0.135623932,1484154500.0,21.930000000000504,72.88615,56.752666,1291324.5,11992572.0,-10.060443721167216,-10.092566777513333
m11e_r7100,515,11.940814769,1.795401253,0.137681127,1480844300.0,21.870000000000495,73.28547,50.59988,1392717.0,12228861.0,-10.026646517718971,-10.08312338590461
m11e_r7100,514,11.916476791,1.819739231,0.139745951,1478856800.0,21.790000000000614,73.714325,59.748974,1330821.4,12749880.0,-10.045806364343557,-10.064420034747995
m11e_r7100,513,11.892122926,1.844093096,0.141818166,1476754600.0,21.7100000000006,74.01591,53.425213,1335434.0,11166096.0,-10.043685891442047,-10.121406963211694
m11e_r7100,512,11.86774957,1.868466452,0.14389801,1475400700.0,21.590000000000583,74.11571,65.778275,1553164.5,10840522.0,-9.977692530840825,-10.133859791208113
m11e_r7100,511,11.843360414,1.892855609,0.145985365,1471865900.0,21.51000000000057,74.38125,39.828804,2328021.2,9240254.0,-9.800881290550283,-10.202184321298938
m11e_r7100,510,11.818951849,1.917264174,0.148080468,1468988800.0,21.50000000000057,75.034,85.15497,594036.8,11955808.0,-10.393205125542309,-10.089439552587647
m11e_r7100,509,11.794526658,1.941689364,0.150183082,1468493200.0,21.400000000000553,75.910164,60.365963,547430.3,15630548.0,-10.42854309344524,-9.972897730633159
m11e_r7100,508,11.770083058,1.966132964,0.152293563,1467518500.0,21.290000000000536,76.99228,87.26633,680178.56,22390718.0,-10.333960634199446,-9.816515553890996
m11e_r7100,507,11.745622007,1.990594016,0.154411793,1466388900.0,21.160000000000515,78.25058,46.011536,2899148.5,24784682.0,-9.703978692533367,-9.772065802803274
m11e_r7100,506,11.721145382,2.01507064,0.156537652,1460645100.0,21.13000000000051,79.804146,66.42149,1856191.0,22693980.0,-9.895922049465236,-9.808634044281957
m11e_r7100,505,11.696649566,2.039566456,0.158671618,1456741600.0,21.100000000000506,81.30729,57.600292,2591650.5,21286864.0,-9.749806098173,-9.835270846543917
m11e_r7100,504,11.672137354,2.064078668,0.160813332,1448765400.0,21.040000000000497,82.89992,60.00624,2848648.0,17352398.0,-9.706359289505567,-9.921638577190755
m11e_r7100,503,11.647606958,2.088609064,0.162963033,1444780300.0,21.010000000000492,84.25202,64.66139,1154147.2,16362169.0,-10.097540586561113,-9.94596093362338
m11e_r7100,502,11.623061182,2.11315484,0.165120482,1441031300.0,21.0600000000005,85.15639,65.37316,1998498.2,15785974.0,-9.857969640525159,-9.96040202965508
m11e_r7100,501,11.598496397,2.137719625,0.167286277,1438362600.0,21.050000000000498,85.90469,75.05952,1295352.8,16465238.0,-10.045480337907023,-9.941300376661465
m11e_r7100,500,11.573914491,2.162301531,0.169460058,1434227500.0,21.090000000000504,86.62306,70.97714,1171076.1,14361155.0,-10.08803290511654,-9.999428662552441
m11e_r7100,499,11.549317354,2.186898668,0.171641707,1431742700.0,21.13000000000051,87.04396,62.697613,2204803.0,14281630.0,-9.812495192370857,-10.001087206087806
m11e_r7100,498,11.524701354,2.211514669,0.17383182,1428038000.0,21.00000000000049,87.1275,92.655754,1616456.5,12464467.0,-9.946175747078419,-10.059066056879104
m11e_r7100,497,11.500069304,2.236146719,0.176029921,1424621800.0,20.810000000000596,87.171196,74.36283,1239042.4,10702187.0,-10.060613433669245,-10.124227057923344
m11e_r7100,496,11.475419411,2.260796611,0.178236485,1422660200.0,20.890000000000473,87.41025,68.333496,1308241.0,9418639.0,-10.036413433581235,-10.179113037822281
m11e_r7100,495,11.450754497,2.285461525,0.180451035,1420331500.0,21.00000000000049,87.60753,52.10007,1085918.6,8680728.0,-10.116592443078446,-10.213833576671005
m11e_r7100,494,11.426070921,2.310145102,0.18267417,1418250400.0,21.18000000000052,87.44276,75.25749,1230525.2,8591661.0,-10.06166237520559,-10.21767577212995
m11e_r7100,493,11.401370581,2.334845441,0.184905648,1416774400.0,21.370000000000548,87.08989,109.835556,1120558.0,8766005.0,-10.1018663603895,-10.208498986859748
m11e_r7100,492,11.376654458,2.359561565,0.187145591,1416009200.0,21.550000000000576,86.76739,86.31965,715409.0,11120791.0,-10.296511680573285,-10.104930401081804
m11e_r7100,491,11.351920754,2.384295268,0.189393997,1414632000.0,21.76000000000061,86.70884,76.95543,1435567.4,15324838.0,-9.993619878357572,-9.965247566009518
m11e_r7100,490,11.327172304,2.409043718,0.191650867,1412597000.0,22.04000000000052,87.060844,91.0826,989501.1,18909060.0,-10.154601984816587,-9.87334833722504
m11e_r7100,489,11.302405457,2.433810565,0.193916321,1411307900.0,22.240000000000553,87.76573,78.69719,1509983.5,21224218.0,-9.970649572131718,-9.822790076037261
m11e_r7100,488,11.277623978,2.458592044,0.196190357,1408528900.0,22.48000000000059,88.49845,72.10082,3605656.2,24809144.0,-9.591781440651658,-9.754153981082316
m11e_r7100,487,11.252823285,2.483392738,0.198473334,1402705800.0,22.86000000000065,89.03912,68.76348,2627972.8,19669060.0,-9.727345732645267,-9.853182985128852
m11e_r7100,486,11.228007146,2.508208877,0.200764894,1396801800.0,23.170000000000567,88.725365,80.78512,1578252.9,13951238.0,-9.946958194405653,-10.000522035942586
m11e_r7100,485,11.203176551,2.533039471,0.203065157,1393353700.0,23.57000000000063,87.60211,75.0341,1581105.1,11982890.0,-9.94510063752018,-10.065499811298134
