Mgas,Mbar
0.0,5988994485.022733
6387208117.394441,7182032414.2754545
4446513261.236346,5777139105.841066
6760040240.423844,7405975728.470369
6673208676.260473,8094836427.687047
19167709.976330996,7223640818.729688
0.0,4009088509.080598
6781979593.911708,7714897089.732817
3254018977.558963,4119406766.245947
7031282434.536455,7736534509.550841
4815760370.609485,6665531688.608249
5350804895.934059,5937558312.594469
3946264061.2978487,5759700814.808312
21254145.29113301,8330455465.940375
5737524324.752711,6104093808.97567
7378648065.615984,7793694756.408159
4579690273.911818,5640281774.502399
7023941248.669774,7719809295.8405
2632133755.138724,5989933080.079285
4940607862.302504,6534382040.963136
7180663728.295058,7796526654.890854
7102303773.635864,8224686509.797572
5215778740.49452,5931139006.482622
6041230445.1137295,7439176084.1085825
1809491144.0807576,3205396305.128721
662984859.7674198,5316724710.659184
463192.43631048885,2309296769.1700735
6026921022.084978,6708527686.63105
6859237206.421855,7497364641.4291
6591452648.042762,7567789372.442729
4305777607.136078,5279993255.302352
6558271049.04912,7210078663.218388
3136865169.301285,4340593599.281458
15965720.075622467,5423314945.049813
5422110130.602908,6918960934.472298
6313432122.119426,8002389729.878893
3908145018.133734,4436370017.356583
3878474376.8392,4795748916.0464525
7059108472.258494,7464346213.858814
8625412186.3491,9126563945.023333
4532645711.90941,5849346131.709826
5602568952.366415,7088408169.94146
2904834890.3340235,8716260397.168953
5654982182.844026,6348194753.7248535
106041389.37974143,5724617027.336567
2923849709.4997706,3862431767.849854
5466427801.5172205,6471699870.059526
4857306103.16088,6236933249.202982
5468410145.088012,6178954554.622783
5573099060.132547,6770528110.485279
0.0,7310660849.404877
6167720714.711218,6686748298.673836
813653903.3105669,1920300909.0348372
7239398616.530092,7420589745.072819
4791034148.6333475,5107091816.008843
7385096536.154836,7742043378.262369
5465804030.228985,6549119863.619308
4491035018.995325,5008088129.64468
4445580363.420778,5335645644.156203
7257546332.299523,7746144253.526856
5733554939.59391,6653245595.889955
6115278399.266053,6902171470.812705
4671796259.405919,5552245106.936728
5100502313.477475,6010142567.039407
194260276.6110503,1993645316.063216
6069920989.933781,6433177796.140965
5443489675.171087,6152563355.373936
5109194589.713655,5647111457.62904
6908712405.613134,7496111835.618103
3840806522.0004864,5071026853.887136
4170398590.5175595,5340703228.614169
384649090.3205477,4706640814.290128
6405830253.516071,6549845449.9526
3590439728.7389235,4773490731.270685
3417441884.4129515,4687747689.922675
550569076.5058538,3841559779.58971
5889000111.594827,6820118977.673157
4807992588.639429,5053123529.766892
1092959112.1150165,2329332443.796141
0.0,4193071868.4692464
4823405043.53425,5441642146.789594
0.0,5323268053.42123
3077971356.563226,4241831564.111702
3932345032.117659,5211810748.067699
2549371044.125569,3239852175.093501
6151197518.884442,6667334032.804955
4512819736.258783,5183329506.904974
5709007616.831621,6119222545.823242
5047099988.948751,5611652543.324206
2640395254.989373,4156452541.33463
3702868002.584237,5322156958.491456
2350371101.9717226,3463882675.8259025
4758259476.445998,5479823508.480453
3732102265.085497,4569596310.304101
91609368.49196486,4379309313.166333
4276985292.048729,5199315883.108464
5100654019.314656,5512149642.208917
0.0,3794994975.221054
5372253943.444882,5867289407.103064
4893376749.305082,5674487195.227269
5921505297.577322,6226107759.231866
922955193.6482332,3697060007.1473074
2927542703.052576,3665551871.3884454
4842382963.695802,5008635155.67138
3430929213.2259536,4085475037.9338703
3098786573.298628,3565606383.2909613
1666588025.1080017,2678665154.3807096
2073967433.4748173,2508055334.0945134
3354235478.6502347,4117352743.2446885
2558443228.073705,3644619025.515653
3058614317.4642363,3188336755.6795883
1548280847.96194,2231693416.747219
5096008135.177905,5549967629.370058
3291329593.2394886,3858659270.5508122
3101503579.040254,3389464328.1542172
2133698149.902033,3020153612.1442556
2217368824.5274057,4566266584.36565
4192272319.3886538,4500154960.702636
2843464436.0474033,3712845014.067745
3291911874.3974915,3939291585.895369
2129101346.2436962,2407134699.513097
4055578040.4447765,4574534830.512022
2144101971.3161821,3468733907.271518
3134152928.5604534,3892400360.1047735
4211691812.69818,4554910306.432731
4701135195.395927,5100104985.13121
0.0,4751697968.907816
2862389160.4631743,3402533343.6818957
4055151405.0002527,4611898990.9416485
2839577796.1729083,3687081938.9584336
5580404782.276934,5853112765.460856
3625160630.827193,5244903988.720584
3155654550.2027063,3627573011.0455475
271574979.2574464,2372626556.226437
3082280970.2055597,3662423018.260855
3251726989.7188687,4262568828.796652
1323887387.3120255,1738253597.7880425
2139960607.0138464,2511107653.822507
2991116537.7493005,3505390425.028765
4082570790.468182,4483983900.160538
3681351558.5436783,4280333107.8666096
3772356645.439532,4324541471.529864
4185882748.6789556,4949067453.375454
4103259576.68412,4328949060.179056
3202379975.0958934,3834055593.9016943
2209301498.7639465,3004970735.276951
5203674888.355882,5385098023.235301
3503391738.0320196,3721281134.3072405
24500404.96257411,4790929322.695054
3284923374.653763,3604572070.4983573
1356637130.4321358,1769978449.4948506
4359477097.587908,4825032944.764134
3139570562.160568,3898367557.8678555
2923969995.311526,4120337591.00396
2963028641.947072,3707822170.826152
2156568349.4245963,2659324980.176519
1961202580.3191476,2299031831.956516
3375131944.6493125,3734916098.730321
1756889208.5506382,1980521056.7841218
1385613198.1118286,1771950308.6836724
3257611482.6993413,4262286880.496708
3016389842.290794,3181800010.573488
2991314025.487338,3269704170.8039656
3031762734.71302,4475689991.277652
2264350845.4268,2963041129.4636607
3488034661.0560985,3978088847.076446
3545677091.5110717,3785889821.5446687
3910625311.007319,4615208155.557842
28716030.68372863,4159991520.318831
2965818300.9490643,3587734975.724244
0.0,4497764638.524879
2248941252.685274,2484551941.261321
3011887763.010296,3432766340.750296
2732102375.7530413,3160969759.709095
1053774058.6406844,1493538179.0315216
1553401071.2540736,4346569045.187804
3563768258.311306,4042640772.4672623
1857625819.5900607,3877906096.9409323
3155971914.642532,5562711114.765272
2167101238.6175957,2609277632.9711423
2969096280.0393376,3240264985.297988
2277292969.0935388,2817669977.970716
24484567.47969896,4959880798.312137
1416880961.957917,5396308403.576931
2387860218.2735825,3372708589.3553534
4787152843.031961,5045963861.03791
1867181059.5457182,3313920102.2400064
2309861206.5570736,3028252660.1450176
2728654820.016609,3161278443.166654
2295305254.5873947,2829061588.646496
5066050778.047392,5514862607.852751
3855646984.964372,4103807781.4255614
4275507530.035473,4611352616.972923
2482175373.6753235,2920846885.494477
1820615463.8983889,2366116790.037653
3284505997.829426,3518896815.2058244
2946984240.7731857,3268387128.286383
2508621838.1387916,2952356050.115945
4357859668.771856,4775681659.926998
2978035737.5023856,3173575438.592179
2374348024.320119,2521539858.0596657
875042005.802263,3747511875.919117
3378088074.4259152,3665111181.0503526
2883705309.7487283,3163040840.297346
2153208149.0368333,2538000401.4434843
3004522190.7010183,3171066089.764706
2747158663.5584645,2931325320.9056644
2068306002.3597786,2362853614.6974964
1203927657.9095697,2487624186.04532
0.0,4176567065.683627
1402443515.2381902,3512697982.038868
2480847132.3902225,2648246858.647306
1858348658.1184435,2204673449.949696
2746610591.6754384,3440802829.1069303
3302580796.403929,3497248880.3066063
24407351.889360607,2448337475.9716353
959207854.801196,1266704011.561129
367608443.199131,1200287627.7997875
2382137295.3796806,2660284178.849655
2900313586.639571,3152491954.940894
3217729768.974907,3621203533.405162
970653685.5916982,2198579130.3198347
2794320299.9362354,3010669234.238455
0.0,3900877297.112205
2663342479.3650503,2918006418.229509
2471486586.5640955,2856736675.922886
1660020042.8143847,2222714576.1954775
167182814.93663287,2698742366.5639925
2973505335.923458,3213327097.358123
2254739332.8571196,2527433465.6834598
1919024967.1562848,2197331118.461125
2329715503.2937717,2502455073.763567
2227591737.1237307,2393724437.4848638
3526329074.9508286,3652362733.299242
3408355513.9010105,3476186544.468123
2679531324.0965157,2847682093.7683206
750606914.79619,964358792.461485
1255513789.0065587,2197504612.3805532
2516722826.7877154,3280095854.951745
1514665356.9571023,1808305205.8216362
376557857.047229,2526744300.1746
2191816894.4381266,2877726694.6001515
2644886376.0843663,3002063934.6293373
2070382027.5019712,2412999343.567352
1248357404.251587,1567567845.8975017
1394536574.363387,2332089578.819968
2776407030.3352456,2954591763.8429766
2185060207.1472645,2522442566.5508213
585480290.4096655,2024357475.2391386
0.0,2430722845.172529
2094874495.3892336,2226763342.334712
0.0,1989866706.2512722
2817299323.946624,2988329367.7813983
1836027653.418327,2585287850.8435464
2606204393.3154287,2786801378.6215005
2381760707.2663736,2899806485.037862
2542349635.112546,2834601685.931245
1423952791.4179072,1647798765.8705547
3629876599.824025,3822673031.345043
1970988983.2843797,2125626009.341347
2064695777.792682,2451515249.1217027
0.0,4216956557.197445
1762736318.9450817,1853248951.9130878
1586185014.2404423,2970461434.072132
2374679037.9181128,2485410428.2445965
0.0,1437154126.9941087
1283245202.1784973,1413846860.5086432
1824709856.6151986,3176299315.367568
1961713576.3562264,2128693795.2878127
416685426.0118008,2317509116.5469694
606894448.295758,984747359.4458629
370072360.07546675,745357632.0459116
978751708.0906028,1156503401.7565157
1685538739.4411871,2326047725.9295216
1756128398.6004117,1836608521.1479356
4677860140.021136,5115896356.82111
1971162333.9108362,2145793560.0515757
2021639816.3031683,2205020111.1637497
1720112724.5360866,1919302452.950539
1600496499.0183263,1744414660.5736868
1745663463.6696215,1917260084.8530838
2747635764.5938396,3044768362.311657
1241468672.2139027,1675987723.2536464
733721031.3589759,1184889767.3732908
1503394077.1713347,1708605572.4323733
3034617234.59666,3233153188.7698236
2231009180.45996,2376626569.796953
3287129665.5560017,4589034626.958546
1622446669.6921825,1815815379.958044
1750348838.9295247,2781795521.4171257
2363159615.6481667,2565464870.805628
1494726114.5603561,1732256229.020606
1603721375.6935678,3235305959.6812906
1820055899.6882577,3374806156.8685794
0.0,2151038836.836569
0.0,3233878037.8796673
31864481.568989046,689985502.4441416
3780615140.500176,4047541630.63919
2233264678.934288,2405859790.3863645
1373049384.7681892,1448694027.286003
2546354092.7857976,2791200247.4239283
1984054211.8965006,2193399051.730154
3646215701.242928,3993003256.6125126
1693388596.479853,1932251878.2069447
961439332.0666323,1265991543.4980805
1651969659.8232403,1809536777.1104193
1726113688.2833152,1866276958.7336109
1708512090.9274724,2002696323.001822
2180323023.3989577,2433932897.722461
1441050431.016952,1591459419.5376678
1503589039.5322113,1709468642.248612
1426802363.1161494,1639488795.8543274
1574699816.0631666,2000771598.2515457
0.0,4065230066.696652
1298195132.1758466,1478976297.1381617
0.0,802978934.6557044
1612721723.7377703,1782602945.225863
2399339105.2530594,2494143090.6444535
2018393261.1413503,2220513089.237972
772468119.2549834,1005595130.2714715
0.0,3782170250.520072
2733481920.5367727,2880699877.3975487
2173411422.188365,2370815566.171273
1541270467.0918984,1920640791.143548
1437681371.188696,1565008550.4784071
1674086608.6300557,1855245692.4382143
1458580563.5467472,2054871263.3904877
1451200640.0694637,3128472023.199614
3071895913.3732915,3236735376.2186546
2518876904.592156,2619894191.3610253
1029282894.0818598,1173621000.8722029
2336498358.659776,2414941859.991831
2278732560.96206,2346712059.0750504
833460919.6872476,1418661693.0040588
2343771650.564318,2700074481.8609138
1916228835.0740507,2018386335.668968
0.0,2725265363.7535257
2078396707.2422805,2262350920.043873
1879096082.3151958,2744336217.3552723
1575011385.606842,1715002460.744518
1409509344.9137352,1583537569.3237257
1663875201.0854,1829147141.13887
2366883889.014401,2433832441.501387
1695784968.2626648,1797069753.9660273
1465114582.8154285,1541130806.1125596
1693501045.617398,1976071622.9499545
1410352444.3504758,1620404514.5550387
330539787.0177587,3057848210.509647
1687646609.0511143,1798420882.6577444
1522289748.1028333,1986465639.1333482
2126711164.4230053,2331185717.8161764
1424646031.7166138,1717345246.6168165
2020910591.7355428,2189916340.5209107
823313541.4843571,1133953883.747547
877610853.7119923,1052988698.5589725
980158461.6351526,1066458189.2897226
1397493668.5473557,1571919355.626526
2844076758.294161,2946772951.569047
1190596977.4532795,1800289394.6139612
93054223.19089499,1096171109.112519
1704570714.4708135,1892566942.5911689
1191972675.936695,1286212893.61796
1357148962.118073,1512968585.2755947
1584818012.548287,1752683835.2886379
652606449.4065905,779678111.7463448
1491327769.0486917,1672052925.2002926
4085374815.310806,4252377859.922433
1634933435.075395,1791759175.1064334
1678294926.7273927,1977772315.3414702
2844739899.3869753,2906226984.2503905
1850473958.2383916,1936328026.5361888
1122607785.9537635,2306145997.0084333
1761563265.496355,1848857169.1495073
1176234725.9848583,1322242413.5980136
1562821098.5297472,1712926179.0800657
1190827776.6038446,1370114012.2355344
2061518875.753773,2288824158.6952453
1377276053.595087,1467866361.7368164
731280759.9369191,967858776.6669246
852150474.5893332,1113949505.9493515
372888500.45184284,601268270.7888042
911319985.2269851,1038843770.3532557
1938548866.9942868,2062993017.6316972
989858213.8486066,1332009912.9989944
0.0,1773702418.6044362
1114188876.3241735,1251135964.690285
1548007631.2662017,1759202572.9659314
984083808.7042562,1136784686.6292944
1392854727.8576446,1480509894.6365607
732967635.3054825,866000718.469556
1825950899.7297149,1860141412.034213
657197588.0567446,811382692.4506222
1459618054.0514557,1510134492.1231797
1795685988.4364364,1854124480.487845
2013415668.667455,2097157461.1499643
1051372286.5717645,1139831328.9803028
488797320.96944535,1162134014.7277312
2085634585.977388,2258643683.668381
1466473078.826582,1638202358.3544643
534373146.3468997,738156551.1471084
1452707442.490118,1502621984.3692217
734028685.0800643,842809040.47979
2157968498.836936,2231500154.7080874
1344146848.8895915,1494077218.2521045
1601997049.532682,1751575435.4314346
694076843.3411736,780143758.6110402
1220587110.9635873,1447483007.112884
199054095.27117765,368607632.9699736
1063857224.4324824,1100880354.2681353
1173453489.118325,1241424330.323485
1363376608.9782572,1494976301.5858004
720994051.192719,849137532.4547069
425749349.3407961,938763362.6863534
981538184.1344988,1062953143.6639833
124742402.26918489,862945460.1510725
1448846175.7784762,1602813362.2538311
1415776344.1081262,1457607097.510199
1811949766.3152714,1875597497.183293
1063547525.8281813,1164270493.2772965
1289036804.7867987,1406782691.568459
30924511.212836176,203011353.85376364
2616635634.7651525,2854478785.38574
1062716324.5092105,1353933553.0132275
1109383404.07622,1330664327.6998413
1494173269.6735992,1655815968.473508
964171966.7864916,1058062786.2736549
1027337920.5003297,1125131063.6760511
