Mvir,Mstar
21974316022.210045,9441674339.662043
69685956195.92793,1913184312.3786187
76183654467.31532,985311751.9307593
45249702371.82769,5836487562.791418
79873371001.74565,865260329.1080346
36104171638.95866,6883204891.19879
74415138945.74016,1049660927.1399786
75261812768.99422,973473462.333789
33796290009.522728,7115613156.862426
65936945738.78326,2174761651.2629967
79762979908.54422,360446590.3835081
69209842155.29294,1719601915.5266283
78225230923.78987,1046378043.0925103
74574092731.2361,916343872.0003568
75912935842.47452,784589782.1995747
65561039610.60362,2037630164.277264
71401462775.30656,1684594266.9342418
74188187864.17764,842198166.4052917
74069469868.5704,716235850.434891
69383663172.9669,1209336055.147124
40298697807.02511,5704781279.330433
65490001429.15372,1383567500.1711364
71966802039.44151,663693587.4231274
72766558794.11794,863477514.3038211
69757042959.93336,815306821.7746961
75266645616.15457,300966179.21242744
71148141428.25624,639957087.6716149
70010299605.18114,726805486.5728424
23815288026.968426,7382578898.606415
57227235803.17299,2990069431.1242237
23964136868.817646,7568942232.255247
48659523145.93958,3845556490.2617054
66186892648.43969,1192529480.190717
60784855150.97614,1780653842.246621
66745819505.7296,963759174.5601163
33372864053.198685,5988994485.022733
67188787519.94284,794824296.8810139
64193303058.05179,1330625844.6047196
67703655415.17928,645935488.0465255
61389981793.10264,1421627751.426574
22932550976.15746,7204473108.753357
46405412419.46369,4009088509.080598
64962615696.64155,932917495.8211086
67187312358.67666,865387788.6869842
65695967213.902664,705252075.0143864
58101201060.51365,1849771317.9987643
67515916487.175026,586753416.6604095
58119004870.57983,1813436753.5104637
12341688325.755402,8309201320.649242
68277524990.23208,366569484.22295856
66779501244.92397,415046690.7921748
63283020354.50365,1060591500.5905814
64209360812.762215,695868047.1707262
46672243287.47294,3357799324.9405603
58267079306.799034,1593774178.660632
64525463666.236015,615862926.595796
59992308288.27599,1122382736.161708
64460892393.01609,715360265.9881022
58051915434.816086,1397945638.994853
60825077925.32714,1395905161.0479639
37807371802.222626,4653739850.891765
54647578302.76842,2308833576.733763
62847477785.374504,681606664.5460722
62511609803.90828,638127435.0072453
59688725152.60562,976336724.3999672
61204988329.993126,974215648.1662741
62101240349.10307,651807614.1692674
59678314344.87674,1203728429.980173
30556079276.00581,5407349224.974191
55416563296.20886,1496850803.869389
53580913165.99012,1688957607.7594666
64324110521.688805,528224999.22284883
61055748053.754745,917274539.2072525
63159110763.45962,405237741.60032004
61127128832.09794,501151758.67423177
56799463056.002785,1316700419.800416
54696961287.51615,1485839217.5750446
25196222416.23826,5811425506.834929
60849083487.652885,693212570.8808283
27942710380.86484,5618575637.956825
60699533046.50533,938582058.3500832
58126410360.091774,1005272068.5423057
55617481542.21245,1379627146.042102
60354672340.74333,710544409.534771
56184983697.322426,1197429050.3527317
13935128844.519516,7310660849.404877
60955372069.88224,519027583.9626179
59755632917.97733,1106647005.7242703
62661674703.25921,181191128.5427261
62275806428.29907,316057667.3754957
60169162021.68925,356946842.10753304
55360703766.20024,1083315833.3903232
60438375787.38955,517053110.6493551
57537958929.50553,890065280.7354249
58958364559.1078,488597921.2273331
56373884045.99108,919690656.2960445
57204659082.996895,786893071.5466521
57087262849.75723,880448847.530808
56175305639.22147,909640253.5619316
53032938423.12298,1799385039.4521656
60010431846.20289,363256806.2071852
57328841929.49754,709073680.2028488
58891395882.303116,537916867.915384
57175044314.31119,587399430.0049685
53639156386.78528,1230220331.8866506
53746077751.139435,1170304638.0966098
33146722585.198425,4321991723.96958
60093192206.18685,144015196.43652827
53526415015.52971,1183051002.5317616
52791347297.381546,1270305805.5097234
40248499308.25067,3290990703.0838566
53188004214.09289,931118866.0783296
59246134035.739555,245130941.12746328
54026766124.05127,1236373331.6811247
32546350967.178677,4193071868.4692464
56014370890.780426,618237103.2553438
23760698145.16273,5323268053.42123
52235232466.6306,1163860207.5484755
50631308976.127106,1279465715.9500399
56122684847.56445,690481130.9679322
54904867450.88318,516136513.92051244
54398071133.09705,670509770.6461909
55460099305.05432,410214928.991621
53845795232.01966,564552554.3754553
48122345083.00121,1516057286.3452566
46265214255.42,1619288955.907219
51282661015.13223,1113511573.8541799
52420742010.58804,721564032.0344541
51444734662.38599,837494045.2186043
27934367262.320198,4287699944.674368
49585319795.30004,922330591.0597353
52977953052.76906,411495622.89426017
30999494959.048553,3794994975.221054
51927635488.50569,495035463.658181
49536284344.84285,781110445.9221869
52813034113.77843,304602461.65454376
37176443786.72603,2774104813.499074
51038449296.86073,738009168.3358693
54230836386.505554,166252191.97557858
51150833308.38905,654545824.707917
52809508282.17485,466819809.99233353
49515827337.37558,1012077129.2727079
53649070322.63734,434087900.61969614
49261184672.485016,763117264.5944539
47078506127.02586,1086175797.441948
53939078792.26576,129722438.21535186
50655716950.87771,683412568.7852788
49995987451.63665,453959494.1921531
50274692864.20585,567329677.3113236
51816878591.66747,287960749.113963
47833050353.626396,886455462.2422228
36615779783.23092,2348897759.8382444
50631028213.266846,307882641.3139824
46861571774.48714,869380578.0203419
48235441169.443596,647379711.4978775
52032832726.89671,278033353.26940084
48419039260.2755,518956790.06724536
43559022764.43381,1324631935.955336
46759018435.87784,758247431.5443202
49323727565.938866,343218493.73455083
48252222474.933365,398969789.7352824
18440411560.08216,4751697968.907816
48054370439.48252,540144183.2187215
46985505014.46019,556747585.9413958
45234706284.83458,847504142.7855254
48029717411.84055,272707983.1839228
38827365941.535446,1619743357.8933911
47619574168.95944,471918460.84284127
37475152491.33638,2101051576.9689906
46597872900.50411,580142048.0552955
43168136839.61967,1010841839.0777831
49154552359.359764,414366210.47601706
48781339884.01849,371147046.8086603
47018620594.09575,514273887.27946466
47144106556.523,401413109.69235533
45592979907.5169,598981549.3229313
45877930057.35672,552184826.0903324
43778004980.14789,763184704.6964989
47980860061.00128,225689483.4949355
45291147465.25792,631675618.8058007
44654656035.574425,795669236.5130045
47415562233.21767,181423134.8794189
48177134071.78386,217889396.27522075
16581851678.333921,4766428917.73248
47248684393.74022,319648695.8445946
47464125757.558495,413341319.0627149
45024842360.98984,465555847.1762267
43362388698.032814,758796995.7072874
39752495455.70234,1196367595.6924343
43089787659.928116,744793528.87908
45349625128.04562,502756630.7519224
46791504646.76703,337829251.63736814
45555494159.91933,359784154.0810085
47731971691.41654,223631848.23348346
46721832517.229645,386337110.571844
40561062141.84736,1004675397.7973669
47289085967.50151,165410168.28269425
46276359370.085365,278390145.3166275
37115868248.621185,1443927256.5646317
43056720716.00871,698690284.0368611
43910369715.00172,490054186.0203474
45516613554.09031,240212730.033597
41420897459.63236,704582844.5505235
18072493250.75589,4131275489.6351023
42583496388.12889,621916674.77518
15085656209.157516,4497764638.524879
45780436356.89286,235610688.57604688
43741418170.162865,420878577.7400001
43775126306.509094,428867383.95605385
44786710011.156845,439764120.3908372
26740641253.68176,2793167973.9337306
42692547787.82953,478872514.1559565
32258989176.58907,2020280277.3508716
28103262832.594826,2406739200.12274
43396361378.292336,442176394.35354674
43956821559.4576,271168705.2586502
42179969236.65262,540377008.8771774
10347071641.654585,4935396230.8324375
17286918203.069187,3979427441.619014
38423017291.97068,984848371.0817711
42715611011.84182,258811018.00594908
34997573600.704575,1446739042.6942885
40228961937.31206,718391453.5879443
41956308676.111404,432623623.1500451
41358597710.92047,533756334.0591012
40035539380.87965,448811829.805359
42394975628.09093,248160796.46118924
41391272377.7384,335845086.9374507
41550409524.56013,438671511.81915325
41044845005.15344,545501326.1392641
42435315160.05369,234390817.37639844
41979327272.53847,321402887.5131975
40876646977.56577,443734211.9771532
39418763763.67184,417821991.15514183
41943853347.04272,195539701.08979332
42590128047.172226,147191833.73954684
23125191225.5023,2872469870.1168537
40427060076.087166,287023106.6244372
40588555475.54193,279335530.5486177
40028617040.83722,384792252.40665126
41256077589.95775,166543899.0636878
41198079916.0151,184166657.3471998
40699118162.15368,294547612.3377179
33710816634.329933,1283696528.1357503
12686958743.494057,4176567065.683627
27356985147.54287,2110254466.8006775
40938736559.43611,167399726.25708348
39845499401.00008,346324791.83125263
36234920200.42815,694192237.4314917
39761099629.01474,194668083.90267727
25077387230.69144,2423930124.082275
40306883978.880035,307496156.7599331
36357404305.97231,832679184.6006566
38970587920.101715,278146883.46997476
38863314741.319496,252178368.30132288
37404396665.679924,403473764.4302548
32725654836.322094,1227925444.7281363
38929004658.84248,216348934.3022195
13152143345.057533,3900877297.112205
38661719279.62097,254663938.86445853
37708348636.70798,385250089.3587905
36653537020.579,562694533.3810928
23122800803.669506,2531559551.6273594
38280928519.82556,239821761.43466493
38420338419.91673,272694132.8263401
38511025589.095955,278306151.3048401
38846327035.90503,172739570.46979523
38958332882.44456,166132700.36113322
38484308463.664276,126033658.34841368
38881843686.39757,67831030.56711236
38415077027.25582,168150769.671805
39276549161.30001,213751877.665295
33419340768.91206,941990823.3739947
33828872229.003723,763373028.1640298
37940934727.41663,293639848.8645339
24928615186.24892,2150186443.1273713
34155509885.947342,685909800.1620251
36036923092.12711,357177558.54497075
36433882605.57418,342617316.06538075
37177685969.60788,319210441.6459148
32344452564.517986,937553004.4565809
37049053853.45588,178184733.50773093
35965545541.73392,337382359.40355694
28778907669.97327,1438877184.829473
21683284280.531555,2430722845.172529
37551721124.95427,131888846.94547829
25225517947.54835,1989866706.2512722
36592152915.70771,171030043.8347745
32966562193.38677,749260197.4252193
36607631607.045,180596985.3060717
34132492975.594227,518045777.7714884
35699585301.352325,292252050.81869864
36951055880.4404,223845974.4526475
35762665671.146904,192796431.52101782
36882297547.40892,154637026.0569672
34991666989.67357,386819471.32902056
7697879341.547494,4216956557.197445
37377581622.239426,90512632.9680062
27349127550.300438,1384276419.8316898
36541218202.89394,110731390.32648383
28020133414.96016,1437154126.9941087
36844595399.870575,130601658.33014593
27255224954.159145,1351589458.7523694
35807113389.63503,166980218.93158615
23787946641.174816,1900823690.5351684
35005291548.51441,377852911.1501049
35149054241.367294,375285271.9704448
35978955089.84979,177751693.66591305
31869472837.990665,640508986.4883347
36144686561.87525,80480122.547524
31541884874.36498,438036216.7999735
35267455389.74822,174631226.14073956
35070681872.46138,183380294.86058146
34955856975.1397,199189728.41445267
35417409087.90848,143918161.5553606
34979245077.41301,171596621.18346238
33268373788.556145,297132597.71781754
33211127274.752956,434519051.03974354
33258477144.856224,451168736.01431483
34433891137.283394,205211495.26103854
33528642077.929,198535954.17316362
34419358309.89669,145617389.33699298
24637739321.391594,1301904961.402544
34331892941.892254,193368710.26586142
27885060506.743046,1031446682.487601
33665912915.43403,202305255.157461
33863825078.94888,237530114.4602498
23276551049.472248,1631584583.9877226
23578467184.094143,1554750257.1803217
20650519276.282734,2151038836.836569
11871082994.605635,3233878037.8796673
31404568543.313496,658121020.8751526
31847114621.142544,266926490.1390142
33481555510.520554,172595111.45207644
34792109558.61571,75644642.51781383
32670307568.37915,244846154.6381309
33247394103.814625,209344839.8336537
31164613165.42716,346787555.36958444
33082543644.76204,238863281.72709173
32994741742.753464,304552211.4314482
33636618128.466087,157567117.28717887
33692341091.27445,140163270.45029575
32494508443.423294,294184232.07434976
32368987253.49336,253609874.32350364
33582652073.019325,150408988.5207156
33098806830.288883,205879602.7164005
33077992559.944736,212686432.73817807
31259375442.160145,426071782.18837905
5032944232.538756,4065230066.696652
33314873544.88903,180781164.96231514
29364109744.528843,802978934.6557044
33082086804.62277,169881221.48809266
33087677092.548977,94803985.39139408
32356637697.40704,202119828.09662172
32895404975.208355,233127011.01648808
6580200137.180563,3782170250.520072
32317995159.778046,147217956.86077607
32169223527.816605,197404143.98290804
31173480395.101444,379370324.05164945
32905181162.468536,127327179.2897112
32373505502.04528,181159083.8081587
29284123571.712196,596290699.8437405
21162405318.391674,1677271383.1301503
31484562791.12399,164839462.84536305
32257920653.201412,101017286.76886919
32813195017.360783,144338106.79034317
32361185622.725864,78443501.33205444
32411631350.20598,67979498.11299056
29347421472.990887,585200773.3168111
30012060587.12217,356302831.29659563
32266405013.46939,102157500.5949172
13597978202.53871,2725265363.7535257
31434152091.7536,183954212.80159238
26355002128.38653,865240135.0400766
31990486046.545364,139991075.137676
31755942981.888416,174028224.4099906
31601107413.598606,165271940.05346996
31869093286.25222,66948552.48698638
31948791717.29583,101284785.70336236
32205531052.116943,76016223.29713106
30199824859.237637,282570577.3325565
31048544827.602062,210052070.20456296
12861464074.90795,2727308423.491888
31419154624.64601,110774273.60663
28727452916.336403,464175891.030515
30437958790.39835,204474553.3931712
30160478673.969616,292699214.90020275
30756472317.40648,169005748.78536776
30380012028.939903,310640342.26318973
31374925276.903748,175377844.8469802
31993639962.458656,86299727.65457003
30938687466.84544,174425687.0791704
30586303515.205734,102696193.27488624
27723432744.693275,609692417.1606817
25452797484.352833,1003116885.921624
30367912299.08027,187996228.12035525
31423693793.54013,94240217.68126498
30795307534.86357,155819623.15752184
30534890200.918278,167865822.74035102
31336931309.255245,127071662.33975436
30242338704.406906,180725156.15160084
28719202940.10272,167003044.611627
30210140277.965023,156825740.03103822
29108015325.68634,299477388.6140776
30077497820.126762,61487084.86341543
30419811133.54393,85854068.29779725
22524387160.579903,1183538211.05467
30290973377.687473,87293903.65315223
30136321635.42568,146007687.61315536
29765108508.599667,150105080.5503185
29736956028.476044,179286235.6316897
28827045818.80875,227305282.94147238
30148350845.8834,90590308.14172944
29355384242.142323,236578016.73000553
29096282810.18392,261799031.36001846
29427554118.394432,228379770.33696133
29796636884.426964,127523785.12627065
29129151242.642242,124444150.6374103
27997044852.028038,342151699.1503878
17621293407.78743,1773702418.6044362
29178878525.86228,136947088.36611143
28146197702.607964,211194941.69972962
28904484820.934628,152700877.92503813
29143436491.014347,87655166.77891605
29207751337.27758,133033083.16407348
29279952711.667507,34190512.30449822
29042934606.31867,154185104.39387766
29308351190.873425,50516438.07172397
29006068158.882435,58438492.05140854
28642838725.905563,83741792.4825095
28957375185.21233,88459042.40853843
24987772168.62651,673336693.7582858
27602311382.23258,173009097.69099316
27894654406.759914,171729279.52788225
28276643379.177296,203783404.80020872
28834952465.92709,49914541.87910378
28812596645.99812,108780355.39972562
28187533579.80026,73531655.87115161
28022804836.093857,149930369.362513
27828318826.55016,149578385.8987526
28747557853.56143,86066915.26986659
27328242239.907597,226895896.14929682
28313981986.93237,169553537.69879597
28766858607.090416,37023129.83565291
28455418356.422737,67970841.20515987
27865017784.313995,131599692.60754332
28196726296.23503,128143481.2619879
25517821585.43627,513014013.34555733
28371209446.604195,81414959.52948448
23968392693.14984,738203057.8818877
27349299711.490913,153967186.47535497
28163669862.07074,41830753.40207284
27743811031.261765,63647730.86802167
27877114716.60338,100722967.4491154
27542524773.947353,117745886.78166026
27893063785.2937,172086842.64092746
25668323291.466427,237843150.62058726
26247990535.42233,291217228.5040171
26678400901.523357,221280923.62362128
26894710129.11016,161642698.79990876
27593910935.81922,93890819.4871633
27517212287.39224,97793143.17572129
27151456241.37524,156838918.0418026
27417547442.321655,69004536.48742144
25252692285.630592,476632685.741832
15088360146.660204,1840482184.024565
16380494411.248646,1663073602.4655924
26877894486.754353,79484310.27831915
27385873430.66506,51382271.467325516
27235675099.04743,40630890.3791305
25527147002.468346,203146708.09971574
26542278249.51849,92223200.82752836
