galaxyID,timestep,t,z,M_star,R_halflight_s,R_halflight_c,R_halfmass,sigma_allstars_global,sigma_allstars_los,sigma_youngstar_global,sigma_youngstar_los,sigma_allgas_global,sigma_allgas_los,sigma_coldgas_global,sigma_coldgas_los,sigma_hotgas_global,sigma_hotgas_los,sigma_gasNearYS_global,sigma_gasNearYS_los,alpha,SFR_10,SFR_100,sSFR_10,sSFR_100
442,004096,13.800820457297739,1.9054312825138086e-11,1497341940.5873027,905.9208725176696,661.350790693552,2.899169921875,25.826388678394498,15.418180559763448,18.06086433808771,14.742546175613903,24.063505217312542,15.418180559763448,25.585589226384457,18.013947494400103,18.30308399142992,18.42062686159681,28.331113709448466,15.72802346522457,-0.19623908307233928,2180053.509475731,28802659.14706237,-9.836853835850155,-9.71588840438904
442,004032,13.585453191722793,0.015091542079731611,1422134490.7702866,486.83973505384034,365.8410271016362,2.74658203125,25.46042485432072,15.312048372464703,19.102416554802282,15.430790642399725,24.652799411800316,15.312048372464703,26.399386964886908,19.735611567655994,16.758963847732176,19.95404378054468,27.17519414560538,17.04549180558647,-0.1793379694571059,3825707.965272475,26626231.420273643,-9.570228854250297,-9.727630967085041
442,003936,13.262402293339067,0.038368621178740174,1326164459.9643474,467.4842363657807,352.6842712318436,2.899169921875,24.694901790368863,16.83359116309149,20.826320100171532,17.134730996101197,22.75752467320471,16.83359116309149,26.077867791230446,18.87584110213396,17.639590008202106,19.298266872900328,24.56026335723762,17.362834736426144,-0.1955997924018509,2452885.574826351,22406067.53479035,-9.732920095839052,-9.772231744365522
442,003840,12.939351394979171,0.06245558192500269,1236375099.4396772,450.4803859302924,337.59211007789656,2.9754638671875,25.011196645828107,14.254441592544289,17.496266037575268,14.058057267307186,22.339065729070636,14.254441592544289,24.260922553500627,17.51780677767241,18.079864432605007,17.812729476156157,31.05614317083192,14.64357290546989,-0.19776874727493088,3319296.408124751,24505074.336296663,-9.571104213822984,-9.702894225514806
442,003744,12.61630049662044,0.08740401178226834,1148257583.887632,432.97184188309126,319.93675619977256,2.9754638671875,26.069597857286542,14.563889545336863,17.526014158405896,13.69410718941614,25.492944710648636,14.563889545336863,26.76976836650892,19.67948467897906,20.239154153772382,19.08023231235255,25.535098109404363,15.417241749017116,-0.16863151274195531,2182086.911242371,48839114.92891762,-9.721167278189297,-9.371271537497993
442,003648,12.293249598256285,0.11327055513484087,1058544408.8736943,412.8454416745391,310.8254926077497,2.74658203125,27.76502356894557,15.639677275527117,19.410656374463056,16.07029181998343,27.816754691091322,15.639677275527117,27.83563470742829,19.634072428979376,18.68951201600837,20.42971125903891,26.740871467490496,15.94915483324106,-0.18533746255320332,5183594.183039486,44224393.86067227,-9.310078088761887,-9.379047193411116
442,003552,11.970198699897274,0.14011755623076905,968678015.0243616,390.8590684369829,306.3410179459053,2.74658203125,26.335823221358467,16.38395443854131,20.48651699015113,16.226104162319093,26.20443430564781,16.38395443854131,27.352371965200362,20.087947946202252,17.7105454844272,19.801110739503642,25.758855755790268,16.041252984417284,-0.1786444639524723,6897681.011889624,42858909.43788403,-9.14747633692219,-9.354138327114773
442,003456,11.647147801532322,0.16801380288695308,883674381.2445965,376.60642125823995,298.9740719184695,2.74658203125,24.978191410010155,13.237199046486133,17.907820540009045,13.498933939261907,23.97559470584717,13.237199046486133,24.487698457647753,18.18063478326381,16.800501654979367,18.90632727510939,28.48836930298179,14.02772828913383,-0.19978430792446594,4111166.4208346996,26750654.77499279,-9.332327207007015,-9.51895784776959
442,003360,11.324096903165403,0.19703539001692263,813681117.4389132,360.553494703065,288.9806276716061,2.899169921875,23.443755775029278,12.71283361296835,17.19473935349188,13.12422610010129,22.360089814859535,12.71283361296835,24.79930688716539,17.55748836762329,16.088671436260018,17.32749732354867,23.14174787244121,13.53125340333995,-0.23750040512806628,2723216.2564432793,19248293.741458267,-9.47537210676127,-9.626062000064845
442,003264,11.001046004804916,0.22726672633083123,760216794.1278125,349.67054955137235,276.3344115299973,2.74658203125,25.084638672776297,13.380300084910408,17.25490861659261,14.571010182143429,23.48699729746088,13.380300084910408,26.787958990568157,18.539726795245606,16.495183923929417,18.448097442710708,25.355439098092045,15.185926583626083,-0.19647950151895846,3502515.423166679,19648649.12337574,-9.336557403116561,-9.587604762189551
442,003168,10.67799510643392,0.25880171293629284,696474332.2245953,339.8370259154608,260.6680842603176,2.74658203125,24.654167062937837,14.097139627303275,18.785740590574026,14.46059676387144,21.782488570307734,14.097139627303275,23.291030532118018,17.043323918145546,16.479689995659786,17.274414808785394,21.106335755203663,14.601777631019434,-0.17166377332310406,1344896.984564297,14546671.942360261,-9.714216095780694,-9.680141470918159
442,003072,10.354944208076997,0.2917451293985244,648013998.9124112,326.8618552414992,252.4370767188015,2.6702880859375,25.51966798533867,14.329639706752662,16.863562435310154,13.790593246579718,24.59773858269896,14.329639706752662,26.539194474673796,18.8584814424281,18.704913927951207,18.514330497774246,12.476504076207675,14.978803701362143,-0.1887805130086534,1790667.4132727366,17585066.011511013,-9.55856945759276,-9.566440385018122
442,002976,10.031893309715745,0.32621427159041294,608658634.0539818,310.89516057499225,242.34805279665903,2.593994140625,24.709786994850415,13.803242953314669,15.695176978155164,13.238637701378611,23.13752284468461,13.803242953314669,25.120827430023738,17.999928418180794,19.397495508108186,18.408184882617814,18.105963827083297,13.915265653947085,-0.20164081620461424,1021849.8744870848,14092571.654281043,-9.774986691103965,-9.635383535342282
442,002880,9.708842411352814,0.3623408968584517,569674114.72355,291.8426813007556,229.18369967831796,2.8228759765625,24.621874807917184,14.30951485278318,15.388645382953966,12.684204818800382,23.55816273355142,14.30951485278318,27.81327320820396,19.812163793275737,18.87320243600445,19.666950111729367,26.101807856005212,15.14663537299603,-0.2007972719657084,1072059.4909703995,15827478.24872482,-9.72540760011493,-9.556214760754317
442,002784,9.385791512987943,0.40027354666428966,536251446.31518364,276.6690772309206,219.0769869682523,2.593994140625,25.06077742850278,11.403684355475292,15.187954343995557,12.357100284702673,23.043459953955384,11.403684355475292,28.39736515433534,20.197639273205873,18.002468216892645,20.192507532910074,6.052771597285116,13.889819312649097,-0.18516589594686014,2291620.9286049907,12811868.806301283,-9.369225696661585,-9.621755993689487
442,002688,9.06274061462519,0.44018033589297945,501281755.2529179,261.1311033435531,216.26815857112464,2.593994140625,23.60833160187566,12.130110139255951,13.419783393609892,13.09773663741655,22.29026410315388,12.130110139255951,27.340753627732536,18.82412857544111,18.315582272818492,19.149169008774194,19.02361822000609,12.734470026338737,-0.2289974942286135,668374.3133086084,9058271.826361883,-9.875062147323167,-9.743036549108743
442,002592,8.739689716261166,0.48225232317008626,473378468.3883874,249.33081719001694,211.44285669027695,2.44140625,23.990159471953156,13.786613890369928,18.57946527233929,15.359801772043205,23.57441524433077,13.786613890369928,29.331012791031654,20.931681366018452,19.01366328704249,20.696931991088462,25.051903489484516,15.60652585590664,-0.19142157457485068,636156.5671610062,9448003.16986871,-9.871644485324971,-9.699868469850946
442,002496,8.41663881790398,0.5267076099759858,446990703.6571339,236.77879039935746,203.45211330400525,2.3651123046875,24.25824996760581,13.773775742513923,17.33936223808616,14.321179792799992,23.48313324831911,13.773775742513923,28.250324941510247,20.884743842186296,19.163323005957526,20.180339739495906,27.2351858074502,13.505197430009225,-0.19715365694317505,873789.1807343214,10834900.665551119,-9.708891827965623,-9.615473556875102
