galaxyID,timestep,t,z,M_star,R_halflight_s,R_halflight_c,R_halfmass,sigma_allstars_global,sigma_allstars_los,sigma_youngstar_global,sigma_youngstar_los,sigma_allgas_global,sigma_allgas_los,sigma_coldgas_global,sigma_coldgas_los,sigma_hotgas_global,sigma_hotgas_los,sigma_warmgas_global,sigma_warmgas_los,sigma_warmgasNearYS_global,sigma_warmgasNearYS_los,sigma_gasNearYS_global,sigma_gasNearYS_los,alpha,SFR_10,SFR_100,sSFR_10,sSFR_100
618,004096,13.800820457390632,1.2616142609562016e-11,439643103.7191034,5825.783598770027,3358.8871241064967,1.1444091796875,21.430180921009836,11.152808717237695,19.15267417958,11.219968445459443,20.481951660860016,11.152808717237695,26.049034694812676,18.07138199928704,15.459471389606046,11.02927475579588,20.815205141375912,14.363091490632431,21.898709726908724,15.361929408761462,19.1810817315755,12.690941850771157,-0.2280533259737078,702708.707778692,6260607.704130549,-9.796324929933776,-9.846483773849602
618,004032,13.58545319163436,0.015091542085997271,431772515.04482794,5693.258247920686,3282.2476256102445,1.1444091796875,20.777833914238812,12.506240479234911,22.676459011509532,12.36378930615837,20.716926195215642,12.506240479234911,27.390793031593585,19.1792426134964,15.878593010741868,11.446651340452052,20.16967369514091,14.322063472202522,18.943187595225584,13.479383098418918,20.29102579942526,12.514786774539214,-0.23304537610819276,404393.0758279801,4325373.408627584,-10.028451282556965,-9.999231387408642
618,003936,13.262402292999626,0.03836862120361559,418069916.7476724,5496.766066354735,3168.3824211007322,1.1444091796875,21.499397761080132,10.003099350085158,20.53590421285375,10.175352577523467,21.337932886944444,10.003099350085158,29.25345796934384,19.989249478537943,17.58745608577344,12.381369054095405,21.896735505619073,15.622680180536747,20.259629606362054,12.930603724056748,21.41107069270663,10.812430013149946,-0.24369862091029001,395418.72378413146,5537028.977642203,-10.024191687858382,-9.87797212157702
618,003840,12.93935139435832,0.06245558197210458,401062687.25473446,5303.204204056249,3055.648862539336,1.10626220703125,21.417231233314954,9.642458632125168,20.41506225984068,9.692452820747727,21.52726144594225,9.642458632125168,29.28612505117813,20.252855998328517,16.09209289581549,11.15321992737467,21.141382407900913,14.90101679164631,22.13902886442368,14.016091909494776,21.642457870048244,11.485502997320227,-0.2405036391905257,1205932.6508816793,6527668.338133876,-9.5218892054717,-9.78845417900586
618,003744,12.616300495719596,0.08740401185309091,386610896.9957717,5112.857317932374,2945.1401889087797,1.068115234375,21.246416702601437,9.905355059391368,22.692165423157032,10.419076494732412,22.03744580566912,9.905355059391368,29.65210234910278,20.86630793936527,17.14627256234555,12.43565079625735,21.9469895676371,15.92007969574639,22.779722102551638,13.672407909951513,23.174375095411865,11.313029576120265,-0.2306382541217559,1101808.719456926,6500710.98580857,-9.545167885911985,-9.77431323263635
618,003648,12.293249597073334,0.1132705552313145,369742018.9076738,4925.606559327927,2836.2963813802785,1.10626220703125,21.897321992821592,9.946686436650706,21.837397242871663,9.981163546841323,21.053169259790902,9.946686436650706,29.61354519745324,19.90918889291434,16.450684657018023,11.53606051472252,21.19527309069485,15.089514218053099,18.694281298746787,12.258485890779397,21.80250519551899,10.374613872722946,-0.2358859506425245,618676.1993999701,5649387.550668152,-9.776435399332309,-9.81589743971013
618,003552,11.97019869843417,0.14011755635468043,357745367.69496244,4741.564965005205,2729.6575379105147,1.068115234375,21.430429898796017,10.069741843184666,20.670053629768418,9.499919871849762,21.3318765877542,10.069741843184666,31.55540250703489,21.61359058305561,16.279135787773633,11.616739925831668,20.848846432922407,14.963694108098638,19.712125480465698,12.566357454260023,23.02945620246224,11.124756222169324,-0.226987828511996,859653.1556493442,5907805.0886629755,-9.619250757216612,-9.782147860401713
618,003456,11.64714779980055,0.16801380303944088,343436499.7386945,4560.873479783191,2625.283976611237,1.1444091796875,20.1140996417441,10.252326270455494,19.79511409459707,10.00569674853232,21.19545498829268,10.252326270455494,28.509545133689436,20.33145944424845,17.064369302299372,11.823756834161278,21.57486501047438,15.291787591223967,23.047930916223304,13.185924448754394,18.926394929379573,10.361239486118098,-0.22198637801734578,471996.908965678,4991271.732122608,-9.86190729470318,-9.837635235083983
618,003360,11.324096901155736,0.19703539020113417,331070862.17554414,4383.263683409585,2522.925000130727,1.068115234375,20.745943093012084,10.667549883276486,16.409849869897727,10.60637638855401,19.43532728260849,10.667549883276486,28.854144069656172,19.703126094282247,15.93386190064307,11.33653138155577,19.520231088196294,14.153154330347487,19.2235367450633,12.510208065761105,15.49733606633692,9.896133485978911,-0.2392175738215055,473534.6635111223,4683884.005370847,-9.844569184243468,-9.849314828418429
618,003264,11.001046002519331,0.22726672654921345,318725207.5893327,4208.261492913825,2421.76708279461,1.10626220703125,20.891722384917628,10.043699824596946,22.332073714677033,9.93322142290358,19.939900532163385,10.043699824596946,28.812796221222168,19.67576652358909,15.521230430902273,10.720828222109397,20.4478956502365,14.102067396603752,25.789228275324373,13.987918325304513,20.27555680419891,10.68602887897325,-0.21752643029285595,394017.7431488127,4490891.508706271,-9.907900633524417,-9.851083849184068
618,003168,10.677995103878665,0.2588017131911519,308586438.1227896,4035.8640119368765,2321.7301008885133,1.1444091796875,19.73082360143568,10.46198133845549,16.5054625116226,10.46075566731157,18.864015594653548,10.46198133845549,24.125413616578868,17.24219565003359,14.94693549287434,10.694411454126254,19.17526343781666,13.331754963436495,19.108860169278653,11.306511985010555,17.851438625065505,11.015322827152886,-0.21252248523078293,337197.7278598898,2636078.066271617,-9.961492196047946,-10.068418568054108
618,003072,10.35494420523316,0.2917451296950607,300430212.0156795,3866.0727035602586,2223.2402854417332,1.02996826171875,21.02005552022828,11.666533745712462,16.559164197698134,11.993454398130064,19.19348012655327,11.666533745712462,31.132896915671243,20.351176273072575,15.495753269236687,10.960245067541369,20.209641743668197,13.750346043599473,19.333753537149214,13.16814897946,18.68563267977916,11.515309260805811,-0.2508634626520987,482129.7934959672,4455015.758887479,-9.794579634473841,-9.828894359649574
618,002976,10.031893306598642,0.3262142719307762,291753486.84850967,3698.665618181005,2126.1755712503264,1.10626220703125,19.848412064482126,10.34347293410659,15.738787263782278,10.257156256229447,19.344829302390036,10.34347293410659,30.458771644087772,20.857594442297245,16.770504425468303,11.75786506529543,18.99761175506412,13.242480956949933,18.67806635209748,13.047258079350097,18.409815948775197,12.325405799238315,-0.22796225324566013,687783.8425505075,4510295.052422273,-9.627564086014491,-9.810811101869103
618,002880,9.7088424079623,0.3623408972468134,278789234.92855775,3533.6730700614266,2031.019366869124,1.10626220703125,20.261561863178187,10.763841560035974,16.333817110394776,9.98538419709316,18.957015923563095,10.763841560035974,29.176374115035642,19.909924957470068,15.801573136749257,11.049641497948652,19.444590436459,13.815362963861958,19.343491193430054,12.371887013716119,18.46436830655427,10.833198766818963,-0.21861411659097124,363849.4685396736,4111991.4248724263,-9.884354255150873,-9.83122379973978
618,002784,9.385791509326014,0.40027354710512447,270219320.3186337,3370.4237428838787,1936.823790768578,1.068115234375,19.76093569577454,7.687062855335702,14.09648180948227,8.21893855724235,18.517880836845393,7.687062855335702,25.412962101214752,17.512261443738318,15.965406988317095,10.89659037828568,19.81916566848342,13.184799541930545,16.122801111607853,10.838497751909507,16.595607762642462,9.736125912745855,-0.23319037718488,223329.4404643636,1900664.5074253958,-10.082770419434762,-10.152810932392763
618,002688,9.0627406106918,0.44018033639164295,264739566.17140716,3210.17419682609,1843.3881154502044,1.10626220703125,19.712982335109654,7.601723098096004,10.975073066570708,7.424041345340203,17.943246578969266,7.601723098096004,27.529115565256838,18.58289502609631,15.766413728250642,11.023645405400172,18.939698226061513,13.104558108038134,19.00250688602628,12.666602691448425,13.745132324480698,9.168782097227954,-0.2082028447700384,531294.9099989905,2705895.1378218187,-9.697483197617212,-9.990507890572196
618,002592,8.739689712057437,0.4822523237325531,257250446.43264544,3053.708094113299,1752.5312065965434,1.10626220703125,19.916783427328664,9.270692982128303,15.907690572341348,9.001156498322988,18.549394860299135,9.270692982128303,31.15823100393601,21.16185825752502,16.142417620939998,11.47096848669423,19.78152956328203,13.945880037799938,19.00487056663868,11.58057719473669,17.844791571539993,9.45363548896217,-0.22792443002522772,275902.85394602694,3546109.8624942177,-9.96959994425473,-9.860603950702574
618,002496,8.416638813424871,0.5267076106099969,249678880.5813868,2900.457739065753,1663.9907229059568,1.068115234375,20.60580037974815,8.335760276957895,11.158987753644407,8.277018017393388,17.95066681399659,8.335760276957895,32.18312063587392,21.832684355513948,15.75616618106191,11.359448534546878,19.348343602857195,13.761171686203909,16.144463647765964,11.177281829607775,12.236358111734631,8.781382353338035,-0.22399800106030296,261985.62849712587,3696587.7066579266,-9.979104340248119,-9.829580793638039
618,002400,8.093587914791323,0.573796362019019,240918134.2520114,2749.823838920569,1576.4092986347396,1.10626220703125,20.938346355955307,6.493826164794355,6.604582260367764,6.554736591973365,17.997484229484407,6.493826164794355,30.51420290287143,21.132934263186446,15.932288253580667,11.496472442278042,19.505601287632416,13.380349162051935,16.254251305302947,11.567883609720539,11.026070807924699,8.473098376533027,-0.2546266669068416,417133.2147774031,3549762.6896329443,-9.761594718706148,-9.831670170823369
618,002304,7.770537016148224,0.6238070024536244,230558329.82467785,2601.530491930991,1490.0312705750134,1.1444091796875,20.56961922992387,8.673815956899809,15.332034349344747,8.684296116085573,17.06086300675708,8.673815956899809,26.359404751289883,18.724544972413582,15.404151166081776,11.278206625354374,17.569040051655723,12.251451788906461,13.520919269748688,9.26107809585554,13.872666270228853,9.022452164604989,-0.23685317060924532,267641.1561833143,2355682.9423166076,-9.935227920111137,-9.990663980242173
618,002208,7.44748611751128,0.6770739248483364,222455040.15165246,2456.1284446861837,1405.8906348979995,1.10626220703125,20.259275110457672,9.884087474364659,13.47099565728082,9.658759229917955,17.416492437700093,9.884087474364659,27.45783883120515,19.113062221990248,15.489609846755991,11.294332461155026,19.39527914734698,13.001502317852994,17.31261842296306,11.420586843915462,15.449728130493884,10.197019996627775,-0.24828147363720107,525030.3165893275,3055906.0194440875,-9.627057868580959,-9.86210225605474
618,002112,7.124435218874854,0.7339871666931033,214913960.36251202,2313.504310986246,1323.8869068411182,1.1444091796875,20.398017096579004,8.255211011043855,12.327313830117475,8.129073065888113,17.718484258824482,8.255211011043855,26.951948891497473,20.10851802393332,16.180808046691357,11.97475899581107,18.539049706742986,12.806025840920524,16.595383510339385,11.015307279751951,14.825217117000626,9.820589299137104,-0.2729995183410985,904404.152688331,2716928.027527282,-9.375902079474226,-9.898186493329542
618,002016,6.801384320239815,0.7950046716958373,208135147.03920272,2173.0258026192682,1242.9361421459841,1.1444091796875,21.532496796966424,7.393125513806407,15.263788510483389,7.3074596210083715,19.96982961518627,7.393125513806407,35.904845407520156,24.75412685384767,17.892947280285803,12.89981395508973,21.09211976006738,14.651074724393435,16.570394133257814,11.620130896634397,17.421334803212613,10.215433994305318,-0.2408434198802203,577844.5542424939,5669282.223493207,-9.556534399435021,-9.564817346947258
618,001920,6.478333421604745,0.8606679900454043,198080948.75826317,2035.6233619990512,1163.7881868307109,1.1444091796875,21.284013669661277,9.230491535207461,13.656747951941,9.201447778051667,18.697479502064688,9.230491535207461,31.59065359868077,21.382334874096625,17.185732194180297,12.209720543027393,19.262616312402436,12.85321099164413,14.889196964455998,10.476889324568123,15.396352913126927,10.6932302397996,-0.24486912700053592,581837.2072418431,3340708.652215813,-9.532041217507107,-9.773004105634978
618,001824,6.155282522964884,0.9316226108009614,191636397.5323543,1901.5565715634139,1087.734069136969,1.18255615234375,21.633128895529296,6.709630467147706,11.064134466982848,6.84492952857366,17.312847523510523,6.709630467147706,26.327932385625786,17.771325861982696,16.580670800630692,11.825221128621525,18.276013669676125,13.045703918731618,14.22489435772166,8.435297319778773,14.396520085127147,7.999249260761587,-0.24977331654260607,386394.7512467294,2250028.437552683,-9.695446779834407,-9.930289991112268
618,001728,5.832231624324829,1.0086446225334664,188534479.17346302,1770.7768248673303,1014.8306423295364,1.18255615234375,20.717045243624504,4.536545492543054,6.1428645112917435,4.807578109912326,18.834122447094433,4.536545492543054,30.67603161626621,21.260900490814734,17.670246747075602,12.742043659725852,20.04349014083593,14.094059608350975,16.90426023207798,12.12734889750972,16.07367258871256,10.711967980010144,-0.28947857672497196,1187121.9563219708,3533138.117202962,-9.200895448032364,-9.727230170374183
618,001632,5.509180725688434,1.0926761541014571,180307667.9530221,1642.9389278913343,942.9528600232215,1.220703125,20.69536663221662,7.826750004365289,11.147806151497543,8.027906615576626,19.271413435564757,7.826750004365289,31.498318704838166,21.40926265390084,17.85944712458551,12.949681522027507,18.52759399838073,13.886220141182978,14.351520153783905,10.007462461065636,15.279694764774877,10.132552579616998,-0.22721360178918684,164682.00209131042,3362301.5364413457,-10.039368058164579,-9.729377537321895
618,001536,5.186129827044351,1.1848732073518913,171399369.76084742,1517.6855598448792,871.4966310362638,1.2969970703125,20.45077523296944,7.66022739076679,8.842454436580987,6.88936737647077,18.993027507142656,7.66022739076679,31.416356710920052,21.75061398792828,18.07557193048168,12.61824075157294,17.52794914961075,12.670084725751636,13.24713757528103,9.45479011981761,12.443789612910653,8.858412960035935,-0.23004873114896862,282497.4827769147,2608767.7727858676,-9.78299463833328,-9.817573799872797
618,001440,4.863078928395589,1.2866713145779003,166127318.12275636,1395.3199671780935,803.5235614856854,1.2969970703125,20.541754956062487,6.496865179991983,11.052709210060039,6.654978110324737,18.594186645753627,6.496865179991983,28.97382125845885,20.30956654668457,17.978012761771044,12.971816430696226,18.294204192537173,12.903618004462887,13.502048062184828,8.904409935142429,13.462553579852392,8.69120936370538,-0.23313247653681443,120460.31136476021,2202772.747786459,-10.139597072695036,-9.877471359243696
618,001344,4.540028029750102,1.3998773857408184,162906136.5248611,1275.4482847005224,736.0120065936997,1.373291015625,24.06726363019346,9.872346668163818,14.567376842508853,9.607444206769976,25.074286814687028,9.872346668163818,38.50994285871857,26.216695456916096,24.212706378489468,16.348380640918926,26.630502502628552,18.247522514587104,20.21171276440168,13.668510051736188,19.49389549348096,13.571002920029937,-0.18384573177451846,246086.5646545859,17352509.64478295,-9.820849540489123,-8.97257514962995
618,001248,4.216977131099695,1.5268009671781488,130400012.69084308,1156.8442938342646,667.7276227419183,4.08172607421875,16.613390535321926,6.022379048117077,9.059779366844944,6.064628727241293,20.020634069511523,6.022379048117077,30.174204136338577,20.08298928657102,19.47556121873002,13.351045431017276,20.199809688368024,13.301749376294147,15.917343047371162,11.453754791253516,15.72970922816863,10.898416098197885,-0.27827809314647234,476539.95380845474,6670016.291419877,-9.437178315275496,-9.291150738986552
618,001152,3.8939262324478805,1.6704464395322585,62955968.0173142,1045.030662337541,611.5772798817281,0.72479248046875,17.094853520096457,7.432867735016254,9.21727750557318,7.176620422413015,20.470125951016062,7.432867735016254,26.10143710173065,18.71181866614809,20.160696949890532,13.981346687230182,17.845140235382708,11.893755377933111,13.145826608197174,9.861765349896189,12.574474082581956,9.75150383305425,-0.27054374557362937,204591.605934888,1527211.528236896,-9.488149094737924,-9.615137712381447
618,001056,3.5708753338005814,1.8348024148908089,57046814.45114875,936.6061183061925,557.4838717437872,0.705718994140625,16.758745005475323,5.398827800507155,9.915731165287577,5.740610210421403,15.626953075411555,5.398827800507155,23.190449600539292,17.36742210451827,14.96440351627152,10.674250793854377,16.40775896957767,11.611471707983366,9.686527851989165,6.880245323110712,9.897057409664425,6.498430555799782,-0.3198472194098695,21696.578022514703,1033816.4986184536,-10.419840155550732,-9.741787939242966
618,000960,3.2478244351614376,2.0252918418934347,54527270.31081296,828.3186083111236,496.38357559576787,0.64849853515625,17.7602124103293,10.759883938313791,14.194066741544077,11.008289871176135,19.409650840161962,10.759883938313791,28.80032143348292,19.854530853761013,18.971531869984197,12.942801629341076,18.817250747633782,13.311347497941544,14.236437235416252,11.380944980390765,14.789032223056886,11.773778343457483,-0.3653847253144385,1074683.775483485,5437772.60994496,-8.705333064642447,-9.00119271417762
618,000864,2.9247735365226153,2.2494992472362028,43201183.136259064,723.9716653288542,436.3472025675251,0.934600830078125,15.68927752059047,5.0643884986492,7.058141336753892,5.236444993925703,16.635349458686,5.0643884986492,26.794031033941224,18.265836764778832,16.024864216707954,11.482784878680903,16.955472675609517,12.270207421769676,12.694751438962767,10.579647143250174,12.460434840430015,9.426436874957353,-0.40831571711583536,132783.54670188314,2864751.1145708566,-9.512351376208622,-9.178408743788038
618,000768,2.601722637882806,2.518400408650693,30656965.24668235,623.4583909259954,379.8187139998102,0.64849853515625,13.17030466870882,3.498755282808828,5.459136796554294,3.7362367482393184,16.354168655622022,3.498755282808828,27.80273647665873,19.75332577587569,16.027360461211305,11.671738283720941,15.164294197271543,10.570064260473579,8.424915144653886,4.790091010570631,8.9346899610129,5.131881578910393,-0.42312470998326873,11736.46523472708,2803576.6281599198,-10.416991844891555,-9.038816730689353
618,000672,2.2786717392391767,2.8485597433042145,24678188.489230946,527.5871264975888,328.145623420929,0.57220458984375,14.48619467324259,3.0682682262110985,4.494223430812295,3.03471115926589,17.861343011240827,3.0682682262110985,24.472644937466924,16.85656296357743,17.34695408960088,14.878220823099209,16.786016902410836,12.192413634585872,10.874232213543182,6.615902399413644,9.824525435216069,6.299721435271051,-0.3742090212288652,76915.25150572423,845703.4250716519,-9.50630081251468,-9.465095187524444
