galaxyID,timestep,t,dt,z,M_star,R_halflight_pc,R_halflight,R_halfmass,sigma_gas,sigma_star,SFR_10,SFR_100,sSFR_10_old,sSFR_10,sSFR_100_old,sSFR_100
615,4096,13.800820457190100,-1,2.65166409909142E-11,2990540369.735470,2.115713626908130,16.35,2.55,12.174285518954500,77.64005268792680,30082994.5167563,127071116.75290100,0.010059384190629500,-8.997428604846440000,0.0424910220369774,-9.3717028226953400
615,4032,13.585453191604900,0.215367265585200,0.015091542088087300,2802948341.5367800,16354.28719610010,16.35428719610,16354.499999964300,18.905827006178100,65.22575183625870,9415295.71647507,89051414.00456280,0.00335906858394433,-9.47378112883934000,0.031770622627935500,-9.497974273960170000
615,3936,13.262402293227800,0.323050898377100,0.038368621186892400,2592141883.810700,15999.836879845100,15.999836879845,15999.899999965100,19.060131010835600,60.861490840743700,9707812.106108830,131035039.12648300,0.003745092877337960,-9.426537407439760000,0.05055087452768930,-9.29627132673442000
615,3840,12.939351394859400,0.323050898368400,0.06245558193408570,2341830411.584310,15635.930508151300,15.635930508151,15635.899999965900,18.574022337590200,57.944082990676800,15570473.217338900,82360979.92073420,0.006648847474316050,-9.177253629723100000,0.03516948943583610,-9.45383393639755000
615,3744,12.616300496477500,0.323050898381900,0.08740401179350520,2123336261.6617500,15271.402909658300,15.271402909658,15271.149999966700,18.49477224393010,53.56382272127640,10093948.028088300,68594801.33578580,0.004753815121203940,-9.322957712259130000,0.032305199404498700,-9.490727573924040000
615,3648,12.293249598130700,0.323050898346800,0.11327055514508200,1926291138.0787100,14907.527296744900,14.907527296745,14907.649999967500,17.03326908724830,51.56213678580640,6980929.980138330,52169437.344643200,0.0036240264216244900,-9.4408086446806900000,0.027082841380185800,-9.567305773849470000
615,3552,11.970198699780000,0.323050898350700,0.1401175562407010,1769429960.9888600,14561.907570942600,14.561907570943,14561.849999968200,16.302560087960400,52.27078029729040,5259359.0545968000,41517986.38985780,0.0029723465582427300,-9.5269005557600700000,0.02346404622122210,-9.62959709452111000
615,3456,11.647147801405500,0.323050898374500,0.16801380289812200,1646324820.205180,14230.192937347800,14.230192937348,14230.249999968900,15.985082671786200,51.75104938410260,3115852.9037343100,33002496.764377500,0.0018926112669224000,-9.7229385788345300000,0.020046163648474000,-9.697968728565720000
615,3360,11.324096903066100,0.323050898339400,0.19703539002602400,1546984327.4345500,13893.745518989800,13.893745518990,13893.749999969700,15.58404287028330,49.93188196740270,2228081.7228136800,21047378.264339100,0.001440274269945990,-9.841554797778360000,0.01360542436731930,-9.86628790757693000
615,3264,11.001046004713300,0.323050898352800,0.22726672633958400,1429069301.45547,13563.788941447600,13.563788941448,13563.649999970400,15.408682591723100,49.945868936843200,2669189.782417200,26210348.914714900,0.00186778190511734,-9.72867383631459000,0.018340852251196200,-9.736580487674060000
615,3168,10.677995106373700,0.323050898339600,0.25880171294229900,1327281171.939800,13225.73359761710,13.22573359762,13225.14999997110,15.22392837108420,49.92198600486940,2434878.2394400500,24782794.24946910,0.0018344856319189100,-9.7364856853813300000,0.018671849471992000,-9.728812662463380000
615,3072,10.35494420801530,0.3230508983584,0.2917451294049570,1237089935.5958600,9458.379024302030,9.458379024302,9458.499999982130,14.915802621342700,50.4960792379158,2245668.7773774800,22765483.21221190,0.0018152833619940700,-9.7410555728620300000,0.01840244800087770,-9.73512440076458000
615,2976,10.031893309656000,0.3230508983593,0.32621427159694000,1157886716.549070,9303.84919514486,9.30384919514,9303.849999984850,14.76314035156960,51.00333882954010,2560561.5976268300,23728705.179553100,0.002211409424626830,-9.655330843855000000,0.020493114603018700,-9.688392031246980000
615,2880,9.70884241128582,0.32305089837018,0.3623408968661260,1092260447.9312600,12211.685599178900,12.211685599179,12211.599999973300,14.45801520475890,50.771308134306200,2155014.7283731500,19576565.315904500,0.001972986143052920,-9.704875964933710000,0.017922982886529000,-9.746589709888510000
615,2784,9.385791512922510,0.32305089836331,0.4002735466721660,1032669024.8631000,11866.727056118900,11.866727056119,11866.7499999741,14.297437658330600,51.09163951637150,2271593.5933265600,20768952.81090120,0.0021997305415718200,-9.6576305153031000000,0.020111916123033200,-9.696546550884240000
615,2688,9.062740614554220,0.323050898368290,0.4401803359019760,978957554.6772450,11523.60407515680,11.52360407516,11523.499999974900,14.145509128730400,52.42141304227610,2238988.4132161500,22372741.281902400,0.002287114903520330,-9.640712016105410000,0.02285363770370870,-9.64104466172513000
615,2592,8.739689716188660,0.323050898365560,0.4822523231797890,929857145.678456,11189.705587239200,11.189705587239,11189.749999975600,13.897373696498600,51.55458939778100,2009821.2886756500,17477529.28841810,0.0021614301702324600,-9.6652587907445300000,0.018795929428133700,-9.725936194263560000
615,2496,8.416638817832520,0.323050898356140,0.5267076099861010,881518235.67262,10868.946542439100,10.868946542439,10868.899999976300,13.710856755833000,52.54642641587440,1829223.8876590000,17889196.4915262,0.0020750834340520000,-9.6829644366772300000,0.020293620446633500,-9.692640466533370000
615,2400,8.09358791947071,0.32305089836181,0.5737963613165250,836898765.4475960,10560.559334105300,10.560559334105,10560.79999997700,13.486409235365100,52.22449429761990,2502095.2230438600,17649889.020719200,0.0029897226837294700,-9.5243690934520000000,0.021089634433000400,-9.675930948240920000
615,2304,7.77053702111597,0.32305089835474,0.6238070016604670,795380895.0751080,10254.33602425070,10.25433602425,10254.44999997760,13.343322967267700,53.012209522129400,1667032.405151230,17003501.41330190,0.0020958919374016500,-9.6786311130051100000,0.02137780969920860,-9.67003679324679000
615,2208,7.447486122755440,0.32305089836053,0.6770739239551870,756844978.7445160,7783.179091441760,7.783179091442,7783.000000004250,13.303789397850400,51.94198682221130,2023756.6550598300,15647239.695546300,0.002673938140432560,-9.572848644037220000,0.02067429940739320,-9.68456919851827000
615,2112,7.124435224399420,0.323050898356020,0.7339871656861380,719964603.1638050,9671.143024149930,9.671143024150,9671.249999978890,13.161327250824600,51.70790423183280,1786978.8417934300,15102120.926087700,0.0024820370806297300,-9.6051917346049800000,0.02097619919052000,-9.67827320156298000
615,2016,6.801384326038590,0.323050898360830,0.795004670560637,685525724.0284320,9300.244838510190,9.300244838510,9300.499999984910,13.105417889161600,51.14277867299220,1473975.6663140800,15388445.691790600,0.0021501391044122900,-9.6675334422590800000,0.022447656087012600,-9.648828999944400000
615,1920,6.478333427679820,0.323050898358770,0.8606679887630420,648346276.4059390,7146.3206653848700,7.1463206653849,7146.100000003900,12.973541498721500,49.41736583034740,2188045.3172665500,14479944.814685900,0.0033748097226621200,-9.4717507083818200000,0.022333659252204700,-9.651040114239680000
615,1824,6.155282529317910,0.323050898361910,0.9316226093487190,584416065.1802510,6931.719690972250,6.931719690972,6931.450000003780,12.56925633886050,38.78219354461540,1010172.9876507200,18600486.51843970,0.0017285168013633500,-9.7623263947134600000,0.03182747297116620,-9.49719784200248000
615,1728,5.832231630968520,0.323050898349390,1.0086446208809600,536896120.004445,6696.398493846170,6.696398493846,6696.3000000036500,12.26397359681840,41.34154217104340,1411539.3605990100,10319743.351724200,0.0026290734985891300,-9.5801972725526300000,0.019221117395370100,-9.716221368772700000
615,1632,5.50918073259737,0.32305089837115,1.092676152221570,512907375.6692550,6464.181927870180,6.464181927870,6464.000000003530,12.085563810918000,40.10795715234240,2069341.7229613600,13334399.945728200,0.004034532980270040,-9.394206730044810000,0.025997676341326000,-9.585065467307540000
615,1536,5.186129834235190,0.32305089836218,1.1848732051987400,481919884.8162580,6227.948846940280,6.227948846940,6227.6500000034,11.900316698739200,38.82812586777860,1335767.4390337400,10210180.629936600,0.002771762446662750,-9.557243993585630000,0.0211864688543189,-9.6739414210558800
